index,temperature,pct_old1919,BFS_NUMMER,pct_old1919_norm,temperature_norm,temperature_norm_inv,old_q,tmp_q,bi_class,bi_color
0,7.143226623535156,32.94,1,0.3743246417665022,0.6501074388410596,0.3498925611589404,3,1,3-1,#64abbd
1,7.796804046630859,19.39,2,0.2151750058726803,0.7048428923674129,0.29515710763258707,2,2,2-2,#9a8b92
2,7.632765875922309,9.24,3,0.09595959595959595,0.6911051111159772,0.30889488888402283,1,2,1-2,#d7a0a0
3,6.981118338448661,35.18,4,0.40063424947145876,0.6365312806216386,0.36346871937836145,3,1,3-1,#64abbd
4,7.823221206665039,20.9,5,0.2329105003523608,0.7070552625996958,0.29294473740030424,2,2,2-2,#9a8b92
5,7.705077362060547,44.21,6,0.5066948555320648,0.6971610148988738,0.30283898510112617,3,2,3-2,#5d7783
6,8.281907399495443,23.41,7,0.2623913554146112,0.7454690692944418,0.2545309307055582,2,3,2-3,#8f4e51
7,8.409640502929687,60.16,8,0.6940333568240544,0.7561663931305165,0.24383360686948352,3,3,3-3,#574249
8,7.985798136393229,35.35,9,0.40263096077049565,0.720670668620677,0.27932933137932303,3,3,3-3,#574249
9,8.27914537702288,19.03,10,0.21094667606295514,0.7452377569091858,0.2547622430908142,2,3,2-3,#8f4e51
10,8.278617095947265,38.01,11,0.4338736199201315,0.7451935147073573,0.2548064852926427,3,3,3-3,#574249
11,7.622206551688058,46.86,12,0.537820061075875,0.6902207944604906,0.30977920553950944,3,2,3-2,#5d7783
12,7.2730973561604815,13.4,13,0.14482029598308668,0.6609837837067941,0.3390162162932059,1,2,1-2,#d7a0a0
13,7.812908172607422,4.06,14,0.03511862814188395,0.7061915721225941,0.2938084278774059,1,2,1-2,#d7a0a0
14,7.90362777709961,40.29,22,0.46065304204839086,0.7137891091857497,0.28621089081425033,3,2,3-2,#5d7783
15,8.18116455078125,54.24,23,0.6245008221752408,0.7370321109188146,0.2629678890811854,3,3,3-3,#574249
16,7.736771583557129,35.29,24,0.40192623913554143,0.6998153256606549,0.30018467433934515,3,2,3-2,#5d7783
17,8.167397499084473,19.46,25,0.2159971811134602,0.7358791552142331,0.2641208447857669,2,3,2-3,#8f4e51
18,7.876348876953125,36.28,26,0.41355414611228564,0.711504570402042,0.28849542959795804,3,2,3-2,#5d7783
19,8.264554977416992,28.26,27,0.3193563542400752,0.744015847902941,0.25598415209705905,2,3,2-3,#8f4e51
20,8.38163587782118,41.55,28,0.4754521963824289,0.7538210767196631,0.24617892328033686,3,3,3-3,#574249
21,8.085223197937012,29.22,29,0.33063190039934226,0.7289972656590322,0.2710027343409678,2,3,2-3,#8f4e51
22,8.046469370524088,15.54,31,0.16995536762978622,0.7257517307853195,0.2742482692146805,1,3,1-3,#c75a5a
23,8.179528045654298,33.25,33,0.3779657035470989,0.7368950577600661,0.26310494223993386,3,3,3-3,#574249
24,7.860565821329753,24.51,34,0.2753112520554381,0.7101827794755974,0.2898172205244026,2,2,2-2,#9a8b92
25,8.214396476745605,45.45,35,0.5212591026544515,0.7398152005344221,0.26018479946557793,3,3,3-3,#574249
26,8.038711547851562,40.34,37,0.4612403100775194,0.7251020327887968,0.2748979672112032,3,3,3-3,#574249
27,8.35599136352539,30.0,38,0.3397932816537468,0.7516734136106858,0.24832658638931415,2,3,2-3,#8f4e51
28,8.201341356549944,53.44,39,0.6151045337091848,0.7387218672895772,0.2612781327104228,3,3,3-3,#574249
29,7.812418157404119,50.35,40,0.5788113695090439,0.7061505345906357,0.2938494654093643,3,2,3-2,#5d7783
30,7.804342269897461,43.27,41,0.4956542165844492,0.7054741994699839,0.2945258005300161,3,2,3-2,#5d7783
31,8.149882316589355,60.0,43,0.6921540991308434,0.7344123030501449,0.26558769694985507,3,3,3-3,#574249
32,7.903104146321614,11.45,51,0.1219168428470754,0.7137452564345667,0.28625474356543334,1,2,1-2,#d7a0a0
33,7.978169918060303,8.54,52,0.08773784355179702,0.720031824659279,0.27996817534072105,1,3,1-3,#c75a5a
34,7.9410561954273895,10.6,53,0.111933286351891,0.7169236444061395,0.28307635559386046,1,2,1-2,#d7a0a0
35,8.111881256103516,5.0,54,0.04615926708949964,0.7312298104996483,0.2687701895003517,1,3,1-3,#c75a5a
36,8.248797946506077,26.95,55,0.30396993187690863,0.7426962364802382,0.2573037635197618,2,3,2-3,#8f4e51
37,7.951224107008714,14.9,56,0.1624383368569415,0.7177751812434795,0.2822248187565205,1,2,1-2,#d7a0a0
38,7.721286228724888,40.84,57,0.4671129903688044,0.6985184664213249,0.30148153357867513,3,2,3-2,#5d7783
39,8.181951082669771,25.57,58,0.2877613342729622,0.7370979809720168,0.26290201902798316,2,3,2-3,#8f4e51
40,8.065511067708334,18.24,59,0.2016678412027249,0.7273464246876188,0.2726535753123812,2,3,2-3,#8f4e51
41,8.078489303588867,13.16,60,0.14200140944326992,0.7284333190658369,0.27156668093416314,1,3,1-3,#c75a5a
42,8.043742179870605,43.78,61,0.5016443504815598,0.7255233354766747,0.2744766645233253,3,3,3-3,#574249
43,7.892856798673931,4.99,62,0.04604181348367395,0.7128870670278985,0.2871129329721015,1,2,1-2,#d7a0a0
44,7.761007785797119,16.37,63,0.17970401691331925,0.7018450462025286,0.29815495379747137,1,2,1-2,#d7a0a0
45,7.6462046305338545,9.87,64,0.10335917312661497,0.6922305727713205,0.3077694272286795,1,2,1-2,#d7a0a0
46,7.577822875976563,31.22,65,0.354122621564482,0.6865037740534384,0.31349622594656157,2,2,2-2,#9a8b92
47,8.114060084025065,3.93,66,0.03359173126614987,0.7314122818186192,0.26858771818138083,1,3,1-3,#c75a5a
48,7.775862953879616,26.79,67,0.30209067418369745,0.7030891288979718,0.2969108711020282,2,2,2-2,#9a8b92
49,8.113762855529785,36.1,68,0.4114399812074231,0.7313873896850859,0.2686126103149141,3,3,3-3,#574249
50,8.158248901367188,11.05,69,0.11721869861404746,0.7351129833308563,0.2648870166691437,1,3,1-3,#c75a5a
51,7.780967712402344,40.94,70,0.4682875264270613,0.7035166394927542,0.2964833605072458,3,2,3-2,#5d7783
52,7.795184665256077,32.04,71,0.3637538172421893,0.7047072732795304,0.2952927267204696,3,2,3-2,#5d7783
53,7.817523002624512,10.84,72,0.11475217289170778,0.706578052446128,0.29342194755387196,1,2,1-2,#d7a0a0
54,7.657718234592014,52.27,81,0.6013624618275781,0.693194807944655,0.30680519205534496,3,2,3-2,#5d7783
55,7.325286388397217,16.45,82,0.1806436457599248,0.6653544829501199,0.3346455170498801,1,2,1-2,#d7a0a0
56,7.877398681640625,7.83,83,0.07939863753817242,0.7115924888852299,0.28840751111477014,1,2,1-2,#d7a0a0
57,8.112143834431967,7.2,84,0.07199906037115339,0.7312518007694865,0.2687481992305135,1,3,1-3,#c75a5a
58,8.11640453338623,6.84,85,0.06777073056142822,0.7316086235136018,0.2683913764863982,1,3,1-3,#c75a5a
59,7.801393781389509,11.87,86,0.12684989429175475,0.7052272710266243,0.2947727289733757,1,2,1-2,#d7a0a0
60,8.129639625549316,14.38,87,0.15633074935400518,0.7327170289548093,0.2672829710451907,1,3,1-3,#c75a5a
61,8.017244338989258,13.66,88,0.14787408973455485,0.7233042084278242,0.27669579157217583,1,3,1-3,#c75a5a
62,8.0881716410319,5.41,89,0.0509748649283533,0.7292441902991628,0.27075580970083724,1,3,1-3,#c75a5a
63,8.032793912020596,8.78,90,0.0905567300916138,0.7246064457786495,0.2753935542213505,1,3,1-3,#c75a5a
64,7.7616935729980465,15.6,91,0.1706600892647404,0.7019024791433538,0.2980975208566462,1,2,1-2,#d7a0a0
65,8.057505289713541,12.72,92,0.13683345078693918,0.7266759610609825,0.27332403893901747,1,3,1-3,#c75a5a
66,7.437793095906575,11.63,93,0.12403100775193798,0.6747766346993547,0.32522336530064533,1,2,1-2,#d7a0a0
67,7.814216136932373,20.0,94,0.22233967582804792,0.7063011108214424,0.2936988891785576,2,2,2-2,#9a8b92
68,7.330463886260986,47.13,95,0.5409913084331689,0.6657880852804495,0.3342119147195505,3,2,3-2,#5d7783
69,8.018958536783854,8.16,96,0.08327460653042049,0.7234477681506749,0.2765522318493251,1,3,1-3,#c75a5a
70,8.026612501878004,8.33,97,0.08527131782945736,0.7240887683381031,0.2759112316618969,1,3,1-3,#c75a5a
71,7.723326110839844,25.0,98,0.28106647874089735,0.6986893013809743,0.3013106986190257,2,2,2-2,#9a8b92
72,7.596432495117187,15.74,99,0.17230443974630022,0.6880622825141348,0.3119377174858652,1,2,1-2,#d7a0a0
73,7.944336524376502,37.5,100,0.4278834860230209,0.7171983636458202,0.28280163635417976,3,2,3-2,#5d7783
74,7.86010251726423,22.94,101,0.2568710359408034,0.7101439789337627,0.2898560210662373,2,2,2-2,#9a8b92
75,8.15422875540597,32.95,102,0.374442095372328,0.734776306290534,0.26522369370946597,3,3,3-3,#574249
76,6.1079018332741475,46.42,111,0.5326521024195443,0.5634016103661444,0.43659838963385555,3,1,3-1,#64abbd
77,7.86348025004069,18.66,112,0.20660089264740428,0.710426855497238,0.28957314450276195,2,2,2-2,#9a8b92
78,7.424272017045454,26.83,113,0.3025604886070002,0.6736442785966551,0.3263557214033449,2,2,2-2,#9a8b92
79,5.825284604673032,58.23,114,0.6713648108996946,0.5397331334035032,0.46026686659649685,3,1,3-1,#64abbd
80,7.94184714869449,25.23,115,0.2837679116748884,0.7169898847385976,0.2830101152614024,2,2,2-2,#9a8b92
81,7.9898791842990455,43.07,116,0.49330514446793516,0.7210124460445813,0.27898755395541874,3,3,3-3,#574249
82,6.724111647832961,27.07,117,0.305379375146817,0.6150076213380503,0.3849923786619497,2,1,2-1,#a5c9d2
83,7.64165566184304,27.54,118,0.31089969462062483,0.6918496081670208,0.3081503918329792,2,2,2-2,#9a8b92
84,7.767065048217773,28.88,119,0.3266384778012685,0.7023523265858569,0.2976476734141431,2,2,2-2,#9a8b92
85,6.154383120329483,52.03,120,0.5985435752877614,0.5672943004095242,0.4327056995904758,3,1,3-1,#64abbd
86,7.641502857208252,25.17,121,0.28306319003993424,0.6918368111659455,0.30816318883405447,2,2,2-2,#9a8b92
87,8.04208755493164,14.34,131,0.15586093493070236,0.7253847648295717,0.2746152351704283,1,3,1-3,#c75a5a
88,8.305552164713541,18.85,135,0.20883251115809257,0.7474492584839745,0.2525507415160255,2,3,2-3,#8f4e51
89,7.609842300415039,14.04,136,0.1523373267559314,0.6891853197377913,0.3108146802622087,1,2,1-2,#d7a0a0
90,8.114673614501953,24.01,137,0.26943857176415315,0.7314636634418487,0.26853633655815135,2,3,2-3,#8f4e51
91,7.726441383361816,19.88,138,0.2209302325581395,0.6989501975630069,0.3010498024369931,2,2,2-2,#9a8b92
92,8.177007039388021,23.53,139,0.2638007986845196,0.7366839298715386,0.26331607012846137,2,3,2-3,#8f4e51
93,8.144403076171875,21.51,141,0.24007517030772846,0.7339534305453234,0.26604656945467664,2,3,2-3,#8f4e51
94,7.777813911437988,16.07,151,0.17618040873854826,0.7032525166512732,0.2967474833487268,1,2,1-2,#d7a0a0
95,7.336906909942627,15.89,152,0.17406624383368569,0.6663276721921657,0.3336723278078343,1,2,1-2,#d7a0a0
96,7.987632164588342,29.56,153,0.334625322997416,0.7208242638360137,0.2791757361639863,2,3,2-3,#8f4e51
97,7.661480296741832,15.56,154,0.17019027484143764,0.6935098711195568,0.30649012888044325,1,2,1-2,#d7a0a0
98,7.828620274861653,23.47,155,0.2630960770495654,0.707507420884114,0.292492579115886,2,2,2-2,#9a8b92
99,7.6080710671164775,19.76,156,0.21952078928823116,0.6890369834359673,0.3109630165640327,2,2,2-2,#9a8b92
100,7.878832244873047,18.62,157,0.20613107822410148,0.7117125461744086,0.2882874538255914,2,2,2-2,#9a8b92
101,7.965083122253418,27.95,158,0.3157152924594785,0.7189358386622355,0.28106416133776446,2,2,2-2,#9a8b92
102,7.736727714538574,21.07,159,0.2349072116513977,0.699811651741481,0.30018834825851903,2,2,2-2,#9a8b92
103,7.347470092773437,7.71,160,0.07798919426826403,0.6672123119953395,0.3327876880046605,1,2,1-2,#d7a0a0
104,7.73103502061632,15.51,161,0.16960300681230914,0.6993349030463601,0.30066509695363985,1,2,1-2,#d7a0a0
