,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Rorbas,0,1,9,3,0,0,0,0,1,1
Wallisellen,0,4,77,25,1,205,0,6,14,1
Wasterkingen,0,1,2,0,0,0,0,0,0,1
Wil (ZH),0,1,6,0,0,0,0,1,0,1
Winkel,0,2,3,0,0,0,0,0,0,1
Bachs,0,1,1,1,0,0,0,1,0,1
Boppelsen,0,2,6,1,0,0,0,0,0,1
Buchs (ZH),0,2,10,1,0,0,0,0,1,1
Dällikon,0,1,4,3,0,1,0,1,1,1
Dänikon,0,3,4,4,0,0,0,0,0,1
Dielsdorf,0,2,27,9,0,0,0,0,2,1
Hüttikon,0,0,1,0,0,0,0,0,0,1
Neerach,0,0,1,1,0,0,0,0,1,1
Niederglatt,0,0,23,14,0,1,0,0,4,1
Niederhasli,0,3,14,7,1,0,0,0,0,1
Niederweningen,0,7,16,3,0,0,0,0,1,1
Oberglatt,0,2,47,10,0,0,0,0,4,1
Oberweningen,0,3,3,2,0,0,0,0,2,1
Otelfingen,0,0,12,1,0,1,0,0,2,1
Regensberg,0,3,4,0,0,0,0,0,0,1
Regensdorf,1,4,30,4,0,1,0,1,4,1
Rümlang,0,2,41,17,0,2,0,1,7,1
Schleinikon,0,4,3,0,0,0,0,0,2,1
Schöfflisdorf,0,1,7,1,0,0,0,0,0,1
Stadel,0,3,7,4,0,0,0,0,0,1
Steinmaur,0,4,8,2,0,1,0,0,1,1
Weiach,0,4,7,1,0,0,0,0,1,1
Bäretswil,0,7,8,12,0,1,0,0,1,1
Bubikon,0,10,37,8,0,10,0,0,3,1
Dürnten,0,15,54,16,0,32,0,0,5,1
Fischenthal,0,15,7,0,0,0,0,0,1,1
Gossau (ZH),0,1,28,9,0,2,0,0,1,1
Grüningen,0,2,9,2,0,0,0,2,1,1
Hinwil,0,12,40,17,0,12,0,2,4,1
Rüti (ZH),0,7,124,34,0,82,0,0,12,1
Seegräben,0,0,3,2,0,1,0,0,0,1
Wald (ZH),0,11,62,15,0,1,0,1,2,1
Wetzikon (ZH),0,8,65,19,0,70,0,1,8,1
Adliswil,0,6,68,35,0,91,0,0,7,1
Kilchberg (ZH),0,1,156,20,0,86,1,2,3,1
Langnau am Albis,0,5,27,7,0,21,3,0,7,1
Oberrieden,0,3,35,15,0,39,0,0,2,1
Richterswil,0,2,33,6,1,42,0,0,6,1
Rüschlikon,0,0,65,17,0,37,0,0,4,1
Thalwil,0,2,102,33,0,120,1,6,7,1
Erlenbach (ZH),0,3,101,10,0,72,0,1,6,1
Herrliberg,5,3,59,24,0,28,1,0,3,1
Hombrechtikon,0,10,32,8,0,2,0,0,7,1
Küsnacht (ZH),0,11,220,58,0,178,0,11,5,1
Männedorf,0,5,50,15,0,57,0,0,9,1
Meilen,0,15,111,32,1,93,3,2,18,1
Oetwil am See,1,1,10,3,0,0,0,1,1,1
Stäfa,0,5,65,17,0,55,0,1,11,1
Uetikon am See,1,4,22,7,1,45,0,0,4,1
Zumikon,0,1,38,7,0,0,0,0,1,1
Zollikon,1,6,235,30,0,201,0,2,14,1
Fehraltorf,0,0,17,1,0,0,0,0,2,1
Hittnau,0,2,3,2,2,0,0,0,1,1
Lindau,0,3,33,9,0,0,0,0,2,1
Pfäffikon,1,14,110,18,1,8,2,2,4,1
Russikon,0,4,7,4,0,0,0,1,0,1
Weisslingen,0,6,15,3,0,0,0,0,4,1
Wila,0,5,15,2,0,0,0,0,1,1
Wildberg,0,3,3,1,0,0,0,0,0,1
Dübendorf,0,6,143,27,1,165,0,2,11,1
Egg,0,3,26,7,0,0,0,0,2,1
Fällanden,0,1,9,1,0,1,0,0,0,1
Greifensee,0,2,1,1,0,0,1,0,0,1
Maur,0,11,15,3,0,1,1,0,4,1
Mönchaltorf,0,1,2,2,0,0,0,0,0,1
Schwerzenbach,0,5,11,1,0,0,1,0,3,1
Uster,1,15,83,46,0,269,0,3,10,1
Volketswil,0,4,14,1,1,4,0,0,2,1
Wangen-Brüttisellen,0,13,29,2,0,4,0,0,4,1
Altikon,0,3,4,1,0,0,0,0,0,1
Brütten,0,5,3,1,0,0,0,0,1,1
Dägerlen,0,1,3,1,0,0,0,0,0,1
Dättlikon,0,0,3,3,0,0,0,0,0,1
Dinhard,0,5,6,1,0,0,0,0,1,1
Ellikon an der Thur,0,1,3,0,0,0,0,0,0,1
Elsau,0,13,20,18,0,0,0,0,8,1
Hagenbuch,0,1,1,0,0,0,0,0,0,1
Hettlingen,0,5,9,4,0,0,0,1,3,1
Neftenbach,0,3,26,11,0,0,0,0,1,1
Pfungen,0,7,19,4,0,9,0,0,1,1
Rickenbach (ZH),0,3,10,9,0,0,1,0,0,1
Schlatt (ZH),0,0,1,0,0,0,0,0,0,1
Seuzach,0,4,38,16,0,1,0,0,2,1
Turbenthal,0,15,56,10,0,0,0,1,5,1
Winterthur,0,76,625,558,0,2030,1,108,24,1
Zell (ZH),0,19,72,13,0,0,0,0,2,1
Aesch (ZH),0,3,4,3,0,0,0,0,0,1
Birmensdorf (ZH),0,6,13,6,0,0,0,0,3,1
Dietikon,0,9,118,35,0,104,0,5,10,1
Geroldswil,0,0,16,2,0,6,0,0,3,1
Oberengstringen,0,1,26,4,0,16,0,0,0,1
Oetwil an der Limmat,0,1,5,2,0,0,0,0,1,1
Schlieren,0,4,161,7,0,106,0,1,12,1
Uitikon,0,5,54,3,1,0,0,0,6,1
Unterengstringen,0,1,34,7,0,10,0,1,5,1
Urdorf,0,2,51,20,1,24,0,0,4,1
Weiningen (ZH),0,2,38,5,0,2,0,0,1,1
Zürich,1,132,2944,1064,26,5864,2,1046,2,1
Andelfingen,0,9,19,7,0,0,0,3,7,1
Stammheim,0,21,9,5,0,0,0,1,1,1
Wädenswil,0,15,113,22,1,112,0,0,24,1
Elgg,0,14,28,13,0,0,0,2,3,1
Horgen,0,13,146,51,8,95,0,16,12,1
Illnau-Effretikon,0,12,107,50,0,8,0,1,11,1
Bauma,1,12,19,4,1,0,0,0,5,1
Wiesendangen,0,7,47,18,0,1,0,2,4,1
Aarberg,0,5,69,16,0,5,0,4,5,2
Bargen (BE),0,2,20,3,0,1,0,0,1,2
Grossaffoltern,0,11,46,12,0,0,0,0,4,2
Kallnach,0,18,43,8,0,0,0,0,2,2
Kappelen,0,4,20,8,0,0,0,0,9,2
Lyss,0,24,176,47,1,32,0,2,16,2
Meikirch,0,9,21,9,0,0,0,0,2,2
Radelfingen,0,20,11,6,0,1,0,0,0,2
Rapperswil (BE),0,40,29,9,0,1,0,2,1,2
Schüpfen,0,16,28,12,0,0,0,34,4,2
Seedorf (BE),1,28,35,8,0,0,0,1,4,2
Aarwangen,1,19,88,12,0,1,0,0,3,2
Auswil,0,4,2,2,0,0,0,1,0,2
Bannwil,0,4,17,4,0,0,0,0,4,2
Bleienbach,0,9,11,3,0,0,0,0,1,2
Busswil bei Melchnau,0,7,2,0,0,0,0,0,0,2
Gondiswil,0,24,15,0,0,0,0,0,2,2
Langenthal,2,34,124,62,2,394,0,1,11,2
Lotzwil,0,13,17,3,0,86,0,0,4,2
Madiswil,0,47,58,14,0,3,0,2,8,2
Melchnau,0,19,23,11,0,0,0,18,5,2
Oeschenbach,0,10,2,0,0,0,0,0,1,2
Reisiswil,0,5,4,2,0,0,0,0,0,2
Roggwil (BE),0,29,156,33,0,0,0,1,7,2
Rohrbach,1,22,40,9,0,0,0,0,4,2
Rohrbachgraben,0,12,4,2,0,0,0,0,0,2
Rütschelen,0,12,14,5,0,1,0,1,4,2
Schwarzhäusern,0,5,12,2,0,0,0,0,3,2
Thunstetten,0,14,44,13,0,16,0,0,2,2
Ursenbach,0,17,12,2,0,0,0,0,2,2
Wynau,0,13,86,9,0,1,0,0,3,2
Bern,3,123,1860,326,0,2149,0,118,78,2
Bolligen,0,22,43,15,0,0,0,5,6,2
Bremgarten bei Bern,0,5,36,11,0,1,0,0,2,2
Kirchlindach,0,5,20,3,0,0,0,2,2,2
Köniz,1,120,559,319,2,241,0,4,48,2
Muri bei Bern,0,12,237,39,0,233,0,0,16,2
Oberbalm,0,14,9,3,0,0,0,0,1,2
Stettlen,0,2,25,9,0,0,0,0,1,2
Vechigen,0,27,32,4,1,0,0,1,1,2
Wohlen bei Bern,0,41,41,7,0,2,0,1,9,2
Zollikofen,0,8,91,21,0,35,0,5,6,2
Ittigen,0,6,61,4,0,32,0,1,5,2
Ostermundigen,0,6,150,27,1,87,0,0,4,2
Biel/Bienne,0,45,602,107,4,1053,0,4,25,2
Evilard,0,12,25,1,0,27,1,0,5,2
Arch,0,6,18,0,0,5,0,0,3,2
Büetigen,0,2,10,1,0,1,0,6,0,2
Büren an der Aare,0,7,61,9,0,6,0,1,1,2
Diessbach bei Büren,0,7,13,2,0,1,0,0,1,2
Dotzigen,0,5,17,5,0,0,0,1,2,2
Lengnau (BE),0,5,59,23,0,36,0,6,1,2
Leuzigen,0,8,25,4,0,1,0,0,1,2
Meienried,0,0,4,0,0,0,0,0,0,2
Meinisberg,0,4,25,1,0,0,0,1,0,2
Oberwil bei Büren,0,8,9,1,0,0,0,0,3,2
Pieterlen,0,5,81,16,0,0,0,6,7,2
Rüti bei Büren,0,7,16,3,0,1,0,0,1,2
Wengi,0,9,14,4,0,0,0,0,1,2
Aefligen,0,10,13,0,0,17,0,0,0,2
Alchenstorf,0,4,6,1,0,0,0,3,0,2
Bäriswil,0,3,2,1,0,0,0,0,0,2
Burgdorf,1,34,190,79,1,285,0,1,8,2
Ersigen,0,18,26,5,0,13,0,0,5,2
Hasle bei Burgdorf,1,37,50,14,0,0,0,0,5,2
Heimiswil,0,38,12,4,0,0,0,1,1,2
Hellsau,0,0,1,0,0,0,0,2,0,2
Hindelbank,0,9,26,2,1,0,0,1,2,2
Höchstetten,0,4,5,2,0,0,0,0,0,2
Kernenried,0,5,4,1,0,0,0,1,0,2
Kirchberg (BE),0,15,45,12,0,51,0,9,3,2
Koppigen,1,8,21,6,0,1,0,2,3,2
Krauchthal,0,17,30,5,0,0,0,3,3,2
Lyssach,0,6,23,1,0,1,0,2,2,2
Oberburg,0,12,44,5,0,40,0,1,1,2
Rüdtligen-Alchenflüh,0,5,13,0,0,5,0,0,2,2
Rumendingen,0,0,1,0,0,0,0,0,0,2
Rüti bei Lyssach,0,2,0,0,0,0,0,0,0,2
Willadingen,0,5,1,0,0,0,0,0,1,2
Wynigen,0,41,25,6,0,0,0,0,3,2
Corgémont,0,4,36,2,0,0,0,1,6,2
Cormoret,0,1,12,1,0,0,0,0,0,2
Cortébert,0,4,18,3,0,0,0,0,0,2
Courtelary,0,12,29,4,0,0,0,3,0,2
La Ferrière,0,2,8,0,0,0,0,0,1,2
Mont-Tramelan,0,1,0,0,0,0,0,0,0,2
Orvin,0,34,14,1,0,0,2,0,3,2
Renan (BE),0,7,6,0,0,0,0,5,0,2
Romont (BE),0,2,3,1,0,0,0,0,0,2
Saint-Imier,0,10,87,2,0,50,0,0,5,2
Sonceboz-Sombeval,0,2,33,4,0,0,0,0,0,2
Sonvilier,0,13,19,0,0,1,0,0,0,2
Tramelan,0,16,101,8,0,0,0,0,1,2
Villeret,0,6,33,2,0,0,0,2,0,2
Sauge,0,16,6,1,1,0,0,0,1,2
Péry-La Heutte,0,7,39,4,0,0,0,1,2,2
Brüttelen,0,4,18,6,0,0,0,0,1,2
Erlach,0,1,22,5,0,0,1,0,0,2
Finsterhennen,0,0,17,1,0,0,0,0,0,2
Gals,0,3,7,5,0,0,0,1,0,2
Gampelen,0,9,13,2,0,0,0,0,0,2
Ins,0,14,47,22,0,3,0,1,5,2
Lüscherz,0,5,12,8,0,0,4,0,3,2
Müntschemier,0,3,33,15,0,0,0,0,2,2
Siselen,0,9,22,9,0,0,0,0,2,2
Treiten,0,2,12,3,0,0,0,0,1,2
Tschugg,0,2,8,1,0,0,0,0,0,2
Vinelz,0,11,7,5,1,0,6,4,12,2
Bätterkinden,0,12,60,4,0,10,0,0,6,2
Deisswil bei Münchenbuchsee,0,0,0,0,0,0,0,0,0,2
Fraubrunnen,0,29,66,14,0,1,0,3,11,2
Jegenstorf,0,12,35,9,0,1,0,3,2,2
Iffwil,0,2,2,0,0,0,0,2,1,2
Mattstetten,0,5,9,0,0,0,0,0,0,2
Moosseedorf,0,5,18,4,0,4,0,0,4,2
Münchenbuchsee,0,19,53,8,0,1,0,5,2,2
Urtenen-Schönbühl,0,6,26,4,0,7,0,0,3,2
Utzenstorf,1,20,74,23,0,13,0,0,5,2
Wiggiswil,0,1,0,1,0,0,0,0,0,2
Wiler bei Utzenstorf,0,6,22,7,0,0,0,0,4,2
Zielebach,0,0,2,1,0,0,0,0,1,2
Zuzwil (BE),0,2,3,0,0,0,0,0,1,2
Adelboden,0,54,134,4,1,0,0,3,10,2
Aeschi bei Spiez,0,13,19,1,0,0,0,0,2,2
Frutigen,1,97,81,19,0,0,0,4,14,2
Kandergrund,0,42,22,1,0,0,0,0,1,2
Kandersteg,0,12,33,4,0,0,1,1,3,2
Krattigen,0,45,15,3,0,0,0,0,0,2
Reichenbach im Kandertal,0,81,27,10,0,0,0,0,8,2
Beatenberg,0,23,18,2,0,0,0,0,4,2
Bönigen,0,8,40,8,0,10,0,0,4,2
Brienz (BE),0,91,87,23,0,0,0,2,6,2
Brienzwiler,0,26,17,0,0,0,0,0,0,2
Därligen,0,4,11,0,0,0,0,0,0,2
Grindelwald,1,37,93,9,0,0,1,4,13,2
Gsteigwiler,0,7,5,0,1,0,1,0,1,2
Gündlischwand,0,3,6,1,0,0,0,0,1,2
Habkern,0,8,1,1,0,1,1,0,1,2
Hofstetten bei Brienz,0,5,14,1,0,0,4,0,1,2
Interlaken,0,15,71,11,1,36,1,1,6,2
Iseltwald,0,15,7,1,0,0,0,0,0,2
Lauterbrunnen,0,40,137,10,1,0,0,0,25,2
Leissigen,0,33,13,3,0,0,1,0,1,2
Lütschental,0,2,2,0,0,0,0,0,0,2
Matten bei Interlaken,0,8,39,3,0,18,0,1,3,2
Niederried bei Interlaken,1,7,7,3,0,0,0,0,1,2
Oberried am Brienzersee,0,11,10,6,0,0,0,0,2,2
Ringgenberg (BE),1,66,71,18,0,0,3,2,7,2
Saxeten,0,7,0,0,0,0,5,0,0,2
Schwanden bei Brienz,0,8,14,1,0,0,0,0,0,2
Unterseen,0,15,55,14,0,24,0,2,5,2
Wilderswil,0,8,29,5,0,0,0,0,1,2
Arni (BE),0,19,8,5,0,0,0,0,1,2
Biglen,1,13,41,2,0,0,0,0,2,2
Bowil,0,14,11,1,0,0,0,2,1,2
Brenzikofen,0,3,5,1,0,0,0,0,0,2
Freimettigen,0,2,1,3,0,0,0,0,0,2
Grosshöchstetten,0,19,57,13,0,0,0,0,8,2
Häutligen,0,4,1,0,0,0,0,0,0,2
Herbligen,0,4,7,2,0,0,0,1,0,2
Kiesen,0,5,12,0,0,0,0,0,2,2
Konolfingen,1,26,113,22,0,1,0,0,10,2
Landiswil,2,15,4,3,0,0,0,1,0,2
Linden,0,12,10,4,0,0,0,0,1,2
Mirchel,0,4,4,1,0,0,0,1,0,2
Münsingen,0,22,154,60,0,2,0,9,8,2
Niederhünigen,0,10,8,2,0,0,0,0,0,2
Oberdiessbach,0,18,43,12,0,0,0,2,7,2
Oberthal,0,18,6,1,0,0,0,0,4,2
Oppligen,0,6,7,0,0,0,0,0,0,2
Rubigen,0,9,28,1,0,0,0,0,1,2
Walkringen,0,30,24,1,0,1,0,0,0,2
Worb,0,48,132,40,0,1,1,16,5,2
Zäziwil,1,9,13,2,0,0,0,0,3,2
Oberhünigen,0,5,4,1,0,0,0,0,1,2
Allmendingen,0,3,9,1,0,0,0,0,0,2
Wichtrach,0,9,38,13,0,0,0,0,3,2
Ferenbalm,0,10,27,2,1,0,0,0,2,2
Frauenkappelen,0,4,6,0,0,0,0,0,1,2
Gurbrü,0,4,6,1,0,0,0,0,0,2
Kriechenwil,0,7,4,1,0,0,0,0,0,2
Laupen,0,4,57,9,0,0,0,1,4,2
Mühleberg,0,20,43,7,1,0,0,0,9,2
Münchenwiler,0,0,3,0,0,0,0,0,0,2
Neuenegg,0,34,82,17,0,4,0,0,6,2
Wileroltigen,0,7,3,0,0,0,0,0,1,2
Belprahon,0,1,3,0,0,0,0,0,0,2
Champoz,0,3,1,0,0,0,0,0,0,2
Corcelles (BE),0,2,3,1,0,0,0,0,1,2
Court,0,5,38,0,0,0,0,0,0,2
Crémines,0,3,5,1,0,0,0,0,1,2
Eschert,0,6,5,0,0,0,0,0,0,2
Grandval,0,7,2,0,0,0,0,0,0,2
Loveresse,0,3,6,0,0,0,0,0,2,2
Perrefitte,0,2,4,1,0,0,0,0,0,2
Reconvilier,0,2,75,6,0,0,0,9,2,2
Roches (BE),0,1,2,2,0,0,0,0,0,2
Saicourt,0,7,14,1,0,0,0,0,1,2
Saules (BE),0,4,4,0,0,0,0,0,0,2
Schelten,0,1,0,0,0,0,0,0,0,2
Seehof,0,1,0,0,0,0,0,0,0,2
Sorvilier,0,3,13,1,0,0,0,1,0,2
Tavannes,0,15,119,11,1,1,0,0,5,2
Rebévelier,0,2,2,0,0,0,0,0,0,2
Petit-Val,0,11,6,0,0,0,0,0,0,2
Valbirse,0,10,63,5,0,0,0,0,2,2
La Neuveville,0,1,47,8,1,2,1,0,1,2
Nods,0,3,3,0,0,0,0,0,0,2
Plateau de Diesse,1,16,18,2,0,0,0,0,1,2
Aegerten,0,2,25,2,0,0,0,0,0,2
Bellmund,0,3,12,2,0,0,0,0,2,2
Brügg,0,2,56,11,0,0,0,0,6,2
Bühl,0,2,8,0,0,0,0,0,2,2
Epsach,0,3,3,1,0,0,0,0,1,2
Hagneck,0,0,1,2,0,0,0,0,2,2
Hermrigen,0,4,12,1,0,0,0,0,0,2
Jens,0,4,2,3,0,0,0,0,0,2
Ipsach,0,3,10,1,0,4,0,0,1,2
Ligerz,0,2,7,1,0,0,0,0,0,2
Merzligen,0,1,4,1,0,0,0,0,0,2
Mörigen,0,6,9,2,0,0,0,0,1,2
Nidau,1,5,64,8,0,66,0,8,2,2
Orpund,0,2,30,6,0,3,0,0,0,2
Port,0,0,20,6,0,0,0,2,2,2
Safnern,0,1,31,2,0,3,0,0,0,2
Scheuren,0,0,13,0,0,0,0,0,0,2
Schwadernau,0,0,9,1,0,0,0,3,0,2
Studen (BE),0,2,23,5,0,0,0,0,1,2
Sutz-Lattrigen,0,10,11,4,0,0,0,0,15,2
Täuffelen,0,5,48,25,0,1,0,0,6,2
Walperswil,0,5,9,7,0,1,0,0,1,2
Worben,0,6,17,12,0,0,0,1,1,2
Twann-Tüscherz,0,15,22,7,1,1,4,0,7,2
Därstetten,0,12,7,3,0,0,0,0,2,2
Diemtigen,0,47,37,4,0,0,0,2,2,2
Erlenbach im Simmental,0,22,23,2,0,0,0,3,7,2
Oberwil im Simmental,0,8,14,3,0,0,0,0,1,2
Reutigen,1,10,24,1,0,0,0,4,0,2
Spiez,0,56,255,71,0,0,0,5,37,2
Wimmis,0,21,22,6,0,0,0,22,3,2
Stocken-Höfen,0,17,12,2,0,0,0,0,0,2
Guttannen,0,5,2,1,0,0,0,0,1,2
Hasliberg,1,31,14,3,0,0,1,0,0,2
Innertkirchen,1,47,16,7,0,1,3,1,14,2
Meiringen,0,41,79,13,0,0,0,5,1,2
Schattenhalb,0,5,11,1,0,0,0,0,0,2
Boltigen,0,17,12,0,0,0,0,0,1,2
Lenk,0,45,42,8,0,0,2,0,6,2
St. Stephan,0,32,8,0,0,0,0,0,2,2
Zweisimmen,0,32,20,7,0,0,0,8,6,2
Gsteig,0,7,5,0,0,1,0,0,1,2
Lauenen,1,14,3,0,0,0,0,0,1,2
Saanen,0,42,121,4,0,3,0,6,7,2
Guggisberg,0,47,13,0,0,0,0,2,6,2
Rüschegg,0,31,24,19,0,1,0,4,6,2
Schwarzenburg,0,114,70,36,0,0,0,21,4,2
Belp,0,29,94,23,0,1,0,1,3,2
Burgistein,0,10,13,1,0,0,0,0,1,2
Gerzensee,0,9,15,1,0,0,0,0,1,2
Gurzelen,0,12,15,2,0,0,0,1,1,2
Jaberg,0,2,3,1,0,0,0,0,0,2
Kaufdorf,0,3,10,1,0,0,0,0,2,2
Kehrsatz,0,4,22,2,0,0,0,0,2,2
Kirchdorf (BE),0,21,21,5,0,0,0,0,0,2
Niedermuhlern,0,11,12,1,0,0,0,0,1,2
Riggisberg,0,29,40,8,0,0,0,4,1,2
Rüeggisberg,1,55,10,7,0,0,0,0,1,2
Seftigen,0,8,14,6,0,1,0,3,2,2
Toffen,0,8,20,5,0,0,0,0,2,2
Uttigen,0,12,32,4,0,0,0,0,2,2
Wattenwil,0,37,32,6,0,0,0,1,2,2
Wald (BE),0,15,8,2,0,0,0,3,2,2
Thurnen,0,9,29,6,0,0,0,0,2,2
Eggiwil,0,60,15,3,0,0,0,0,0,2
Langnau im Emmental,1,116,150,30,0,0,0,2,18,2
Lauperswil,0,55,38,9,0,0,0,2,5,2
Röthenbach im Emmental,0,29,8,1,0,0,0,0,1,2
Rüderswil,0,28,30,3,2,0,0,0,4,2
Schangnau,0,25,6,1,0,0,0,3,1,2
Signau,0,29,31,2,0,0,0,0,2,2
Trub,1,34,8,0,0,0,0,0,1,2
Trubschachen,0,21,21,4,1,0,0,0,5,2
Amsoldingen,0,11,13,2,0,1,0,0,0,2
Blumenstein,0,9,26,4,0,0,0,1,0,2
Buchholterberg,0,16,21,9,0,0,0,0,3,2
Eriz,0,14,4,0,0,0,0,0,0,2
Fahrni,0,16,5,2,0,0,0,0,0,2
Heiligenschwendi,0,4,12,0,0,0,0,4,1,2
Heimberg,1,5,47,10,0,2,0,1,7,2
Hilterfingen,0,6,100,29,1,72,1,0,12,2
Homberg,0,13,2,0,0,0,0,0,0,2
Horrenbach-Buchen,0,12,2,0,0,0,0,0,1,2
Oberhofen am Thunersee,0,14,49,6,0,26,3,0,7,2
Oberlangenegg,0,8,5,2,0,1,0,0,1,2
Pohlern,0,2,1,2,0,0,0,0,1,2
Sigriswil,0,59,96,33,9,0,1,2,11,2
Steffisburg,2,38,215,52,0,170,0,6,19,2
Teuffenthal (BE),0,4,2,0,0,0,1,0,0,2
Thierachern,0,12,22,4,0,0,0,0,1,2
Thun,0,48,602,95,0,624,2,12,45,2
Uebeschi,0,10,6,1,0,1,0,0,0,2
Uetendorf,0,16,54,17,0,1,0,3,2,2
Unterlangenegg,0,15,11,1,0,0,0,0,3,2
Wachseldorn,0,8,0,0,0,0,0,0,0,2
Forst-Längenbühl,0,7,7,1,0,2,0,0,0,2
Affoltern im Emmental,1,17,17,4,1,0,0,0,1,2
Dürrenroth,1,27,8,2,0,1,0,0,3,2
Eriswil,0,26,22,3,0,0,0,0,1,2
Huttwil,0,35,113,46,0,0,0,17,2,2
Lützelflüh,1,51,84,14,0,1,0,5,4,2
Rüegsau,0,33,49,14,0,2,0,0,10,2
Sumiswald,0,89,47,3,0,1,0,42,6,2
Trachselwald,0,25,5,0,0,0,0,1,2,2
Walterswil (BE),0,14,6,3,0,0,0,0,1,2
Wyssachen,0,25,21,3,0,0,0,0,2,2
Attiswil,0,4,32,6,0,0,0,0,2,2
Berken,0,2,2,0,0,0,0,0,1,2
Bettenhausen,0,1,6,1,0,5,0,1,2,2
Farnern,0,3,2,0,0,0,0,0,0,2
Graben,0,3,4,1,0,0,0,0,0,2
Heimenhausen,0,2,12,3,0,1,0,0,0,2
Herzogenbuchsee,0,13,76,34,0,73,0,0,12,2
Inkwil,0,6,13,6,0,0,0,0,1,2
Niederbipp,0,16,109,14,0,4,0,3,6,2
Niederönz,0,6,8,11,0,7,0,0,1,2
Oberbipp,0,1,23,4,1,1,0,0,2,2
Ochlenberg,0,24,3,2,0,0,0,0,2,2
Rumisberg,0,4,8,1,0,0,0,0,1,2
Seeberg,0,12,22,0,0,0,0,1,3,2
Thörigen,0,3,13,4,0,0,0,0,2,2
Walliswil bei Niederbipp,0,2,7,2,0,0,0,0,1,2
Walliswil bei Wangen,0,9,15,2,0,0,0,0,1,2
Wangen an der Aare,0,3,48,16,0,0,0,3,9,2
Wiedlisbach,0,3,44,11,0,0,1,0,5,2
Doppleschwand,0,4,4,1,0,0,0,0,0,3
Entlebuch,0,45,38,10,5,0,0,4,3,3
Flühli,0,46,15,3,0,0,1,0,3,3
Hasle (LU),0,24,9,11,0,0,0,2,1,3
Romoos,0,25,1,2,2,0,0,2,3,3
Schüpfheim,0,39,31,14,0,0,0,2,5,3
Werthenstein,0,24,18,5,0,0,0,1,3,3
Escholzmatt-Marbach,0,73,31,8,1,0,0,6,6,3
Aesch (LU),0,3,6,4,0,0,1,0,2,3
Ballwil,0,6,12,6,0,0,0,1,0,3
Emmen,2,17,230,46,0,20,0,33,14,3
Ermensee,0,3,3,2,0,0,0,2,2,3
Eschenbach (LU),0,10,18,4,0,2,0,0,0,3
Hitzkirch,0,58,50,36,3,0,0,13,8,3
Hochdorf,0,15,57,16,0,0,0,2,6,3
Hohenrain,0,68,29,6,2,0,0,1,6,3
