,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Kloten,0,0,33,32,5,4,0,9,6,1
Lufingen,0,0,18,1,0,0,0,0,1,1
Nürensdorf,0,7,47,15,0,0,0,1,1,1
Oberembrach,0,3,20,15,0,0,0,0,0,1
Opfikon,0,5,18,23,1,21,0,0,1,1
Rafz,0,6,21,28,0,0,0,1,0,1
Rorbas,0,0,60,7,0,0,0,0,6,1
Wallisellen,0,10,5,12,0,93,1,7,4,1
Wasterkingen,0,0,5,7,0,0,0,0,5,1
Wil (ZH),0,3,9,10,0,0,0,1,2,1
Winkel,0,2,34,24,0,0,0,0,4,1
Bachs,0,2,4,2,0,0,0,0,0,1
Boppelsen,0,2,4,2,0,0,0,0,0,1
Buchs (ZH),0,3,63,14,0,0,0,0,2,1
Dällikon,1,2,12,10,0,2,0,0,1,1
Dänikon,0,0,54,20,0,0,0,0,11,1
Dielsdorf,0,5,24,20,0,1,0,0,4,1
Hüttikon,0,2,10,4,0,0,0,0,2,1
Neerach,1,2,30,10,0,0,0,0,3,1
Niederglatt,0,1,23,15,1,0,0,0,0,1
Niederhasli,0,0,77,16,1,0,0,0,23,1
Niederweningen,0,0,10,13,0,0,0,1,1,1
Oberglatt,0,1,21,19,0,0,0,0,3,1
Oberweningen,0,2,93,8,0,1,0,0,1,1
Otelfingen,0,1,8,2,0,0,0,0,2,1
Regensberg,0,1,1,0,0,0,0,0,0,1
Regensdorf,0,3,93,14,0,37,0,0,8,1
Rümlang,0,0,11,8,0,50,0,2,1,1
Schleinikon,0,1,10,14,0,0,0,0,1,1
Schöfflisdorf,0,0,45,6,0,0,0,0,2,1
Stadel,0,0,11,4,0,0,0,0,0,1
Steinmaur,0,1,12,8,0,0,0,0,2,1
Weiach,0,1,12,3,0,0,0,0,0,1
Bäretswil,0,6,21,8,0,0,0,0,0,1
Bubikon,1,4,90,14,0,0,0,0,1,1
Dürnten,0,1,56,12,0,34,0,0,1,1
Fischenthal,0,4,23,6,0,0,0,0,0,1
Gossau (ZH),0,4,57,18,0,2,0,0,2,1
Grüningen,0,4,29,50,0,0,0,1,3,1
Hinwil,0,5,36,47,0,3,0,4,10,1
Rüti (ZH),0,1,61,26,0,55,0,2,3,1
Seegräben,0,1,1,6,0,0,0,0,0,1
Wald (ZH),0,20,47,23,1,0,0,0,5,1
Wetzikon (ZH),0,7,22,11,0,61,0,1,1,1
Adliswil,0,0,14,11,0,49,0,0,5,1
Kilchberg (ZH),0,0,24,9,0,7,0,2,1,1
Langnau am Albis,0,1,43,7,0,5,0,0,0,1
Oberrieden,0,0,5,4,0,41,0,0,0,1
Richterswil,0,1,91,43,0,45,0,2,6,1
Rüschlikon,0,0,13,12,0,6,0,0,0,1
Thalwil,0,1,10,16,0,115,0,3,1,1
Erlenbach (ZH),0,0,26,7,0,15,0,0,0,1
Herrliberg,0,1,19,25,0,14,0,0,1,1
Hombrechtikon,0,5,69,13,0,0,0,2,7,1
Küsnacht (ZH),0,0,21,13,0,50,0,1,2,1
Männedorf,0,1,20,4,1,28,0,1,0,1
Meilen,0,0,24,15,0,27,0,1,1,1
Oetwil am See,1,1,39,7,0,0,0,0,1,1
Stäfa,0,0,25,10,0,56,0,1,2,1
Uetikon am See,1,1,29,15,0,9,0,0,0,1
Zumikon,0,2,47,6,0,0,0,0,3,1
Zollikon,0,0,34,2,3,14,0,0,0,1
Fehraltorf,0,0,53,56,0,1,0,2,0,1
Hittnau,0,7,79,28,1,0,0,0,3,1
Lindau,1,1,31,24,0,0,0,0,0,1
Pfäffikon,1,3,42,47,0,0,0,0,2,1
Russikon,1,4,60,8,0,0,0,1,1,1
Weisslingen,0,6,75,49,0,1,0,2,4,1
Wila,0,11,26,12,0,0,0,0,0,1
Wildberg,0,2,15,1,0,0,0,0,0,1
Dübendorf,0,5,25,21,0,116,0,1,1,1
Egg,0,5,85,26,0,0,0,0,2,1
Fällanden,0,0,42,12,0,24,0,1,0,1
Greifensee,0,0,44,11,0,2,0,5,0,1
Maur,0,2,92,21,0,0,0,1,4,1
Mönchaltorf,0,3,24,27,0,1,0,0,0,1
Schwerzenbach,0,0,29,14,7,50,0,0,0,1
Uster,0,4,22,36,0,171,0,1,0,1
Volketswil,0,4,67,17,0,151,0,4,3,1
Wangen-Brüttisellen,0,2,89,16,0,5,0,0,1,1
Altikon,0,2,3,1,0,0,0,0,0,1
Brütten,0,0,13,35,0,0,0,0,2,1
Dägerlen,0,3,16,8,0,0,0,0,2,1
Dättlikon,0,0,6,0,0,0,0,0,0,1
Dinhard,0,8,31,12,0,0,0,0,0,1
Ellikon an der Thur,0,2,16,4,0,0,0,0,3,1
Elsau,0,3,12,8,0,0,0,0,9,1
Hagenbuch,0,2,10,4,0,0,0,0,2,1
Hettlingen,0,1,19,11,0,0,0,0,0,1
Neftenbach,1,6,138,75,0,0,0,1,6,1
Pfungen,0,4,39,10,0,2,0,0,0,1
Rickenbach (ZH),0,5,36,18,0,0,0,0,1,1
Schlatt (ZH),0,4,6,5,0,0,0,0,0,1
Seuzach,0,1,46,27,0,5,0,6,0,1
Turbenthal,0,3,43,18,0,0,0,4,1,1
Winterthur,0,10,151,235,0,314,0,57,11,1
Zell (ZH),0,4,23,9,0,0,0,1,1,1
Aesch (ZH),0,5,9,7,0,0,0,0,0,1
Birmensdorf (ZH),0,3,53,3,0,0,0,0,1,1
Dietikon,0,1,38,7,0,42,0,7,0,1
Geroldswil,0,0,127,26,0,13,0,1,6,1
Oberengstringen,0,0,7,5,0,4,0,0,0,1
Oetwil an der Limmat,0,0,25,9,0,0,0,0,0,1
Schlieren,0,1,18,3,0,37,0,1,0,1
Uitikon,0,2,37,9,2,0,0,0,0,1
Unterengstringen,0,0,14,12,0,15,0,14,0,1
Urdorf,0,0,5,18,3,33,0,2,0,1
Weiningen (ZH),0,0,41,13,0,11,0,0,4,1
Zürich,0,3,61,18,0,350,0,66,0,1
Andelfingen,0,5,10,7,0,1,0,1,4,1
Stammheim,0,9,27,20,0,0,0,15,1,1
Wädenswil,3,7,54,32,6,100,0,0,33,1
Elgg,0,3,28,25,1,0,0,4,0,1
Horgen,0,1,32,19,4,18,0,2,3,1
Illnau-Effretikon,0,1,27,34,0,32,0,1,3,1
Bauma,2,8,76,34,0,1,0,0,1,1
Wiesendangen,0,5,65,33,0,5,0,1,3,1
Aarberg,0,0,32,9,0,4,0,1,2,2
Bargen (BE),0,3,23,7,0,0,0,0,0,2
Grossaffoltern,0,7,42,19,0,0,0,0,1,2
Kallnach,0,4,12,12,0,0,0,0,2,2
Kappelen,0,2,10,3,0,0,0,0,2,2
Lyss,2,5,85,32,0,25,0,2,23,2
Meikirch,0,7,40,9,0,0,0,0,2,2
Radelfingen,0,12,6,6,0,1,0,0,3,2
Rapperswil (BE),0,9,25,8,0,0,0,0,2,2
Schüpfen,0,10,15,23,0,0,0,29,8,2
Seedorf (BE),0,15,37,34,0,0,0,1,1,2
Aarwangen,0,3,57,18,0,2,0,1,3,2
Auswil,0,3,4,6,0,0,0,0,3,2
Bannwil,0,1,9,4,0,0,0,0,0,2
Bleienbach,0,0,8,5,0,0,0,0,1,2
Busswil bei Melchnau,0,1,0,3,0,0,0,0,1,2
Gondiswil,0,5,2,1,0,0,0,0,1,2
Langenthal,1,4,16,18,0,104,0,0,2,2
Lotzwil,0,0,1,2,0,20,0,0,2,2
Madiswil,0,11,13,14,0,4,0,0,11,2
Melchnau,0,2,8,4,0,1,0,11,2,2
Oeschenbach,0,3,0,0,0,0,0,1,0,2
Reisiswil,0,1,1,0,0,0,0,0,0,2
Roggwil (BE),0,5,45,7,0,0,0,0,5,2
Rohrbach,0,0,6,10,0,0,0,0,2,2
Rohrbachgraben,0,5,1,2,0,0,0,0,1,2
Rütschelen,0,5,2,1,0,0,0,0,1,2
Schwarzhäusern,0,1,9,3,0,0,0,0,2,2
Thunstetten,1,2,45,19,0,4,0,0,4,2
Ursenbach,0,5,3,1,0,0,0,0,1,2
Wynau,0,0,11,6,0,0,0,0,1,2
Bern,0,1,100,20,1,115,0,23,15,2
Bolligen,0,1,22,25,0,0,0,11,6,2
Bremgarten bei Bern,0,0,10,10,0,23,0,8,8,2
Kirchlindach,0,3,24,5,0,0,0,6,7,2
Köniz,0,14,145,135,0,47,0,21,32,2
Muri bei Bern,1,2,27,13,0,69,0,1,8,2
Oberbalm,0,1,4,1,0,0,0,0,0,2
Stettlen,0,2,9,23,0,2,0,0,13,2
Vechigen,1,30,34,14,0,0,0,0,2,2
Wohlen bei Bern,0,14,55,78,0,7,0,15,19,2
Zollikofen,0,0,20,9,0,80,0,11,4,2
Ittigen,0,2,12,6,0,16,0,1,1,2
Ostermundigen,0,0,34,8,0,13,0,0,0,2
Biel/Bienne,0,2,16,7,0,182,0,0,12,2
Evilard,0,1,5,3,0,42,1,0,2,2
Arch,0,2,24,3,0,15,0,0,6,2
Büetigen,0,2,10,3,0,0,0,5,0,2
Büren an der Aare,0,1,24,13,0,7,0,2,15,2
Diessbach bei Büren,0,2,13,0,0,0,0,0,1,2
Dotzigen,0,0,33,14,0,1,0,1,2,2
Lengnau (BE),0,1,15,14,0,57,0,2,5,2
Leuzigen,0,1,15,4,0,2,0,0,0,2
Meienried,0,0,1,0,0,0,0,0,0,2
Meinisberg,0,1,28,9,0,0,0,0,2,2
Oberwil bei Büren,0,1,6,7,0,0,0,0,5,2
Pieterlen,0,1,33,15,0,0,0,3,12,2
Rüti bei Büren,0,1,7,6,0,0,0,0,1,2
Wengi,2,3,10,8,0,0,0,0,0,2
Aefligen,0,0,5,3,0,14,0,0,0,2
Alchenstorf,1,3,1,4,0,0,0,0,0,2
Bäriswil,0,0,8,7,0,0,0,1,1,2
Burgdorf,1,0,8,11,1,30,0,0,1,2
Ersigen,0,8,14,4,0,1,0,0,3,2
Hasle bei Burgdorf,0,14,20,14,0,0,0,0,0,2
Heimiswil,0,6,2,0,0,0,0,1,0,2
Hellsau,0,1,2,1,0,0,0,1,0,2
Hindelbank,0,0,7,5,0,1,0,0,7,2
Höchstetten,0,2,2,0,0,0,0,0,1,2
Kernenried,0,0,6,3,0,0,0,0,1,2
Kirchberg (BE),0,3,26,15,0,27,0,0,3,2
Koppigen,0,4,18,7,0,1,0,0,0,2
Krauchthal,0,5,25,15,0,0,0,1,1,2
Lyssach,0,1,9,4,0,15,0,0,0,2
Oberburg,0,5,5,7,0,11,0,0,1,2
Rüdtligen-Alchenflüh,0,1,3,1,0,10,0,0,0,2
Rumendingen,0,1,0,0,0,0,0,0,0,2
Rüti bei Lyssach,0,0,2,2,0,0,0,0,0,2
Willadingen,0,1,4,1,0,0,0,0,0,2
Wynigen,0,11,9,14,0,0,0,0,0,2
Corgémont,0,4,16,4,0,0,0,1,3,2
Cormoret,0,0,6,1,0,0,0,0,3,2
Cortébert,0,1,8,0,0,0,0,0,1,2
Courtelary,0,2,12,2,0,0,0,1,0,2
La Ferrière,0,2,5,1,0,0,0,0,1,2
Mont-Tramelan,0,0,1,0,0,0,0,0,0,2
Orvin,0,3,8,13,0,0,0,1,0,2
Renan (BE),0,1,4,5,0,0,0,1,1,2
Romont (BE),0,0,4,2,0,0,0,0,0,2
Saint-Imier,0,1,11,4,0,20,0,0,8,2
Sonceboz-Sombeval,0,4,41,3,0,0,0,0,1,2
Sonvilier,0,4,13,2,0,0,0,0,0,2
Tramelan,0,3,24,1,0,0,0,0,0,2
Villeret,0,0,9,1,0,0,0,0,0,2
Sauge,0,10,7,5,0,0,0,0,4,2
Péry-La Heutte,0,1,12,1,0,0,0,0,7,2
Brüttelen,0,0,6,2,0,0,0,0,0,2
Erlach,0,1,8,2,0,0,0,0,1,2
Finsterhennen,0,2,8,3,0,0,0,0,0,2
Gals,0,1,3,3,0,0,0,0,0,2
Gampelen,0,0,7,1,0,0,0,0,0,2
Ins,0,3,14,8,0,5,0,0,1,2
Lüscherz,0,1,6,3,0,0,1,0,3,2
Müntschemier,0,0,11,8,0,0,0,0,3,2
Siselen,0,2,7,3,0,0,0,0,0,2
Treiten,0,2,5,4,0,0,0,0,2,2
Tschugg,0,2,10,3,0,0,0,0,0,2
Vinelz,0,0,12,7,0,0,0,3,1,2
Bätterkinden,0,7,32,32,0,3,0,0,7,2
Deisswil bei Münchenbuchsee,0,1,0,0,0,0,0,0,0,2
Fraubrunnen,0,14,45,14,0,0,0,0,2,2
Jegenstorf,0,6,36,16,0,0,0,4,2,2
Iffwil,0,2,1,3,0,0,0,1,0,2
Mattstetten,0,0,4,3,0,0,0,0,0,2
Moosseedorf,0,0,13,5,0,59,0,0,2,2
Münchenbuchsee,0,1,55,6,0,0,0,6,0,2
Urtenen-Schönbühl,0,2,10,5,0,5,0,5,0,2
Utzenstorf,0,3,14,25,0,2,0,1,0,2
Wiggiswil,0,2,1,0,0,0,0,0,0,2
Wiler bei Utzenstorf,1,1,6,5,0,0,0,0,1,2
Zielebach,0,0,8,0,0,0,0,0,3,2
Zuzwil (BE),0,0,4,2,0,0,0,0,0,2
Adelboden,0,19,42,1,0,0,0,0,2,2
Aeschi bei Spiez,0,9,26,5,0,0,0,0,2,2
Frutigen,0,32,41,20,0,0,0,2,5,2
Kandergrund,0,8,10,0,0,0,0,0,1,2
Kandersteg,0,5,27,2,0,0,0,0,2,2
Krattigen,2,4,17,4,0,0,0,0,2,2
Reichenbach im Kandertal,0,30,31,7,1,0,0,0,13,2
Beatenberg,0,3,21,2,0,0,0,0,3,2
Bönigen,0,3,18,17,0,5,0,0,3,2
Brienz (BE),0,38,34,15,0,1,0,4,18,2
Brienzwiler,0,4,10,3,0,0,0,0,0,2
Därligen,0,1,3,4,0,0,0,0,2,2
Grindelwald,0,12,68,7,0,0,0,6,14,2
Gsteigwiler,0,5,6,3,0,0,0,0,0,2
Gündlischwand,0,2,4,1,0,0,0,0,1,2
Habkern,0,6,4,1,0,0,0,0,0,2
Hofstetten bei Brienz,0,3,3,1,0,1,0,1,0,2
Interlaken,0,2,21,7,0,2,0,1,5,2
Iseltwald,0,6,8,0,0,0,0,0,3,2
Lauterbrunnen,0,5,41,4,0,0,0,0,7,2
Leissigen,0,8,13,6,0,0,0,0,0,2
Lütschental,0,2,1,1,0,0,0,0,0,2
Matten bei Interlaken,0,3,26,1,0,10,0,3,1,2
Niederried bei Interlaken,0,2,10,4,0,0,0,0,3,2
Oberried am Brienzersee,0,5,21,0,0,0,0,0,1,2
Ringgenberg (BE),0,1,25,14,0,0,0,0,3,2
Saxeten,0,2,2,0,0,0,0,0,0,2
Schwanden bei Brienz,0,7,10,0,0,0,0,0,0,2
Unterseen,0,3,18,13,0,10,0,6,7,2
Wilderswil,1,3,21,8,0,0,0,0,5,2
Arni (BE),1,6,2,1,0,0,0,0,1,2
Biglen,0,2,22,3,0,1,0,0,0,2
Bowil,0,12,9,2,0,0,0,0,0,2
Brenzikofen,0,0,7,3,0,0,0,0,0,2
Freimettigen,0,1,3,0,0,0,0,0,0,2
Grosshöchstetten,0,4,28,9,0,0,0,0,2,2
Häutligen,0,1,0,0,0,0,0,0,0,2
Herbligen,0,0,11,4,0,0,0,0,0,2
Kiesen,0,1,0,2,0,0,0,0,0,2
Konolfingen,0,6,19,19,0,0,0,0,3,2
Landiswil,1,3,2,0,0,0,0,0,3,2
Linden,0,4,7,6,0,0,0,3,0,2
Mirchel,0,5,3,4,1,0,0,0,1,2
Münsingen,0,1,41,80,0,0,0,3,7,2
Niederhünigen,0,2,6,2,0,0,0,0,0,2
Oberdiessbach,0,3,18,17,0,1,0,0,4,2
Oberthal,1,7,1,3,0,0,0,0,0,2
Oppligen,0,0,2,1,0,0,0,0,0,2
Rubigen,0,2,11,15,0,0,0,0,1,2
Walkringen,0,10,15,3,0,0,0,1,3,2
Worb,0,6,80,40,0,0,0,6,9,2
Zäziwil,0,3,18,4,0,0,0,0,2,2
Oberhünigen,0,5,0,9,0,0,0,0,1,2
Allmendingen,0,0,6,7,0,0,0,0,3,2
Wichtrach,0,5,19,27,0,0,0,0,2,2
Ferenbalm,0,5,3,4,0,0,0,0,4,2
Frauenkappelen,0,1,9,5,0,0,0,0,15,2
Gurbrü,0,1,2,1,0,0,0,0,0,2
Kriechenwil,0,0,3,0,0,0,0,0,1,2
Laupen,0,0,21,23,0,0,0,1,3,2
Mühleberg,0,2,12,3,0,0,0,2,4,2
Münchenwiler,0,2,5,3,0,0,0,0,1,2
Neuenegg,0,6,23,19,0,0,1,0,6,2
Wileroltigen,0,2,3,1,0,0,0,0,1,2
Belprahon,0,0,3,3,0,0,0,0,1,2
Champoz,0,1,4,1,0,0,0,0,0,2
Corcelles (BE),0,1,2,1,0,0,0,0,0,2
Court,0,1,18,1,0,0,0,0,3,2
Crémines,0,0,4,0,0,0,0,0,0,2
Eschert,0,1,11,1,0,0,0,0,1,2
Grandval,0,0,5,0,0,0,0,0,0,2
Loveresse,0,2,13,1,0,0,0,0,1,2
Perrefitte,0,1,5,0,0,0,0,0,0,2
Reconvilier,0,3,15,2,0,0,0,2,0,2
Roches (BE),0,1,0,0,0,0,0,0,0,2
Saicourt,0,1,8,2,0,0,0,0,0,2
Saules (BE),0,2,0,1,0,0,0,0,1,2
Schelten,0,0,0,0,0,0,0,0,0,2
Seehof,0,3,0,0,0,0,0,0,0,2
Sorvilier,0,1,3,1,0,0,0,0,1,2
Tavannes,0,2,26,2,0,0,0,0,2,2
Rebévelier,0,0,0,0,0,0,0,0,0,2
Petit-Val,0,5,3,0,0,0,0,0,0,2
Valbirse,0,5,60,11,0,0,0,0,6,2
La Neuveville,0,0,18,9,0,0,0,0,1,2
Nods,0,1,5,1,0,0,0,0,3,2
Plateau de Diesse,0,5,40,17,0,0,0,0,3,2
Aegerten,0,0,20,18,0,0,0,0,6,2
Bellmund,0,9,37,17,0,0,0,0,1,2
Brügg,0,1,20,6,0,0,0,0,7,2
Bühl,0,2,4,3,0,0,0,0,1,2
Epsach,0,0,9,0,0,0,0,0,0,2
Hagneck,0,2,5,1,0,0,0,0,3,2
Hermrigen,0,0,8,0,0,0,0,0,1,2
Jens,0,2,11,3,1,0,0,0,3,2
Ipsach,0,1,43,17,0,11,0,0,4,2
Ligerz,0,1,3,4,0,0,0,2,0,2
Merzligen,0,0,2,4,0,0,0,0,2,2
Mörigen,0,0,12,3,0,0,0,0,2,2
Nidau,0,0,2,3,0,21,0,0,6,2
Orpund,0,0,36,17,0,1,0,0,0,2
Port,0,3,27,19,0,5,0,31,6,2
Safnern,1,1,29,10,0,0,0,0,4,2
Scheuren,0,0,18,3,0,0,0,0,0,2
Schwadernau,0,1,14,4,0,0,0,0,3,2
Studen (BE),0,1,32,8,0,0,0,2,22,2
Sutz-Lattrigen,0,0,11,2,0,0,0,0,3,2
Täuffelen,0,0,42,20,0,0,0,0,14,2
Walperswil,0,2,16,5,0,0,0,0,4,2
Worben,0,2,34,30,0,0,0,0,19,2
Twann-Tüscherz,0,2,6,1,0,0,1,0,8,2
Därstetten,0,6,7,1,0,0,0,2,0,2
Diemtigen,0,10,18,10,0,0,0,0,4,2
Erlenbach im Simmental,0,9,16,8,0,0,0,3,0,2
Oberwil im Simmental,0,10,1,1,0,0,0,0,0,2
Reutigen,0,4,6,3,0,0,0,2,0,2
Spiez,1,8,157,63,1,0,0,1,12,2
Wimmis,0,3,11,2,0,0,0,8,2,2
Stocken-Höfen,0,6,8,3,0,0,0,0,3,2
Guttannen,0,4,2,0,0,0,0,0,0,2
Hasliberg,0,14,16,3,0,0,2,0,1,2
Innertkirchen,0,13,10,4,0,0,0,0,1,2
Meiringen,0,18,45,41,0,0,0,6,4,2
Schattenhalb,0,6,6,1,0,0,0,1,0,2
Boltigen,0,16,12,1,0,0,0,0,2,2
Lenk,0,22,35,11,0,1,0,2,15,2
St. Stephan,0,18,14,1,0,0,1,0,4,2
Zweisimmen,1,13,37,23,0,0,0,17,13,2
Gsteig,0,6,19,1,0,0,0,0,1,2
Lauenen,0,8,9,2,0,0,0,1,5,2
Saanen,0,25,90,9,0,0,0,17,20,2
Guggisberg,0,15,14,0,0,0,0,0,1,2
Rüschegg,1,14,17,7,0,0,0,5,9,2
Schwarzenburg,1,11,36,13,0,0,0,15,14,2
Belp,0,2,60,14,0,0,0,1,4,2
Burgistein,0,3,22,8,0,0,0,0,4,2
Gerzensee,0,1,8,2,0,0,0,0,1,2
Gurzelen,0,1,6,2,0,0,0,0,0,2
Jaberg,0,0,1,1,0,0,0,0,0,2
Kaufdorf,0,3,21,1,0,0,0,0,0,2
Kehrsatz,2,1,6,58,0,1,0,0,15,2
Kirchdorf (BE),0,4,16,14,1,0,0,1,1,2
Niedermuhlern,0,0,1,2,0,0,0,0,0,2
Riggisberg,0,5,29,18,0,0,0,1,7,2
Rüeggisberg,0,11,10,2,0,0,0,0,1,2
Seftigen,0,4,26,19,0,0,0,0,0,2
Toffen,0,3,28,19,0,0,0,0,4,2
Uttigen,0,1,10,9,0,0,0,0,1,2
Wattenwil,0,14,23,5,0,0,0,3,2,2
Wald (BE),0,3,6,3,0,0,0,0,0,2
Thurnen,1,5,16,8,0,0,0,0,2,2
Eggiwil,0,29,14,4,0,0,0,0,0,2
Langnau im Emmental,0,21,30,15,0,0,0,0,7,2
Lauperswil,0,12,16,5,0,0,0,1,2,2
Röthenbach im Emmental,1,10,6,1,1,0,0,2,0,2
Rüderswil,0,6,13,2,0,0,0,2,0,2
Schangnau,1,10,6,0,0,0,0,1,1,2
Signau,0,8,21,3,0,0,0,0,3,2
Trub,0,16,2,1,0,0,0,0,0,2
Trubschachen,0,3,7,4,0,0,0,0,0,2
Amsoldingen,0,0,16,3,0,4,0,0,1,2
Blumenstein,0,8,18,5,0,0,0,0,0,2
Buchholterberg,0,13,13,1,0,0,0,0,2,2
Eriz,1,6,12,3,0,0,0,0,0,2
Fahrni,0,1,3,2,0,0,0,0,1,2
Heiligenschwendi,0,5,4,0,0,0,0,0,1,2
Heimberg,1,4,61,47,0,21,0,1,4,2
Hilterfingen,0,0,6,10,0,12,0,2,2,2
Homberg,0,2,3,1,0,0,0,0,0,2
Horrenbach-Buchen,0,2,1,0,0,0,1,0,1,2
Oberhofen am Thunersee,0,0,14,8,0,12,0,0,4,2
Oberlangenegg,0,3,0,0,0,0,0,0,1,2
Pohlern,0,1,3,1,0,0,0,0,0,2
Sigriswil,0,22,46,12,0,0,0,1,5,2
Steffisburg,0,7,125,15,1,42,0,6,6,2
Teuffenthal (BE),0,0,1,0,0,0,0,0,0,2
Thierachern,0,3,21,8,0,0,0,21,2,2
Thun,0,31,64,40,0,174,0,1,11,2
Uebeschi,0,2,1,2,0,0,0,0,1,2
Uetendorf,0,1,53,42,0,1,0,7,2,2
Unterlangenegg,0,2,4,5,0,0,0,0,0,2
Wachseldorn,0,0,1,1,0,0,0,0,0,2
Forst-Längenbühl,0,5,7,4,0,2,0,0,1,2
Affoltern im Emmental,0,8,4,5,0,0,0,0,1,2
Dürrenroth,0,9,6,6,0,0,0,0,1,2
Eriswil,0,7,12,5,0,0,0,0,0,2
Huttwil,0,6,13,15,0,0,0,8,2,2
Lützelflüh,0,12,27,17,0,0,0,0,3,2
Rüegsau,0,6,10,10,0,0,0,0,0,2
Sumiswald,0,26,19,9,0,0,0,17,3,2
Trachselwald,0,11,2,4,0,0,0,0,0,2
Walterswil (BE),0,1,3,0,0,0,0,0,1,2
Wyssachen,0,8,5,1,0,0,0,1,2,2
Attiswil,0,3,9,3,0,0,0,0,0,2
Berken,0,0,0,0,0,0,0,0,0,2
Bettenhausen,0,4,10,2,0,0,0,1,1,2
Farnern,0,0,3,0,0,0,0,0,1,2
Graben,0,0,1,3,0,0,0,0,1,2
Heimenhausen,0,2,8,8,0,1,0,0,3,2
Herzogenbuchsee,1,2,18,9,0,27,0,3,7,2
Inkwil,1,0,10,8,0,0,0,0,1,2
Niederbipp,0,10,72,25,0,3,0,3,9,2
Niederönz,0,1,15,1,0,2,0,0,1,2
Oberbipp,0,3,31,15,0,1,0,0,1,2
Ochlenberg,0,4,1,1,0,0,0,0,0,2
Rumisberg,0,2,7,3,0,0,0,0,0,2
Seeberg,0,8,9,12,0,0,0,0,6,2
Thörigen,0,1,4,9,0,2,0,0,0,2
Walliswil bei Niederbipp,0,2,3,2,0,0,0,0,0,2
Walliswil bei Wangen,0,1,16,9,0,0,0,1,1,2
Wangen an der Aare,0,4,23,10,0,0,0,2,0,2
Wiedlisbach,0,2,30,19,0,0,0,0,1,2
Doppleschwand,0,4,3,3,0,0,0,0,0,3
Entlebuch,0,9,9,9,2,0,0,16,1,3
Flühli,0,21,23,13,0,0,0,1,22,3
Hasle (LU),0,12,6,17,0,0,0,2,10,3
Romoos,0,9,0,0,1,0,0,1,0,3
Schüpfheim,0,21,10,11,0,0,0,0,5,3
Werthenstein,0,5,5,3,0,0,0,2,0,3
Escholzmatt-Marbach,0,33,13,20,0,0,0,3,13,3
Aesch (LU),0,3,9,8,0,0,0,5,2,3
Ballwil,0,9,11,10,0,2,0,0,0,3
Emmen,1,8,99,98,0,19,0,7,37,3
Ermensee,0,1,12,8,1,0,0,0,3,3
Eschenbach (LU),1,6,12,16,0,0,0,3,6,3
Hitzkirch,0,17,32,57,0,0,0,15,17,3
Hochdorf,1,15,45,30,0,5,0,0,12,3
Hohenrain,0,14,13,15,0,0,0,0,12,3
