,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Inwil,0,34,9,15,0,0,0,1,1,3
Rain,0,17,19,1,0,0,0,0,3,3
Römerswil,2,52,21,15,0,0,0,1,5,3
Rothenburg,0,24,19,7,0,7,0,0,3,3
Schongau,0,52,9,15,0,0,0,3,0,3
Adligenswil,0,13,18,11,1,1,0,2,2,3
Buchrain,0,2,2,3,0,0,0,3,0,3
Dierikon,0,17,7,0,0,0,0,0,2,3
Ebikon,0,14,26,15,3,4,0,11,10,3
Gisikon,0,9,3,2,0,0,0,0,0,3
Greppen,0,6,0,0,1,0,0,2,0,3
Horw,0,39,43,23,0,8,0,1,10,3
Kriens,0,62,42,15,0,102,2,1,12,3
Luzern,0,35,179,71,1,1118,0,43,15,3
Malters,2,128,73,27,0,0,0,5,17,3
Meggen,0,4,17,5,0,6,0,0,3,3
Meierskappel,0,18,12,2,4,0,0,2,3,3
Root,0,24,23,7,0,0,0,7,6,3
Schwarzenberg,0,76,8,9,0,0,0,5,3,3
Udligenswil,0,13,9,4,0,0,0,0,3,3
Vitznau,1,24,35,14,2,0,0,12,17,3
Weggis,0,9,14,10,0,0,1,3,10,3
Beromünster,0,88,60,47,1,0,0,4,5,3
Büron,0,17,24,6,0,0,0,2,4,3
Buttisholz,0,55,26,15,0,0,0,6,8,3
Eich,0,20,7,18,0,0,0,0,1,3
Geuensee,0,25,5,9,0,1,0,0,3,3
Grosswangen,0,96,30,19,0,0,0,4,3,3
Hildisrieden,0,20,16,2,0,0,0,0,0,3
Knutwil,0,47,13,7,1,0,0,1,2,3
Mauensee,0,25,10,10,0,1,0,0,0,3
Neuenkirch,0,28,37,31,1,1,0,11,7,3
Nottwil,0,28,11,4,0,0,0,1,1,3
Oberkirch,0,9,2,3,0,0,0,1,2,3
Rickenbach (LU),0,43,42,13,0,0,0,3,7,3
Ruswil,1,146,44,23,5,8,1,5,12,3
Schenkon,0,27,10,5,0,0,0,0,3,3
Schlierbach,0,15,10,11,0,0,0,0,2,3
Sempach,0,13,17,5,0,0,0,20,5,3
Sursee,0,18,66,37,0,0,0,4,20,3
Triengen,0,89,62,33,0,0,0,3,7,3
Wolhusen,1,41,40,13,0,0,0,1,9,3
Alberswil,0,10,10,2,0,0,0,0,1,3
Altbüron,0,16,16,2,0,0,0,7,1,3
Altishofen,1,43,18,12,0,0,0,2,2,3
Dagmersellen,0,65,57,23,0,1,1,0,7,3
Egolzwil,0,7,8,5,0,0,0,0,1,3
Ettiswil,0,31,25,11,0,0,0,7,1,3
Fischbach,0,27,3,2,0,0,0,0,0,3
Grossdietwil,0,27,18,0,0,0,0,0,4,3
Hergiswil bei Willisau,0,78,15,3,0,0,0,0,9,3
Luthern,0,91,15,5,0,0,0,8,3,3
Menznau,0,81,30,10,0,2,0,3,7,3
Nebikon,0,14,16,2,2,0,0,0,0,3
Pfaffnau,0,59,19,18,0,0,0,8,3,3
Reiden,0,79,73,9,1,1,0,2,11,3
Roggliswil,0,22,8,3,0,0,0,0,3,3
Schötz,0,38,30,6,0,1,0,0,6,3
Ufhusen,0,41,6,6,0,0,0,0,3,3
Wauwil,0,11,11,7,0,0,0,0,0,3
Wikon,0,27,9,6,0,3,0,0,4,3
Zell (LU),0,43,30,3,0,0,0,2,4,3
Willisau,0,149,72,31,0,0,0,41,20,3
Altdorf (UR),0,28,101,38,0,0,0,14,9,4
Andermatt,0,5,29,4,1,0,0,18,11,4
Attinghausen,0,57,13,6,1,0,3,0,2,4
Bürglen (UR),0,99,31,9,0,0,0,0,15,4
Erstfeld,0,109,70,36,0,0,1,2,12,4
Flüelen,0,23,25,5,0,0,0,1,3,4
Göschenen,0,23,21,0,0,0,1,1,18,4
Gurtnellen,0,92,24,3,0,0,1,0,21,4
Hospental,0,7,30,1,0,1,0,0,11,4
Isenthal,0,64,6,2,0,0,1,0,4,4
Realp,0,7,11,2,0,0,0,0,0,4
Schattdorf,0,50,31,8,0,0,3,0,9,4
Seedorf (UR),0,21,12,3,0,0,0,0,6,4
Seelisberg,0,48,14,5,0,0,0,0,12,4
Silenen,0,144,47,14,0,0,1,7,17,4
Sisikon,0,8,10,1,2,0,0,0,0,4
Spiringen,0,140,23,0,0,1,5,0,51,4
Unterschächen,1,122,5,2,0,0,4,0,13,4
Wassen,0,73,23,1,0,1,0,0,9,4
Einsiedeln,0,168,195,34,1,93,4,11,37,5
Gersau,1,89,140,63,14,4,1,3,80,5
Feusisberg,0,48,31,4,0,11,0,1,9,5
Freienbach,1,38,37,12,1,24,1,1,19,5
Wollerau,1,25,30,11,1,19,0,0,24,5
Küssnacht (SZ),0,93,97,27,8,8,0,3,18,5
Altendorf,0,70,22,10,0,5,0,1,14,5
Galgenen,0,80,36,4,2,4,0,3,7,5
Innerthal,0,31,0,0,0,1,3,0,0,5
Lachen,0,7,49,5,0,16,0,4,12,5
Reichenburg,0,51,40,8,0,6,0,0,5,5
Schübelbach,1,70,48,8,2,7,0,1,10,5
Tuggen,0,48,34,13,0,0,0,0,9,5
Vorderthal,0,66,15,1,0,0,0,0,0,5
Wangen (SZ),0,38,41,14,0,1,0,8,16,5
Alpthal,0,18,6,2,1,0,0,0,1,5
Arth,0,144,126,26,0,21,2,21,32,5
Illgau,0,23,1,0,0,0,0,0,3,5
Ingenbohl,1,35,61,11,0,18,0,19,17,5
Lauerz,0,36,8,4,0,0,0,0,1,5
Morschach,0,41,13,8,1,0,0,5,4,5
Muotathal,1,147,44,8,0,0,0,12,8,5
Oberiberg,0,41,12,2,2,0,0,0,9,5
Riemenstalden,0,8,1,0,0,0,0,0,0,5
Rothenthurm,0,44,21,5,0,0,1,9,10,5
Sattel,0,62,16,6,0,1,0,3,2,5
Schwyz,3,211,198,16,13,25,1,50,22,5
Steinen,1,45,47,11,0,14,0,6,6,5
Steinerberg,0,26,5,1,0,0,0,1,0,5
Unteriberg,2,92,36,9,15,0,0,1,9,5
Alpnach,0,100,47,11,3,1,0,6,18,6
Engelberg,0,65,65,15,1,0,3,30,32,6
Giswil,0,203,49,20,0,0,0,14,24,6
Kerns,0,185,59,33,1,0,0,16,18,6
Lungern,0,205,75,33,1,0,50,6,37,6
Sachseln,0,68,58,52,2,0,2,27,13,6
Sarnen,0,256,112,66,2,1,1,12,39,6
Beckenried,0,58,52,16,1,0,0,1,29,7
Buochs,0,34,61,12,0,0,0,0,8,7
Dallenwil,0,38,20,3,1,0,0,0,9,7
Emmetten,0,99,13,8,1,0,3,6,6,7
Ennetbürgen,0,24,19,4,0,0,2,0,5,7
Ennetmoos,1,41,10,8,0,0,1,0,0,7
Hergiswil (NW),0,21,41,9,0,1,0,1,10,7
Oberdorf (NW),0,51,18,6,1,0,0,2,2,7
Stans,0,55,74,22,0,0,0,53,12,7
Stansstad,0,21,22,11,0,0,1,1,7,7
Wolfenschiessen,0,130,28,9,0,1,28,0,5,7
Glarus Nord,0,534,482,68,6,134,6,19,91,8
Glarus Süd,3,1335,496,166,9,12,59,5,313,8
Glarus,0,341,550,94,3,328,3,3,140,8
Baar,0,71,93,25,1,55,0,0,30,9
Cham,0,51,62,37,0,53,0,4,6,9
Hünenberg,0,35,18,35,0,6,0,6,1,9
Menzingen,0,83,59,9,0,0,0,9,9,9
Neuheim,0,25,27,5,0,0,0,0,12,9
Oberägeri,0,100,69,8,0,0,0,3,9,9
Risch,0,41,29,8,0,5,0,1,3,9
Steinhausen,0,17,12,7,0,5,0,3,3,9
Unterägeri,1,65,124,13,0,0,0,4,12,9
Walchwil,0,38,36,16,0,0,1,5,7,9
Zug,0,52,104,32,0,143,0,133,33,9
Châtillon (FR),0,2,9,3,0,0,1,0,1,10
Cugy (FR),2,24,59,22,1,4,0,1,9,10
Gletterens,1,4,7,7,0,0,0,0,4,10
Lully (FR),1,7,27,9,0,1,0,0,8,10
Montagny (FR),1,40,75,37,0,3,1,1,10,10
Nuvilly,0,13,21,8,1,1,0,0,6,10
Prévondavaux,0,3,5,2,0,0,0,2,0,10
Saint-Aubin (FR),0,7,35,18,1,0,0,1,7,10
Sévaz,0,1,2,2,0,2,0,0,0,10
Surpierre,0,53,47,12,1,14,0,0,8,10
Vallon,2,5,16,4,0,0,0,0,2,10
Les Montets,1,25,47,28,0,1,0,0,11,10
Delley-Portalban,0,11,22,8,0,0,0,1,13,10
Belmont-Broye,1,48,104,43,0,1,0,13,19,10
Estavayer,2,90,195,86,0,81,1,8,47,10
Cheyres-Châbles,1,19,47,19,0,5,0,0,9,10
Billens-Hennens,1,17,16,12,0,1,0,0,2,10
Le Châtelard,1,25,26,8,0,0,0,0,3,10
Châtonnaye,1,16,13,4,0,6,0,0,2,10
Grangettes,0,12,5,5,0,0,2,0,1,10
Massonnens,0,16,19,4,0,0,0,0,2,10
Mézières (FR),0,28,34,15,0,2,1,0,1,10
Romont (FR),1,21,94,18,0,1,0,32,15,10
Rue,1,43,62,24,0,6,1,0,5,10
Siviriez,1,63,58,49,0,2,0,3,10,10
Ursy,0,43,47,31,0,1,0,0,7,10
Vuisternens-devant-Romont,2,89,84,51,4,3,1,0,11,10
Villorsonnens,1,51,42,23,0,3,0,0,6,10
Torny,0,12,32,20,0,8,0,0,6,10
Villaz,0,52,67,28,0,4,0,0,10,10
Haut-Intyamon,1,113,123,36,0,2,2,2,11,10
Pont-en-Ogoz,0,31,47,19,0,0,0,3,4,10
Botterens,0,11,17,8,0,0,0,0,0,10
Broc,0,8,66,7,0,6,1,26,4,10
Bulle,0,29,140,22,0,1,2,105,5,10
Châtel-sur-Montsalvens,0,5,11,3,0,0,0,0,0,10
Corbières,0,34,40,9,0,2,1,0,3,10
Crésuz,0,9,8,3,0,1,0,0,1,10
Echarlens,1,11,31,16,0,0,0,0,1,10
Grandvillard,0,35,30,15,1,8,0,0,6,10
Gruyères,0,38,55,31,0,11,0,0,7,10
Hauteville,0,30,18,20,0,1,0,2,2,10
Jaun,0,47,26,21,0,0,1,0,9,10
Marsens,0,26,34,21,0,0,1,12,1,10
Morlon,0,10,19,11,0,0,0,0,0,10
Le Pâquier (FR),0,16,23,7,0,2,0,0,1,10
Pont-la-Ville,0,15,10,7,0,1,0,0,1,10
Riaz,0,24,33,11,0,1,0,4,3,10
La Roche,0,46,37,21,1,0,4,1,11,10
Sâles,0,57,40,20,0,2,0,0,3,10
Sorens,1,46,24,19,1,1,0,0,3,10
Vaulruz,1,30,27,10,0,1,0,2,3,10
Vuadens,0,44,55,18,0,1,0,4,13,10
Bas-Intyamon,0,23,43,24,0,0,1,0,2,10
Val-de-Charmey,2,98,98,22,1,2,1,11,8,10
Autigny,1,17,25,11,0,0,0,0,4,10
Avry,0,8,19,7,0,0,1,0,1,10
Belfaux,1,14,38,8,0,5,0,1,6,10
Chénens,0,11,10,5,0,1,0,0,3,10
Corminboeuf,0,9,23,4,0,1,0,0,2,10
Cottens (FR),0,9,15,15,0,4,0,3,5,10
Ferpicloz,0,3,2,2,0,1,0,0,1,10
Fribourg,2,25,245,35,0,523,1,32,90,10
Givisiez,0,1,9,1,0,5,0,2,1,10
Granges-Paccot,0,6,15,3,0,6,0,1,1,10
Marly,0,10,21,7,0,7,0,0,5,10
Matran,0,5,8,4,0,8,0,0,2,10
Neyruz (FR),0,16,13,14,0,3,0,0,5,10
Pierrafortscha,0,9,11,1,0,2,0,0,1,10
Le Mouret,1,69,75,50,0,0,0,3,6,10
Treyvaux,0,33,40,32,0,1,0,2,3,10
Villars-sur-Glâne,0,7,36,17,0,9,0,5,6,10
Villarsel-sur-Marly,0,5,4,1,0,0,0,0,0,10
Hauterive (FR),0,9,30,26,0,3,0,3,4,10
La Brillaz,0,11,41,26,0,0,0,2,3,10
La Sonnaz,0,17,15,10,0,1,0,2,4,10
Gibloux,1,94,111,71,0,2,1,3,27,10
Prez,3,23,50,28,0,1,0,4,1,10
Bois-d'Amont,1,30,28,27,0,0,1,1,5,10
Courgevaux,0,7,20,10,0,0,0,1,2,10
Courtepin,4,58,72,36,0,8,0,0,6,10
Cressier (FR),0,5,17,19,0,0,0,0,3,10
Fräschels,0,12,11,12,0,0,0,0,3,10
Greng,0,1,4,2,0,0,0,0,0,10
Gurmels,0,42,39,35,0,0,0,4,7,10
Kerzers,1,36,51,26,0,0,0,0,9,10
Kleinbösingen,1,10,4,4,0,0,0,0,1,10
Meyriez,0,2,14,8,0,0,0,0,0,10
Misery-Courtion,0,11,38,22,0,1,0,0,6,10
Muntelier,0,1,22,11,2,5,0,2,2,10
Murten,0,85,180,143,0,4,1,67,38,10
Ried bei Kerzers,0,17,24,13,0,0,0,0,2,10
Mont-Vully,1,30,131,96,1,1,0,1,12,10
Brünisried,0,18,13,2,0,0,0,0,0,10
Düdingen,0,65,66,39,0,8,0,6,6,10
Giffers,1,17,24,6,0,0,1,0,3,10
Bösingen,0,34,15,32,0,0,0,1,5,10
Heitenried,1,25,14,10,0,0,0,1,3,10
Plaffeien,1,106,45,40,0,0,0,1,13,10
Plasselb,0,15,13,6,0,1,0,1,3,10
Rechthalten,0,27,14,20,0,1,0,7,7,10
St. Silvester,0,21,18,4,1,0,0,5,2,10
St. Ursen,0,35,30,16,0,3,0,0,2,10
Schmitten (FR),1,34,23,25,1,0,0,1,5,10
Tafers,2,120,76,38,0,0,0,10,15,10
Tentlingen,0,11,9,9,0,0,0,0,3,10
Ueberstorf,1,59,27,22,0,0,0,5,3,10
Wünnewil-Flamatt,1,37,46,29,0,2,0,0,11,10
Attalens,0,25,63,18,0,14,0,5,8,10
Bossonnens,0,8,15,12,0,4,0,1,4,10
Châtel-Saint-Denis,1,72,132,29,2,16,0,1,27,10
Granges (Veveyse),0,13,14,8,0,1,0,0,8,10
Remaufens,1,11,17,11,0,7,0,0,2,10
Saint-Martin (FR),1,36,30,22,0,1,0,0,3,10
Semsales,0,40,50,14,1,0,0,5,7,10
Le Flon,0,37,38,9,0,0,0,0,3,10
La Verrerie,1,30,39,23,0,3,0,0,3,10
Egerkingen,0,14,23,17,0,20,0,0,13,11
Härkingen,0,12,12,9,0,3,0,0,3,11
Kestenholz,0,17,34,8,0,0,0,0,5,11
Neuendorf,0,20,24,8,0,3,0,0,12,11
Niederbuchsiten,0,19,14,7,0,2,0,0,1,11
Oberbuchsiten,0,24,28,14,0,7,0,0,6,11
Oensingen,0,19,74,21,0,11,0,1,7,11
Wolfwil,0,24,34,29,0,0,0,1,9,11
Aedermannsdorf,0,21,23,4,0,0,0,0,1,11
Balsthal,0,18,140,22,1,10,0,3,13,11
Herbetswil,0,21,14,3,0,0,0,5,3,11
Holderbank (SO),0,11,29,4,0,0,0,0,1,11
Laupersdorf,0,33,35,9,0,0,0,7,4,11
Matzendorf,0,24,40,7,0,1,0,1,7,11
Mümliswil-Ramiswil,0,43,73,8,0,1,0,1,5,11
Welschenrohr-Gänsbrunnen,0,33,65,1,0,0,0,0,2,11
Biezwil,0,19,22,2,0,0,0,0,5,11
Lüterkofen-Ichertswil,0,17,15,7,1,2,0,3,6,11
Messen,0,65,53,10,1,1,0,6,4,11
Schnottwil,0,39,30,11,0,1,0,1,4,11
Unterramsern,0,14,6,2,0,0,0,1,3,11
Lüsslingen-Nennigkofen,0,36,23,12,0,1,0,3,9,11
Buchegg,1,153,121,40,0,2,0,13,7,11
Bättwil,0,6,19,1,0,0,0,0,0,11
Büren (SO),0,34,34,4,1,0,0,1,0,11
Dornach,0,18,33,3,1,85,0,1,10,11
Gempen,0,16,28,1,0,1,0,0,1,11
Hochwald,0,33,31,3,0,0,0,1,2,11
Hofstetten-Flüh,0,24,71,9,0,1,0,1,9,11
Metzerlen-Mariastein,0,19,40,10,0,0,0,2,2,11
Nuglar-St. Pantaleon,0,32,37,7,2,0,0,0,10,11
Rodersdorf,0,17,36,5,0,0,0,0,4,11
Seewen,0,56,51,4,0,0,0,0,4,11
Witterswil,1,4,29,3,0,0,0,1,3,11
Hauenstein-Ifenthal,0,14,15,7,0,0,0,0,1,11
Kienberg,0,39,20,5,2,0,0,0,1,11
Lostorf,0,32,59,24,0,3,0,0,11,11
Niedergösgen,0,21,80,25,0,5,0,4,9,11
Obergösgen,0,10,20,5,0,3,0,0,3,11
Stüsslingen,0,30,28,4,0,0,0,0,5,11
Trimbach,0,24,42,8,0,91,0,3,14,11
Winznau,0,12,29,6,0,4,0,0,4,11
Wisen (SO),0,27,14,0,1,0,0,0,2,11
Erlinsbach (SO),1,65,51,14,0,5,0,0,5,11
Aeschi (SO),0,13,13,9,0,1,0,0,3,11
Biberist,0,12,76,11,0,81,0,1,13,11
Bolken,0,5,6,4,0,0,0,0,2,11
Deitingen,0,12,25,6,0,31,0,1,2,11
Derendingen,4,5,33,6,0,93,0,4,4,11
Etziken,0,9,23,8,0,7,0,0,1,11
Gerlafingen,0,6,19,7,0,44,0,0,1,11
Horriwil,0,11,14,3,0,0,0,1,0,11
Hüniken,0,3,4,0,0,2,0,0,0,11
Kriegstetten,0,4,20,2,0,3,0,0,4,11
Lohn-Ammannsegg,0,8,14,11,0,1,0,1,3,11
Luterbach,0,2,33,5,0,32,0,1,1,11
Obergerlafingen,0,3,4,3,0,22,0,0,3,11
Recherswil,0,10,11,1,0,30,0,0,3,11
Subingen,0,13,34,2,0,5,0,0,9,11
Zuchwil,0,8,17,3,0,37,0,7,0,11
Drei Höfe,0,14,14,3,0,0,0,0,4,11
Balm bei Günsberg,0,8,2,0,0,0,0,0,1,11
Bellach,0,14,31,5,0,27,0,0,3,11
Bettlach,0,20,38,6,0,30,0,0,3,11
Feldbrunnen-St. Niklaus,0,3,8,1,0,7,0,0,2,11
Flumenthal,0,9,28,8,0,0,0,0,4,11
Grenchen,0,29,92,12,1,209,0,4,3,11
Günsberg,0,26,33,9,0,0,0,0,2,11
Hubersdorf,0,6,14,3,0,0,0,0,1,11
Kammersrohr,0,3,1,0,0,0,0,0,0,11
Langendorf,0,9,25,4,2,47,0,0,2,11
Lommiswil,0,29,25,4,0,2,0,0,4,11
Oberdorf (SO),0,21,22,7,0,25,0,0,1,11
Riedholz,0,21,37,8,0,3,0,2,6,11
Rüttenen,0,7,25,8,1,30,0,0,7,11
Selzach,0,35,42,19,0,50,0,1,2,11
Boningen,0,11,10,5,0,0,0,0,0,11
Däniken,0,18,23,5,0,3,0,0,8,11
Dulliken,0,14,47,14,1,6,0,5,5,11
Eppenberg-Wöschnau,0,4,5,0,0,0,0,0,0,11
Fulenbach,1,19,25,6,0,1,0,0,4,11
Gretzenbach,0,19,55,12,0,3,0,0,4,11
Gunzgen,0,13,23,1,0,0,0,0,1,11
Hägendorf,0,48,61,7,0,16,0,0,4,11
Kappel (SO),0,6,20,9,0,5,0,0,3,11
Olten,0,15,157,78,5,534,0,0,15,11
Rickenbach (SO),0,11,18,4,0,1,1,0,2,11
Schönenwerd,1,15,144,34,3,9,0,5,10,11
Starrkirch-Wil,0,6,19,12,0,2,0,0,1,11
Walterswil (SO),0,21,15,6,0,7,0,0,2,11
Wangen bei Olten,0,15,49,22,0,11,0,0,10,11
Solothurn,0,13,153,22,2,569,0,23,33,11
Bärschwil,0,48,34,2,1,0,0,0,8,11
Beinwil (SO),0,38,7,2,0,0,0,0,0,11
Breitenbach,0,7,33,1,0,8,0,2,3,11
Büsserach,0,11,34,4,0,3,0,0,8,11
Erschwil,1,25,25,3,0,0,0,0,6,11
Fehren,0,6,9,0,0,0,0,0,1,11
Grindel,0,5,12,1,1,0,0,0,4,11
Himmelried,0,24,18,4,0,1,0,0,4,11
Kleinlützel,0,57,55,4,0,1,0,1,4,11
Meltingen,0,8,11,1,0,0,0,0,3,11
Nunningen,0,26,56,5,0,0,0,0,6,11
Zullwil,0,10,15,5,0,0,0,0,3,11
Basel,0,75,348,134,4,2223,1,2722,39,12
Bettingen,0,1,7,2,0,26,0,0,0,12
Riehen,0,5,14,7,0,122,0,109,5,12
Aesch (BL),0,10,14,4,0,105,2,8,3,13
Allschwil,0,11,40,11,0,304,0,1,8,13
Arlesheim,0,11,31,11,0,154,1,12,1,13
Biel-Benken,0,21,29,12,0,0,0,8,6,13
Binningen,0,9,31,12,0,236,0,41,6,13
Birsfelden,0,2,26,12,0,181,0,11,7,13
Bottmingen,0,6,14,2,0,53,0,1,3,13
Ettingen,0,16,48,10,0,42,0,0,12,13
Münchenstein,0,4,40,9,0,220,2,7,6,13
Muttenz,0,18,29,10,0,192,0,9,3,13
Oberwil (BL),0,6,22,9,0,125,0,3,8,13
Pfeffingen,0,4,14,4,0,11,0,0,1,13
Reinach (BL),0,6,19,10,0,69,0,0,1,13
Schönenbuch,0,9,6,0,0,15,0,0,0,13
Therwil,0,8,24,9,0,50,1,2,5,13
Blauen,0,10,18,7,0,0,1,0,3,13
Brislach,0,15,25,2,0,1,0,5,9,13
Burg im Leimental,0,14,14,3,0,0,0,0,2,13
Dittingen,0,12,18,1,0,0,0,16,2,13
Duggingen,0,16,34,9,0,1,0,0,3,13
Grellingen,0,16,67,5,0,0,0,0,2,13
Laufen,0,18,85,18,0,46,2,0,17,13
Liesberg,0,38,54,13,0,0,0,0,7,13
Nenzlingen,0,5,17,5,0,0,0,1,4,13
Roggenburg,0,6,25,5,0,0,0,0,0,13
Röschenz,0,12,29,12,0,0,1,0,3,13
Wahlen,0,11,22,3,0,0,0,0,3,13
Zwingen,0,12,37,10,0,3,0,0,9,13
Arisdorf,0,31,60,20,0,0,0,0,8,13
Augst,0,1,8,0,0,33,0,0,3,13
Bubendorf,0,35,64,24,0,0,3,4,20,13
Frenkendorf,0,5,16,4,0,77,1,3,8,13
Füllinsdorf,0,6,9,5,0,41,0,3,3,13
Giebenach,0,3,13,5,1,0,0,1,3,13
Hersberg,0,6,4,4,0,0,0,0,2,13
Lausen,0,7,8,3,0,57,0,26,6,13
Liestal,0,17,71,17,0,241,2,69,11,13
Lupsingen,0,14,14,8,0,0,0,19,4,13
Pratteln,0,11,45,9,0,230,1,29,5,13
Ramlinsburg,0,12,16,9,0,0,1,0,5,13
Seltisberg,0,8,9,4,0,0,0,41,2,13
Ziefen,0,48,43,17,0,0,0,17,12,13
Anwil,0,7,10,3,0,0,0,25,1,13
Böckten,0,15,27,6,0,0,0,5,5,13
Buckten,0,8,28,15,0,0,0,0,1,13
Buus,0,37,38,15,0,0,0,13,2,13
Diepflingen,0,8,12,5,0,0,0,0,3,13
Gelterkinden,0,45,97,28,1,3,1,84,20,13
Häfelfingen,0,13,6,8,0,0,0,0,3,13
Hemmiken,0,17,12,10,0,0,0,0,5,13
Itingen,0,15,38,10,0,0,0,5,7,13
Känerkinden,0,2,13,4,0,0,0,0,2,13
Kilchberg (BL),0,13,7,2,0,0,1,0,0,13
Läufelfingen,0,31,50,19,0,0,0,1,11,13
Maisprach,0,39,23,5,0,0,0,13,8,13
Nusshof,0,6,9,6,0,0,0,0,2,13
Oltingen,0,45,6,2,0,0,2,22,2,13
Ormalingen,0,34,41,6,0,0,1,31,4,13
Rickenbach (BL),0,24,20,9,0,0,1,2,3,13
Rothenfluh,0,27,21,15,0,0,1,26,7,13
Rümlingen,0,7,12,2,1,0,0,1,3,13
Rünenberg,0,27,30,17,0,1,0,0,5,13
Sissach,0,53,169,23,0,0,1,35,21,13
Tecknau,0,13,16,3,0,0,0,1,2,13
Tenniken,0,17,11,4,0,1,0,25,1,13
Thürnen,0,11,14,13,0,0,0,0,6,13
Wenslingen,0,31,23,7,0,0,0,10,6,13
Wintersingen,0,31,41,24,0,0,0,0,5,13
Wittinsburg,0,13,7,7,0,0,0,2,1,13
Zeglingen,0,26,12,3,0,0,0,27,0,13
Zunzgen,0,29,40,16,0,0,0,0,18,13
Arboldswil,0,17,20,12,0,0,0,0,1,13
Bennwil,0,17,16,6,0,0,0,37,2,13
Bretzwil,0,30,47,7,0,0,0,3,1,13
Diegten,0,41,36,9,0,1,2,0,7,13
Eptingen,0,36,37,14,0,0,0,3,4,13
Hölstein,0,17,35,10,0,0,1,18,4,13
Lampenberg,0,20,10,9,0,0,0,6,3,13
Langenbruck,0,40,83,10,0,1,0,1,12,13
Lauwil,0,35,18,3,1,0,0,0,7,13
Liedertswil,0,4,3,3,0,0,0,6,2,13
Niederdorf,0,11,33,9,0,0,0,4,5,13
Oberdorf (BL),0,15,54,19,0,0,0,7,9,13
Reigoldswil,0,37,70,18,1,3,1,36,10,13
Titterten,0,18,7,4,0,0,1,22,3,13
Waldenburg,0,32,73,12,0,1,1,0,31,13
Gächlingen,0,36,36,12,0,0,0,16,8,14
Löhningen,0,28,28,16,0,0,0,16,4,14
Neunkirch,0,40,74,15,0,1,0,26,6,14
Büttenhardt,0,12,8,3,0,0,0,0,0,14
Dörflingen,0,25,18,7,0,0,0,3,0,14
Lohn (SH),0,11,22,10,1,0,0,15,1,14
Stetten (SH),0,5,17,5,0,3,0,0,1,14
Thayngen,0,81,88,44,0,32,0,39,13,14
Bargen (SH),0,16,13,2,0,0,0,0,1,14
Beringen,0,43,42,21,0,20,0,14,13,14
Buchberg,1,20,16,18,0,0,0,0,9,14
Merishausen,0,37,23,10,3,2,0,1,2,14
Neuhausen am Rheinfall,0,9,86,11,2,119,0,20,10,14
Rüdlingen,0,23,19,21,1,0,1,1,3,14
Schaffhausen,0,71,306,98,3,925,0,47,64,14
Beggingen,0,22,13,8,1,0,0,30,6,14
Schleitheim,0,46,78,19,0,0,0,28,6,14
Siblingen,0,42,20,11,0,0,0,20,7,14
Buch (SH),0,25,12,4,0,0,0,18,3,14
Hemishofen,0,20,12,9,1,1,0,0,8,14
Ramsen,0,62,94,22,1,0,0,0,14,14
Stein am Rhein,0,19,76,12,1,107,0,28,17,14
Hallau,0,74,126,33,0,0,0,76,14,14
Oberhallau,1,25,13,11,0,0,0,26,1,14
Trasadingen,0,30,30,16,0,0,0,1,7,14
Wilchingen,0,66,52,21,0,3,0,46,17,14
Herisau,0,304,317,52,3,383,0,7,32,15
Hundwil,0,205,41,25,0,4,0,1,5,15
Schönengrund,0,59,40,10,0,0,0,5,7,15
Schwellbrunn,0,190,54,17,0,1,0,3,12,15
Stein (AR),0,176,59,33,0,0,0,0,11,15
Urnäsch,1,285,103,52,0,5,1,53,16,15
Waldstatt,0,79,40,12,1,56,1,1,11,15
Bühler,0,81,92,17,0,15,0,1,8,15
Gais,0,220,164,28,0,18,0,26,18,15
Speicher,0,114,142,89,1,3,0,64,13,15
Teufen (AR),2,221,263,99,1,6,0,2,36,15
Trogen,0,182,78,41,1,2,0,58,12,15
Grub (AR),0,78,55,8,0,22,0,0,2,15
Heiden,0,114,142,45,1,216,0,10,9,15
Lutzenberg,0,56,43,13,0,82,0,0,7,15
Rehetobel,0,132,81,44,0,120,0,3,10,15
Reute (AR),0,94,41,14,1,13,1,5,8,15
Wald (AR),0,116,52,19,0,36,0,5,6,15
Walzenhausen,1,147,127,37,0,101,0,0,18,15
Wolfhalden,1,152,93,40,1,80,0,3,21,15
Appenzell,0,155,245,55,1,37,1,6,28,16
Gonten,0,140,45,22,0,0,0,1,12,16
Schlatt-Haslen,1,154,20,41,0,2,0,2,3,16
Oberegg,1,223,78,21,0,64,1,1,8,16
Schwende-Rüte,1,439,142,84,1,27,2,1,19,16
Häggenschwil,1,32,49,16,0,0,0,0,1,17
Muolen,0,54,34,12,0,2,1,8,6,17
St. Gallen,5,117,1001,213,0,2118,9,318,41,17
Wittenbach,1,45,78,17,0,6,0,10,4,17
Berg (SG),0,21,22,17,0,1,1,0,1,17
Eggersriet,1,104,48,30,0,12,1,0,9,17
Goldach,0,23,117,16,0,77,0,4,3,17
Mörschwil,2,32,80,22,0,5,0,0,11,17
Rorschach,1,11,233,43,1,152,0,62,33,17
Rorschacherberg,1,41,65,25,1,36,0,0,2,17
Steinach,0,20,32,14,0,41,0,0,2,17
Tübach,0,6,27,13,0,0,0,3,0,17
