,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Buchs (ZH),0,10,0,39,0,20,0,0,0,1
Dällikon,0,1,0,18,0,2,0,0,0,1
Dänikon,0,0,0,5,0,0,0,0,0,1
Dielsdorf,0,2,0,14,0,0,0,3,0,1
Hüttikon,0,0,0,77,0,0,0,0,0,1
Neerach,0,1,0,31,0,0,0,0,0,1
Niederglatt,0,0,0,28,0,0,0,0,0,1
Niederhasli,0,1,0,66,0,0,0,9,0,1
Niederweningen,0,2,0,32,0,0,0,2,0,1
Oberglatt,0,0,1,44,0,0,0,0,0,1
Oberweningen,0,0,0,16,0,0,0,0,0,1
Otelfingen,0,1,0,67,0,0,0,0,0,1
Regensberg,0,0,0,0,0,0,0,0,0,1
Regensdorf,0,15,0,70,0,12,0,2,0,1
Rümlang,0,0,0,44,0,39,0,0,0,1
Schleinikon,0,4,0,2,0,0,0,0,0,1
Schöfflisdorf,0,0,0,9,0,0,0,0,0,1
Stadel,0,0,0,29,0,0,0,0,1,1
Steinmaur,0,3,0,15,0,0,0,0,0,1
Weiach,0,8,0,29,0,0,0,7,0,1
Bäretswil,0,4,1,34,0,0,0,1,0,1
Bubikon,0,0,0,46,0,31,0,0,0,1
Dürnten,0,1,3,69,0,7,0,0,0,1
Fischenthal,1,1,0,25,0,0,0,0,1,1
Gossau (ZH),0,3,2,54,0,1,0,0,2,1
Grüningen,0,6,0,40,0,0,0,0,0,1
Hinwil,0,1,5,43,0,12,0,1,0,1
Rüti (ZH),0,0,0,22,0,16,0,0,0,1
Seegräben,0,0,0,14,0,0,0,0,0,1
Wald (ZH),2,4,1,41,0,1,0,0,0,1
Wetzikon (ZH),1,32,1,49,0,36,0,2,1,1
Adliswil,0,31,1,47,0,19,0,3,0,1
Kilchberg (ZH),0,1,0,69,0,8,0,2,6,1
Langnau am Albis,0,0,0,31,0,3,0,0,0,1
Oberrieden,0,0,0,11,0,1,0,0,0,1
Richterswil,0,2,2,54,0,32,0,0,0,1
Rüschlikon,0,0,3,30,0,4,0,0,0,1
Thalwil,0,0,1,55,0,2,0,1,1,1
Erlenbach (ZH),2,0,0,42,1,9,0,0,0,1
Herrliberg,0,1,3,41,0,3,0,0,1,1
Hombrechtikon,1,0,0,67,0,0,0,20,1,1
Küsnacht (ZH),1,1,8,62,1,11,0,7,0,1
Männedorf,0,0,2,35,0,3,0,1,0,1
Meilen,0,3,1,106,0,8,0,0,0,1
Oetwil am See,0,4,0,13,0,0,0,1,0,1
Stäfa,0,2,0,43,0,8,0,0,0,1
Uetikon am See,0,0,0,39,0,11,0,0,0,1
Zumikon,0,0,0,38,0,0,0,0,0,1
Zollikon,0,0,0,76,0,4,0,0,0,1
Fehraltorf,0,0,1,37,0,4,0,0,1,1
Hittnau,0,1,0,43,0,0,0,0,2,1
Lindau,0,3,1,23,0,0,0,17,0,1
Pfäffikon,1,5,0,82,0,29,0,11,2,1
Russikon,0,0,2,42,0,0,0,6,0,1
Weisslingen,0,0,0,21,0,0,0,1,0,1
Wila,0,2,0,4,0,0,0,0,0,1
Wildberg,0,3,0,4,0,0,0,0,0,1
Dübendorf,1,2,0,79,0,6,0,8,0,1
Egg,1,0,0,61,0,0,0,0,0,1
Fällanden,0,2,0,27,0,8,0,0,3,1
Greifensee,0,0,1,11,0,0,0,0,0,1
Maur,0,1,0,80,0,3,0,0,0,1
Mönchaltorf,0,0,0,31,0,0,0,0,1,1
Schwerzenbach,0,3,0,28,0,1,0,0,0,1
Uster,1,4,2,80,0,31,0,14,0,1
Volketswil,0,14,3,58,0,44,0,0,0,1
Wangen-Brüttisellen,0,3,0,4,0,9,0,0,0,1
Altikon,0,2,0,16,0,0,0,0,0,1
Brütten,0,0,1,22,0,0,0,0,0,1
Dägerlen,0,0,0,11,0,0,0,0,0,1
Dättlikon,0,1,0,8,0,0,0,1,0,1
Dinhard,0,2,0,28,0,0,0,0,0,1
Ellikon an der Thur,0,2,1,12,0,0,0,0,0,1
Elsau,0,3,1,19,0,1,0,0,0,1
Hagenbuch,0,1,1,4,0,0,0,0,0,1
Hettlingen,0,4,0,7,0,0,0,8,0,1
Neftenbach,0,0,2,57,0,0,0,18,0,1
Pfungen,0,0,0,104,0,16,0,0,0,1
Rickenbach (ZH),0,2,0,5,0,0,0,0,0,1
Schlatt (ZH),0,1,0,10,0,0,0,0,0,1
Seuzach,0,5,1,52,0,0,0,0,0,1
Turbenthal,0,6,1,56,0,0,0,5,0,1
Winterthur,0,66,4,343,0,67,0,49,0,1
Zell (ZH),0,3,3,43,0,0,0,0,0,1
Aesch (ZH),0,6,0,16,0,0,0,0,0,1
Birmensdorf (ZH),0,2,1,33,0,3,0,0,0,1
Dietikon,0,12,1,69,0,24,0,47,0,1
Geroldswil,0,0,0,21,0,1,0,0,0,1
Oberengstringen,0,0,0,7,0,3,0,0,0,1
Oetwil an der Limmat,0,0,0,15,0,0,0,0,0,1
Schlieren,0,0,3,11,0,11,0,58,0,1
Uitikon,0,1,0,36,0,0,0,0,0,1
Unterengstringen,0,0,4,19,0,5,0,0,0,1
Urdorf,0,3,5,37,0,0,0,0,0,1
Weiningen (ZH),0,0,2,20,0,3,0,2,0,1
Zürich,0,21,8,581,0,116,0,306,0,1
Andelfingen,0,6,1,72,0,0,0,23,1,1
Stammheim,1,5,2,13,0,0,0,11,0,1
Wädenswil,0,2,0,79,1,18,0,0,1,1
Elgg,0,2,1,23,0,0,0,4,0,1
Horgen,0,1,2,80,0,7,0,6,0,1
Illnau-Effretikon,0,0,4,32,0,3,0,8,0,1
Bauma,1,3,0,66,0,0,0,0,0,1
Wiesendangen,0,6,0,68,0,7,0,0,0,1
Aarberg,0,0,0,51,0,3,0,0,0,2
Bargen (BE),0,2,0,14,0,0,0,0,0,2
Grossaffoltern,0,3,2,39,0,0,0,5,1,2
Kallnach,0,1,3,36,0,0,0,0,1,2
Kappelen,0,1,0,13,0,0,0,0,1,2
Lyss,0,10,0,52,0,2,0,9,0,2
Meikirch,0,0,0,4,0,0,0,6,0,2
Radelfingen,0,1,0,26,0,0,0,0,1,2
Rapperswil (BE),0,2,1,19,0,0,0,0,0,2
Schüpfen,0,0,0,27,0,0,0,25,0,2
Seedorf (BE),0,3,2,27,0,0,0,2,1,2
Aarwangen,0,0,1,57,0,0,0,1,0,2
Auswil,0,0,0,5,0,0,0,1,0,2
Bannwil,0,0,0,4,0,0,0,0,1,2
Bleienbach,0,0,0,4,1,0,0,0,0,2
Busswil bei Melchnau,0,0,0,0,0,0,0,0,0,2
Gondiswil,0,1,0,7,0,0,0,0,0,2
Langenthal,2,2,1,54,1,13,0,0,0,2
Lotzwil,0,0,0,11,0,3,0,0,0,2
Madiswil,0,4,0,22,0,0,0,2,4,2
Melchnau,1,0,0,10,1,0,0,1,0,2
Oeschenbach,0,0,0,1,0,0,0,0,0,2
Reisiswil,0,1,0,3,0,0,0,0,0,2
Roggwil (BE),0,0,1,38,0,0,0,8,3,2
Rohrbach,1,1,0,4,0,0,0,0,0,2
Rohrbachgraben,0,0,0,1,0,0,0,0,0,2
Rütschelen,0,0,0,1,0,0,0,0,1,2
Schwarzhäusern,0,0,0,7,0,0,0,0,0,2
Thunstetten,0,1,0,44,0,8,0,1,0,2
Ursenbach,0,0,0,7,0,0,0,0,0,2
Wynau,0,0,0,25,0,0,0,0,1,2
Bern,0,16,3,50,0,11,0,110,1,2
Bolligen,0,1,0,15,0,0,0,0,0,2
Bremgarten bei Bern,0,19,0,19,0,2,0,1,0,2
Kirchlindach,0,0,0,10,0,2,0,0,0,2
Köniz,0,35,2,78,0,2,0,12,0,2
Muri bei Bern,0,2,2,33,0,12,0,5,0,2
Oberbalm,0,1,0,0,0,0,0,0,0,2
Stettlen,0,6,0,10,0,0,0,0,0,2
Vechigen,2,2,2,38,0,0,0,29,0,2
Wohlen bei Bern,0,4,0,28,1,0,0,0,3,2
Zollikofen,0,0,0,18,0,4,0,0,0,2
Ittigen,0,15,0,5,0,14,0,3,0,2
Ostermundigen,3,1,1,110,0,16,0,0,0,2
Biel/Bienne,1,7,1,26,0,40,0,4,0,2
Evilard,0,7,0,9,0,12,1,0,0,2
Arch,1,0,1,15,0,3,0,0,0,2
Büetigen,0,2,0,6,0,0,0,11,0,2
Büren an der Aare,0,0,0,28,0,1,0,0,1,2
Diessbach bei Büren,0,0,0,24,1,0,0,0,0,2
Dotzigen,0,0,0,17,0,0,0,0,0,2
Lengnau (BE),0,1,0,41,0,9,0,0,0,2
Leuzigen,1,0,0,14,0,0,0,0,0,2
Meienried,0,0,0,0,0,0,0,0,0,2
Meinisberg,0,0,0,19,0,0,0,0,0,2
Oberwil bei Büren,0,0,0,8,0,0,0,1,0,2
Pieterlen,0,7,1,43,0,0,0,0,0,2
Rüti bei Büren,0,0,1,8,0,0,0,0,1,2
Wengi,0,0,0,4,0,0,0,0,1,2
Aefligen,1,0,0,13,0,5,0,0,0,2
Alchenstorf,0,1,0,10,0,0,0,0,0,2
Bäriswil,0,0,0,13,0,0,0,12,0,2
Burgdorf,2,0,0,20,8,8,0,0,1,2
Ersigen,0,2,5,7,0,1,0,1,15,2
Hasle bei Burgdorf,0,0,0,39,0,0,0,3,2,2
Heimiswil,0,1,0,1,0,0,0,0,0,2
Hellsau,0,1,0,0,0,0,0,2,0,2
Hindelbank,0,7,0,20,0,0,0,6,0,2
Höchstetten,0,0,1,2,1,0,0,0,1,2
Kernenried,0,0,1,1,0,0,0,7,0,2
Kirchberg (BE),0,5,0,58,0,4,0,0,0,2
Koppigen,0,3,0,21,0,0,0,1,0,2
Krauchthal,0,6,0,13,0,0,0,3,0,2
Lyssach,0,1,1,2,0,0,0,2,0,2
Oberburg,0,1,0,10,0,2,0,0,0,2
Rüdtligen-Alchenflüh,2,1,0,29,0,1,0,0,0,2
Rumendingen,0,0,0,0,0,0,0,0,0,2
Rüti bei Lyssach,0,0,0,1,0,0,0,0,0,2
Willadingen,0,0,0,4,0,0,0,0,0,2
Wynigen,0,0,0,9,0,0,0,7,2,2
Corgémont,0,4,0,24,1,0,0,2,0,2
Cormoret,0,1,1,2,0,0,0,0,0,2
Cortébert,0,0,0,2,0,0,0,0,0,2
Courtelary,0,0,0,28,0,0,0,1,0,2
La Ferrière,0,1,2,1,0,0,0,0,1,2
Mont-Tramelan,0,0,0,0,0,0,0,0,0,2
Orvin,0,1,1,4,0,0,0,0,0,2
Renan (BE),0,1,0,2,0,0,0,0,0,2
Romont (BE),0,2,0,2,0,0,0,0,1,2
Saint-Imier,0,2,0,14,1,5,0,0,3,2
Sonceboz-Sombeval,0,0,0,15,1,0,0,0,0,2
Sonvilier,0,1,1,1,0,0,0,0,0,2
Tramelan,1,1,2,23,0,0,0,1,0,2
Villeret,0,0,0,2,0,1,0,0,0,2
Sauge,0,0,1,4,0,0,0,0,0,2
Péry-La Heutte,0,0,2,19,0,0,0,0,0,2
Brüttelen,0,1,0,5,0,0,0,0,0,2
Erlach,1,5,6,2,0,0,0,0,0,2
Finsterhennen,0,0,0,6,0,0,0,0,2,2
Gals,0,1,1,14,0,0,1,2,0,2
Gampelen,0,0,0,15,0,0,0,0,0,2
Ins,0,6,1,38,0,1,0,0,1,2
Lüscherz,0,1,0,4,0,0,0,0,0,2
Müntschemier,1,0,0,12,0,0,0,1,0,2
Siselen,0,1,0,8,0,0,0,0,0,2
Treiten,0,0,0,9,0,0,0,0,0,2
Tschugg,0,0,1,1,0,0,0,0,0,2
Vinelz,0,0,1,11,0,0,0,0,0,2
Bätterkinden,0,0,1,33,0,0,0,0,0,2
Deisswil bei Münchenbuchsee,0,0,0,0,0,0,0,0,0,2
Fraubrunnen,1,0,0,71,1,0,0,7,1,2
Jegenstorf,1,0,0,39,0,5,0,10,0,2
Iffwil,0,0,0,5,0,0,0,2,0,2
Mattstetten,0,0,0,0,0,0,0,0,0,2
Moosseedorf,0,0,0,20,0,25,0,0,0,2
Münchenbuchsee,0,1,0,18,0,1,0,15,0,2
Urtenen-Schönbühl,0,7,0,19,0,1,0,11,0,2
Utzenstorf,0,1,0,40,0,1,0,0,0,2
Wiggiswil,0,0,0,0,0,0,0,0,0,2
Wiler bei Utzenstorf,0,0,1,9,0,0,0,1,2,2
Zielebach,0,1,0,1,0,0,0,0,0,2
Zuzwil (BE),0,0,0,1,0,0,0,0,0,2
Adelboden,1,6,4,6,0,0,0,1,1,2
Aeschi bei Spiez,0,3,0,31,0,0,0,2,0,2
Frutigen,0,5,5,53,0,0,0,13,6,2
Kandergrund,0,1,0,3,0,0,0,0,0,2
Kandersteg,0,4,3,7,0,0,0,4,0,2
Krattigen,0,4,0,11,0,0,0,0,0,2
Reichenbach im Kandertal,1,6,0,45,0,0,0,0,3,2
Beatenberg,1,7,5,3,0,0,0,0,0,2
Bönigen,0,0,1,8,0,9,0,0,1,2
Brienz (BE),0,12,1,27,0,0,1,1,1,2
Brienzwiler,0,0,0,1,0,0,0,0,0,2
Därligen,0,0,0,7,0,0,0,0,0,2
Grindelwald,0,31,4,15,0,0,1,13,0,2
Gsteigwiler,0,0,0,2,0,0,0,2,0,2
Gündlischwand,0,1,0,2,1,0,0,0,2,2
Habkern,0,2,0,0,0,0,0,0,0,2
Hofstetten bei Brienz,1,0,0,7,0,0,0,1,0,2
Interlaken,0,0,1,5,0,6,0,7,0,2
Iseltwald,0,0,0,3,0,0,0,0,0,2
Lauterbrunnen,0,9,4,7,0,0,0,0,1,2
Leissigen,0,5,0,10,0,0,0,0,0,2
Lütschental,0,0,0,0,0,0,0,0,0,2
Matten bei Interlaken,0,0,2,14,1,13,0,7,0,2
Niederried bei Interlaken,0,0,1,4,0,0,0,0,0,2
Oberried am Brienzersee,0,0,0,5,0,0,0,0,0,2
Ringgenberg (BE),0,1,2,14,0,0,0,0,1,2
Saxeten,0,0,0,0,0,0,0,0,0,2
Schwanden bei Brienz,0,2,0,4,0,0,0,0,0,2
Unterseen,0,1,1,14,1,2,0,15,2,2
Wilderswil,0,0,1,26,0,0,0,3,0,2
Arni (BE),0,0,0,2,0,0,0,0,0,2
Biglen,1,0,0,22,0,0,0,0,0,2
Bowil,0,0,0,6,0,0,0,1,0,2
Brenzikofen,0,1,0,1,0,0,0,0,0,2
Freimettigen,0,0,0,12,0,0,0,0,0,2
Grosshöchstetten,0,6,0,38,0,0,0,0,4,2
Häutligen,0,0,0,4,0,0,0,0,0,2
Herbligen,0,0,2,9,0,0,0,0,0,2
Kiesen,0,1,0,17,0,0,0,0,0,2
Konolfingen,1,1,0,62,0,0,0,0,0,2
Landiswil,0,0,1,1,0,0,0,0,0,2
Linden,0,1,0,4,0,0,0,7,0,2
Mirchel,0,2,0,3,0,0,0,0,0,2
Münsingen,0,2,1,22,0,0,0,16,0,2
Niederhünigen,1,1,0,4,0,0,0,0,0,2
Oberdiessbach,0,7,0,23,0,0,0,2,0,2
Oberthal,0,1,0,0,0,0,0,0,0,2
Oppligen,0,2,0,3,0,0,0,0,0,2
Rubigen,0,0,0,21,0,0,0,0,0,2
Walkringen,0,2,2,5,1,0,0,1,0,2
Worb,0,2,1,19,0,0,0,0,0,2
Zäziwil,0,1,0,9,0,0,0,0,0,2
Oberhünigen,0,0,0,0,0,0,0,0,0,2
Allmendingen,0,0,0,6,0,0,0,0,0,2
Wichtrach,2,0,0,30,0,0,0,0,0,2
Ferenbalm,0,1,0,2,0,0,0,0,0,2
Frauenkappelen,0,0,0,1,0,0,0,0,0,2
Gurbrü,0,1,0,0,0,0,0,0,0,2
Kriechenwil,0,2,0,3,0,0,0,0,0,2
Laupen,1,13,4,4,0,0,0,6,0,2
Mühleberg,0,1,4,34,0,0,0,0,1,2
Münchenwiler,0,0,0,12,0,0,0,0,0,2
Neuenegg,0,12,1,50,0,1,0,0,0,2
Wileroltigen,0,0,0,2,0,0,0,0,0,2
Belprahon,0,0,0,2,0,0,0,0,0,2
Champoz,0,0,0,2,0,0,0,0,0,2
Corcelles (BE),0,0,0,1,0,0,0,0,0,2
Court,0,2,0,9,0,0,0,0,0,2
Crémines,0,0,1,1,0,0,0,0,1,2
Eschert,0,0,0,1,0,0,0,0,1,2
Grandval,0,0,0,15,0,0,0,0,0,2
Loveresse,0,0,0,5,0,0,0,0,0,2
Perrefitte,0,0,1,0,0,0,0,0,0,2
Reconvilier,1,1,0,11,0,0,0,1,1,2
Roches (BE),0,0,0,0,0,0,0,0,0,2
Saicourt,0,2,0,5,1,0,0,0,0,2
Saules (BE),0,0,0,0,0,0,0,1,0,2
Schelten,0,0,0,0,0,0,0,0,0,2
Seehof,0,1,0,0,0,0,0,0,0,2
Sorvilier,0,1,0,4,0,0,0,0,0,2
Tavannes,0,2,1,26,0,0,0,0,0,2
Rebévelier,0,0,0,0,0,0,0,0,0,2
Petit-Val,0,1,0,1,0,0,0,0,0,2
Valbirse,0,2,0,33,0,0,0,1,1,2
La Neuveville,0,2,2,9,0,0,0,0,0,2
Nods,1,1,0,4,0,0,0,0,0,2
Plateau de Diesse,0,3,1,14,0,2,0,0,1,2
Aegerten,0,0,2,19,0,0,0,0,0,2
Bellmund,0,0,0,30,0,0,0,0,5,2
Brügg,0,2,0,3,0,0,0,4,0,2
Bühl,0,0,0,7,0,0,0,0,0,2
Epsach,0,0,0,3,0,0,0,0,0,2
Hagneck,0,2,0,0,0,0,0,0,0,2
Hermrigen,0,1,0,9,0,0,0,0,0,2
Jens,1,0,0,5,0,0,0,0,1,2
Ipsach,0,0,0,11,0,3,0,0,0,2
Ligerz,0,0,0,1,0,0,0,0,0,2
Merzligen,0,0,0,3,0,0,0,0,0,2
Mörigen,0,0,3,6,0,0,0,0,0,2
Nidau,1,1,0,2,0,3,0,0,0,2
Orpund,0,1,0,8,0,0,0,0,1,2
Port,0,3,0,22,0,7,0,2,0,2
Safnern,0,3,0,12,0,2,0,0,0,2
Scheuren,0,0,1,7,0,0,0,0,1,2
Schwadernau,0,0,2,2,0,0,0,0,0,2
Studen (BE),0,3,1,13,0,6,0,0,0,2
Sutz-Lattrigen,0,0,2,7,0,0,0,0,7,2
Täuffelen,0,0,0,27,0,0,0,0,4,2
Walperswil,0,1,0,20,0,0,0,0,0,2
Worben,0,2,0,12,0,0,0,0,0,2
Twann-Tüscherz,0,0,2,11,0,2,0,0,0,2
Därstetten,0,1,0,6,0,0,0,2,0,2
Diemtigen,0,10,0,25,0,0,0,1,0,2
Erlenbach im Simmental,0,1,1,11,1,0,0,5,0,2
Oberwil im Simmental,0,1,0,2,0,0,0,1,0,2
Reutigen,1,0,0,5,3,0,0,7,1,2
Spiez,0,6,1,43,0,0,0,2,0,2
Wimmis,0,1,1,13,0,0,0,1,0,2
Stocken-Höfen,1,1,1,10,0,0,0,0,0,2
Guttannen,0,0,0,0,0,0,0,0,0,2
Hasliberg,0,5,6,11,0,0,0,0,0,2
Innertkirchen,0,2,1,9,0,0,1,0,1,2
Meiringen,1,10,2,26,0,0,0,1,2,2
Schattenhalb,0,1,0,3,0,0,0,0,0,2
Boltigen,0,0,0,1,0,0,0,0,1,2
Lenk,0,10,7,32,1,1,0,2,0,2
St. Stephan,0,1,0,8,0,0,0,3,0,2
Zweisimmen,2,6,0,25,0,2,0,2,0,2
Gsteig,0,5,1,3,0,10,0,4,0,2
Lauenen,0,8,2,1,0,0,0,1,0,2
Saanen,1,34,7,26,0,7,0,36,2,2
Guggisberg,0,1,1,2,0,0,0,2,0,2
Rüschegg,0,1,0,4,0,0,0,3,0,2
Schwarzenburg,1,7,0,42,0,0,0,21,0,2
Belp,0,40,1,41,0,0,0,6,0,2
Burgistein,0,0,0,4,0,0,0,6,0,2
Gerzensee,0,1,0,10,0,0,0,2,0,2
Gurzelen,0,0,1,9,0,0,0,0,0,2
Jaberg,0,0,0,0,0,0,0,0,0,2
Kaufdorf,0,0,0,3,0,0,0,0,0,2
Kehrsatz,1,0,1,9,0,0,0,0,0,2
Kirchdorf (BE),0,2,0,60,1,0,0,2,2,2
Niedermuhlern,0,0,0,0,0,0,0,0,0,2
Riggisberg,0,1,0,13,1,0,0,3,0,2
Rüeggisberg,0,2,1,2,0,0,0,1,0,2
Seftigen,0,0,1,9,0,0,0,0,0,2
Toffen,0,0,0,15,0,0,0,0,2,2
Uttigen,0,0,0,22,0,0,0,0,1,2
Wattenwil,0,2,2,13,0,0,0,9,3,2
Wald (BE),0,1,0,7,0,0,0,0,2,2
Thurnen,0,0,0,8,0,0,0,1,0,2
Eggiwil,0,1,5,6,0,0,0,1,0,2
Langnau im Emmental,0,2,0,31,0,0,0,8,0,2
Lauperswil,0,1,0,11,0,0,0,1,3,2
Röthenbach im Emmental,0,1,0,2,0,0,0,0,0,2
Rüderswil,3,1,0,19,0,0,0,0,0,2
Schangnau,0,2,0,1,0,0,0,2,0,2
Signau,0,4,1,12,0,0,0,1,0,2
Trub,0,2,1,4,0,0,0,0,0,2
Trubschachen,0,1,0,5,0,0,0,0,0,2
Amsoldingen,0,0,0,10,0,0,0,0,0,2
Blumenstein,0,0,4,6,0,0,0,0,0,2
Buchholterberg,0,1,1,4,0,0,0,0,0,2
Eriz,0,1,0,1,0,0,0,0,0,2
Fahrni,0,3,0,20,0,0,0,0,1,2
Heiligenschwendi,0,0,0,8,0,0,0,0,0,2
Heimberg,0,0,0,43,1,0,0,3,0,2
Hilterfingen,0,0,1,15,2,1,0,1,1,2
Homberg,0,0,0,1,0,0,0,0,0,2
Horrenbach-Buchen,0,0,0,0,0,0,0,0,0,2
Oberhofen am Thunersee,0,0,0,14,1,1,0,0,0,2
Oberlangenegg,0,1,0,1,0,0,0,1,0,2
Pohlern,0,0,0,0,0,0,0,0,0,2
Sigriswil,0,5,2,47,1,0,0,0,4,2
Steffisburg,0,2,0,59,0,4,0,18,0,2
Teuffenthal (BE),0,0,0,1,0,0,0,0,0,2
Thierachern,0,0,1,29,0,0,0,0,0,2
Thun,1,7,0,123,0,21,2,19,0,2
Uebeschi,0,1,0,1,0,0,0,0,0,2
Uetendorf,0,3,1,18,0,0,0,12,1,2
Unterlangenegg,0,0,0,12,0,0,0,0,0,2
Wachseldorn,0,0,0,3,0,0,0,0,0,2
Forst-Längenbühl,1,0,1,8,1,0,0,0,2,2
Affoltern im Emmental,0,4,0,3,0,0,0,2,0,2
Dürrenroth,0,0,0,6,0,0,1,1,0,2
Eriswil,0,2,0,3,0,0,0,0,0,2
Huttwil,1,3,1,34,0,0,0,0,0,2
Lützelflüh,0,2,0,25,0,0,0,3,0,2
Rüegsau,0,0,2,27,2,0,0,0,2,2
Sumiswald,1,0,0,17,0,0,0,33,0,2
Trachselwald,0,2,0,0,0,0,0,0,0,2
Walterswil (BE),1,1,0,7,1,0,0,1,0,2
Wyssachen,0,0,0,3,0,0,0,0,0,2
Attiswil,0,2,1,14,0,1,0,0,3,2
Berken,0,0,0,0,0,0,0,0,0,2
Bettenhausen,0,1,0,3,0,2,0,0,0,2
Farnern,1,0,0,0,0,0,0,0,1,2
Graben,0,0,0,0,0,0,0,0,1,2
Heimenhausen,0,0,0,23,0,1,0,0,1,2
Herzogenbuchsee,0,2,0,25,0,16,0,0,2,2
Inkwil,0,0,1,7,0,0,0,0,0,2
Niederbipp,1,1,2,50,0,3,2,4,1,2
Niederönz,0,0,0,13,0,5,0,1,0,2
Oberbipp,1,2,1,21,0,0,0,0,0,2
Ochlenberg,0,1,0,1,0,0,0,1,0,2
Rumisberg,0,0,0,1,0,0,0,0,4,2
Seeberg,1,4,0,20,1,0,0,2,2,2
Thörigen,0,1,0,7,0,2,0,0,3,2
Walliswil bei Niederbipp,0,0,0,1,0,0,0,0,0,2
Walliswil bei Wangen,0,1,1,6,0,0,0,1,0,2
Wangen an der Aare,0,1,1,33,0,0,0,17,0,2
Wiedlisbach,0,1,2,20,0,0,0,6,2,2
Doppleschwand,0,2,0,7,0,0,0,0,0,3
Entlebuch,0,5,2,19,0,0,0,11,0,3
Flühli,0,4,1,33,1,0,0,0,1,3
Hasle (LU),0,3,1,22,0,0,0,0,0,3
Romoos,0,1,0,2,0,0,0,0,0,3
Schüpfheim,0,16,1,45,0,0,0,1,0,3
Werthenstein,0,2,0,14,0,0,0,0,0,3
Escholzmatt-Marbach,0,20,0,19,0,0,0,5,0,3
Aesch (LU),0,1,0,39,0,1,0,0,1,3
Ballwil,0,3,0,31,0,0,0,0,0,3
Emmen,1,4,3,135,0,8,0,6,0,3
Ermensee,0,0,0,18,3,0,0,0,0,3
Eschenbach (LU),0,14,1,27,0,0,0,0,0,3
Hitzkirch,0,4,8,118,1,1,0,15,0,3
Hochdorf,0,2,0,116,2,1,0,1,0,3
Hohenrain,0,5,7,48,0,0,0,2,0,3
