,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Gondiswil,0,3,5,1,0,0,0,0,0,2
Langenthal,0,9,127,37,0,129,0,1,4,2
Lotzwil,0,1,37,3,0,15,0,0,1,2
Madiswil,0,17,39,13,0,1,0,1,3,2
Melchnau,0,1,21,2,0,0,0,12,0,2
Oeschenbach,0,4,2,0,0,0,0,0,1,2
Reisiswil,0,0,2,0,0,0,0,0,0,2
Roggwil (BE),0,7,73,14,0,0,0,0,1,2
Rohrbach,0,2,25,9,0,0,0,0,1,2
Rohrbachgraben,1,1,4,2,0,0,0,1,0,2
Rütschelen,0,2,10,2,1,0,0,0,1,2
Schwarzhäusern,0,1,10,2,0,0,0,0,0,2
Thunstetten,0,4,60,19,0,16,0,0,3,2
Ursenbach,0,3,15,0,0,0,0,1,3,2
Wynau,0,1,33,1,0,0,0,0,0,2
Bern,0,17,485,45,0,273,0,91,5,2
Bolligen,0,9,200,37,0,0,0,39,7,2
Bremgarten bei Bern,0,4,163,24,0,4,0,0,5,2
Kirchlindach,2,8,52,17,0,0,0,36,1,2
Köniz,0,24,461,112,0,30,1,2,11,2
Muri bei Bern,0,0,172,13,0,51,0,2,5,2
Oberbalm,0,8,7,1,0,0,0,0,2,2
Stettlen,0,2,61,11,0,0,0,1,3,2
Vechigen,0,19,138,23,1,0,0,0,4,2
Wohlen bei Bern,1,28,159,32,0,0,0,13,4,2
Zollikofen,0,4,187,29,1,18,0,11,4,2
Ittigen,0,7,182,12,0,33,0,1,5,2
Ostermundigen,0,5,230,12,0,39,0,6,1,2
Biel/Bienne,0,9,331,20,0,175,0,18,3,2
Evilard,0,7,65,15,0,29,0,1,1,2
Arch,0,7,37,4,0,3,0,0,0,2
Büetigen,0,1,18,4,0,0,0,2,0,2
Büren an der Aare,0,7,84,9,1,14,0,0,0,2
Diessbach bei Büren,0,0,21,1,0,0,0,0,0,2
Dotzigen,0,1,24,3,0,1,0,1,1,2
Lengnau (BE),0,5,122,22,0,53,0,8,3,2
Leuzigen,0,3,32,6,0,0,0,0,0,2
Meienried,0,0,1,0,0,0,0,0,0,2
Meinisberg,0,1,53,8,0,0,0,0,1,2
Oberwil bei Büren,0,4,16,1,0,0,0,0,2,2
Pieterlen,0,4,61,9,0,0,0,5,3,2
Rüti bei Büren,0,2,38,3,0,1,0,0,0,2
Wengi,0,3,5,1,0,0,0,0,0,2
Aefligen,0,1,11,2,0,4,0,0,0,2
Alchenstorf,0,1,5,2,0,0,0,2,0,2
Bäriswil,0,0,29,4,0,0,0,0,0,2
Burgdorf,0,7,207,30,0,58,0,10,6,2
Ersigen,0,7,53,5,0,1,0,0,3,2
Hasle bei Burgdorf,0,6,45,5,0,0,0,0,2,2
Heimiswil,0,12,27,3,0,1,0,0,1,2
Hellsau,0,0,3,0,0,0,0,2,0,2
Hindelbank,0,8,51,3,0,0,0,2,1,2
Höchstetten,0,0,3,1,0,0,0,1,0,2
Kernenried,0,1,12,1,0,0,0,0,0,2
Kirchberg (BE),0,1,74,10,0,7,0,6,0,2
Koppigen,0,2,49,8,0,0,0,0,3,2
Krauchthal,0,9,61,8,0,0,0,1,1,2
Lyssach,1,3,24,6,1,1,0,0,0,2
Oberburg,0,15,36,7,0,3,0,0,0,2
Rüdtligen-Alchenflüh,0,1,40,5,0,3,0,1,0,2
Rumendingen,0,0,2,0,0,0,0,0,0,2
Rüti bei Lyssach,0,1,4,4,0,0,0,0,2,2
Willadingen,0,0,4,0,0,0,0,1,0,2
Wynigen,1,9,12,4,0,0,0,0,4,2
Corgémont,0,10,50,8,0,0,0,3,3,2
Cormoret,0,1,8,0,0,0,0,0,0,2
Cortébert,0,4,12,2,0,0,0,0,3,2
Courtelary,0,13,40,1,1,1,1,2,4,2
La Ferrière,0,5,16,1,1,0,1,0,1,2
Mont-Tramelan,0,5,0,0,0,0,0,0,1,2
Orvin,0,31,107,11,1,0,0,1,28,2
Renan (BE),0,6,10,2,0,2,0,8,0,2
Romont (BE),0,5,7,2,0,0,0,0,0,2
Saint-Imier,1,15,67,3,0,13,0,0,27,2
Sonceboz-Sombeval,0,2,36,4,0,0,0,0,0,2
Sonvilier,0,7,21,0,0,0,0,0,0,2
Tramelan,1,10,87,5,0,1,0,0,3,2
Villeret,0,0,25,0,0,0,1,1,0,2
Sauge,0,51,56,2,0,0,2,0,23,2
Péry-La Heutte,0,9,59,2,1,0,0,6,2,2
Brüttelen,0,1,8,4,0,0,0,0,1,2
Erlach,0,1,32,4,0,1,1,0,4,2
Finsterhennen,0,1,7,1,0,0,0,0,0,2
Gals,0,2,17,6,0,0,0,1,0,2
Gampelen,0,1,15,2,0,1,1,0,1,2
Ins,0,6,50,12,0,2,0,0,3,2
Lüscherz,0,3,21,5,0,0,1,0,8,2
Müntschemier,0,1,23,6,0,0,0,0,1,2
Siselen,0,1,15,4,0,0,0,0,0,2
Treiten,0,0,6,2,0,0,0,0,0,2
Tschugg,0,0,5,2,0,0,0,0,1,2
Vinelz,0,0,15,10,0,0,2,3,2,2
Bätterkinden,0,3,32,8,0,6,0,0,1,2
Deisswil bei Münchenbuchsee,0,0,0,1,0,0,0,0,0,2
Fraubrunnen,0,8,75,21,0,0,0,1,0,2
Jegenstorf,0,6,107,49,0,1,0,9,3,2
Iffwil,0,3,5,2,0,0,0,1,0,2
Mattstetten,0,1,24,6,0,0,0,0,0,2
Moosseedorf,0,5,52,8,0,18,0,0,2,2
Münchenbuchsee,0,3,189,11,0,9,0,15,2,2
Urtenen-Schönbühl,0,6,63,3,0,7,0,14,1,2
Utzenstorf,0,7,71,17,0,7,0,0,0,2
Wiggiswil,0,0,0,0,0,0,0,0,0,2
Wiler bei Utzenstorf,0,1,24,4,0,0,0,1,5,2
Zielebach,0,2,15,0,0,0,0,0,0,2
Zuzwil (BE),0,1,28,3,0,0,0,0,0,2
Adelboden,0,49,321,22,0,0,1,2,15,2
Aeschi bei Spiez,0,16,55,8,0,1,0,0,7,2
Frutigen,0,36,100,14,0,1,0,5,12,2
Kandergrund,0,6,10,1,0,0,0,0,2,2
Kandersteg,0,8,89,4,1,0,1,1,23,2
Krattigen,1,13,38,4,0,0,0,0,5,2
Reichenbach im Kandertal,0,166,69,14,1,2,0,0,10,2
Beatenberg,1,20,71,15,0,0,0,0,18,2
Bönigen,1,7,40,14,0,2,0,4,1,2
Brienz (BE),0,54,105,13,0,0,0,1,6,2
Brienzwiler,0,5,12,2,0,0,0,0,0,2
Därligen,0,4,7,2,0,0,0,0,0,2
Grindelwald,0,22,218,29,1,0,1,10,30,2
Gsteigwiler,0,2,8,1,0,0,1,0,1,2
Gündlischwand,0,18,3,1,0,0,0,0,2,2
Habkern,0,26,21,0,0,0,2,0,5,2
Hofstetten bei Brienz,0,10,15,2,0,0,1,0,0,2
Interlaken,0,2,68,5,0,12,0,3,1,2
Iseltwald,0,11,13,4,0,1,0,0,3,2
Lauterbrunnen,1,33,155,13,0,1,1,0,13,2
Leissigen,0,6,24,6,0,0,0,0,7,2
Lütschental,0,0,3,2,0,0,0,0,2,2
Matten bei Interlaken,0,3,51,12,0,8,0,4,0,2
Niederried bei Interlaken,0,5,13,3,0,0,0,0,2,2
Oberried am Brienzersee,0,4,14,3,0,0,0,0,0,2
Ringgenberg (BE),2,14,71,17,0,5,0,1,1,2
Saxeten,0,7,0,0,0,0,0,0,1,2
Schwanden bei Brienz,0,5,25,6,0,0,0,0,1,2
Unterseen,0,9,84,7,0,8,0,2,4,2
Wilderswil,0,6,47,10,0,0,0,0,2,2
Arni (BE),0,3,12,2,0,0,0,0,0,2
Biglen,0,1,38,5,0,1,0,0,0,2
Bowil,0,15,23,2,0,1,0,0,0,2
Brenzikofen,0,2,8,0,0,0,0,0,0,2
Freimettigen,0,2,4,0,0,0,0,0,1,2
Grosshöchstetten,0,3,75,15,0,0,0,0,4,2
Häutligen,0,1,3,1,0,0,0,0,0,2
Herbligen,0,1,5,1,0,0,0,0,0,2
Kiesen,0,2,14,1,0,0,0,0,0,2
Konolfingen,0,8,69,11,0,2,0,0,3,2
Landiswil,0,6,4,0,0,0,0,1,3,2
Linden,0,5,17,1,0,0,1,4,0,2
Mirchel,0,2,8,0,0,0,0,0,0,2
Münsingen,0,17,257,82,0,0,0,1,2,2
Niederhünigen,0,3,3,2,0,0,0,0,1,2
Oberdiessbach,0,5,57,25,0,0,0,0,2,2
Oberthal,0,12,3,2,0,0,0,0,2,2
Oppligen,0,1,7,2,0,0,0,0,0,2
Rubigen,0,1,86,8,0,1,0,0,5,2
Walkringen,0,12,25,2,0,0,0,1,1,2
Worb,0,14,272,43,0,0,0,37,7,2
Zäziwil,0,3,17,5,0,1,0,1,1,2
Oberhünigen,0,2,2,0,0,0,0,0,0,2
Allmendingen,0,0,7,1,0,0,0,0,0,2
Wichtrach,0,3,46,11,0,0,0,0,1,2
Ferenbalm,0,9,33,8,0,0,0,0,2,2
Frauenkappelen,0,2,42,7,0,1,0,1,2,2
Gurbrü,0,1,1,1,0,0,0,0,0,2
Kriechenwil,0,2,16,1,0,0,0,0,1,2
Laupen,0,3,60,2,0,0,0,0,2,2
Mühleberg,1,13,62,4,0,0,0,23,2,2
Münchenwiler,0,0,9,0,0,0,0,0,0,2
Neuenegg,0,21,93,20,1,0,0,1,2,2
Wileroltigen,0,1,5,0,0,0,0,0,0,2
Belprahon,0,6,22,2,0,0,1,0,4,2
Champoz,0,10,3,1,0,0,3,0,0,2
Corcelles (BE),0,1,7,0,0,0,0,0,0,2
Court,0,3,33,0,0,0,0,0,0,2
Crémines,0,6,13,0,0,0,0,0,0,2
Eschert,0,3,14,4,0,0,0,0,0,2
Grandval,0,3,10,1,0,0,0,0,2,2
Loveresse,0,1,6,0,0,0,0,0,0,2
Perrefitte,0,5,16,0,0,0,0,0,1,2
Reconvilier,0,1,80,11,0,0,0,3,2,2
Roches (BE),0,2,17,1,0,0,1,0,0,2
Saicourt,0,10,11,2,1,1,0,0,3,2
Saules (BE),0,3,7,3,0,0,0,0,4,2
Schelten,0,1,0,0,0,0,0,0,0,2
Seehof,0,3,0,0,0,0,0,0,0,2
Sorvilier,0,3,4,1,0,0,0,0,0,2
Tavannes,0,5,46,9,0,0,0,1,1,2
Rebévelier,0,2,2,0,0,0,0,0,0,2
Petit-Val,0,10,6,1,0,1,0,1,0,2
Valbirse,0,16,98,4,0,0,0,0,6,2
La Neuveville,0,3,96,19,0,0,0,3,3,2
Nods,0,16,29,2,2,5,0,2,3,2
Plateau de Diesse,0,17,78,13,0,0,0,0,8,2
Aegerten,0,0,44,9,0,0,0,0,3,2
Bellmund,0,1,51,10,0,0,0,0,1,2
Brügg,0,2,78,17,0,7,0,0,1,2
Bühl,0,2,9,0,0,0,0,0,0,2
Epsach,0,0,4,0,0,0,0,0,1,2
Hagneck,0,1,15,1,0,0,0,0,3,2
Hermrigen,0,0,3,1,0,0,0,0,0,2
Jens,0,0,23,6,0,0,0,0,0,2
Ipsach,0,6,45,11,0,12,0,0,3,2
Ligerz,0,1,11,4,0,0,1,0,1,2
Merzligen,0,1,18,3,0,0,0,0,2,2
Mörigen,0,2,42,5,0,1,0,0,3,2
Nidau,0,1,96,4,0,28,0,5,0,2
Orpund,0,2,76,22,0,7,0,0,0,2
Port,0,2,81,19,0,6,0,15,1,2
Safnern,0,4,65,10,0,4,0,2,0,2
Scheuren,0,3,3,1,0,0,0,0,0,2
Schwadernau,0,1,18,3,0,0,0,1,0,2
Studen (BE),0,4,60,5,0,0,0,0,1,2
Sutz-Lattrigen,0,5,25,9,0,0,0,0,11,2
Täuffelen,0,6,71,14,0,0,0,0,7,2
Walperswil,0,0,10,0,0,0,0,0,1,2
Worben,0,3,48,13,0,0,0,6,0,2
Twann-Tüscherz,0,8,23,9,0,0,1,0,6,2
Därstetten,0,6,11,3,0,0,0,3,0,2
Diemtigen,0,35,65,5,0,0,0,1,9,2
Erlenbach im Simmental,0,15,21,8,0,0,0,5,3,2
Oberwil im Simmental,0,16,8,2,0,0,0,0,3,2
Reutigen,0,4,22,3,0,0,0,4,0,2
Spiez,0,20,352,104,1,0,0,3,31,2
Wimmis,0,10,24,7,0,0,0,12,5,2
Stocken-Höfen,0,10,12,5,0,0,0,0,0,2
Guttannen,0,3,4,1,0,0,1,0,1,2
Hasliberg,1,37,71,23,0,0,0,1,2,2
Innertkirchen,1,24,17,7,0,0,0,0,2,2
Meiringen,0,40,136,19,0,0,1,12,3,2
Schattenhalb,0,10,14,0,0,0,0,2,1,2
Boltigen,0,20,22,1,0,0,0,0,6,2
Lenk,1,28,129,22,0,0,1,1,38,2
St. Stephan,0,11,21,1,0,0,0,0,4,2
Zweisimmen,0,21,64,16,0,0,0,6,17,2
Gsteig,0,5,36,0,0,3,0,1,0,2
Lauenen,0,23,31,4,0,1,0,1,14,2
Saanen,1,42,343,26,0,4,0,8,32,2
Guggisberg,0,22,27,0,0,0,0,2,5,2
Rüschegg,0,21,32,10,0,0,0,4,11,2
Schwarzenburg,0,28,77,21,0,0,0,15,2,2
Belp,0,8,187,18,0,0,0,0,6,2
Burgistein,0,7,26,6,0,1,0,0,2,2
Gerzensee,0,0,20,2,0,0,0,0,0,2
Gurzelen,0,2,23,4,0,0,0,0,0,2
Jaberg,0,3,3,0,0,0,0,0,0,2
Kaufdorf,0,1,16,4,0,0,0,0,1,2
Kehrsatz,1,2,133,29,0,0,0,0,8,2
Kirchdorf (BE),0,5,31,4,0,0,0,0,1,2
Niedermuhlern,0,4,9,0,0,0,0,0,0,2
Riggisberg,1,18,63,4,0,0,0,2,4,2
Rüeggisberg,0,13,35,7,0,0,2,0,4,2
Seftigen,0,6,45,11,0,0,0,0,2,2
Toffen,0,4,45,15,0,0,0,0,3,2
Uttigen,0,3,29,8,0,0,0,0,0,2
Wattenwil,0,20,46,3,0,0,0,1,4,2
Wald (BE),0,10,20,6,0,0,1,0,1,2
Thurnen,0,3,43,9,0,0,1,0,0,2
Eggiwil,0,41,14,1,0,0,0,0,4,2
Langnau im Emmental,0,39,73,22,0,0,0,4,6,2
Lauperswil,0,12,29,2,0,0,0,3,4,2
Röthenbach im Emmental,0,13,10,2,1,0,0,0,2,2
Rüderswil,0,10,21,0,0,0,0,0,1,2
Schangnau,0,10,14,2,0,0,0,0,2,2
Signau,0,20,24,4,0,0,0,0,2,2
Trub,0,7,8,2,0,0,0,0,0,2
Trubschachen,0,6,16,0,0,0,0,0,2,2
Amsoldingen,0,2,18,3,0,1,0,0,0,2
Blumenstein,0,7,16,2,0,0,0,1,0,2
Buchholterberg,0,7,14,2,0,0,0,0,5,2
Eriz,0,12,15,2,0,0,0,2,5,2
Fahrni,0,2,2,3,0,1,0,0,0,2
Heiligenschwendi,0,5,9,1,0,0,0,0,0,2
Heimberg,0,7,100,14,0,0,0,2,0,2
Hilterfingen,0,9,97,12,1,21,0,0,6,2
Homberg,0,1,2,0,0,0,0,0,0,2
Horrenbach-Buchen,0,3,3,0,0,0,0,0,0,2
Oberhofen am Thunersee,0,2,72,11,0,8,2,0,5,2
Oberlangenegg,0,7,3,0,0,1,0,0,2,2
Pohlern,0,2,3,2,0,0,0,0,0,2
Sigriswil,1,29,150,36,4,1,1,1,7,2
Steffisburg,1,11,225,32,0,69,0,7,2,2
Teuffenthal (BE),0,1,0,0,0,0,0,0,0,2
Thierachern,0,6,51,5,0,0,0,0,4,2
Thun,1,20,637,76,1,188,1,6,5,2
Uebeschi,0,3,13,2,0,0,0,0,1,2
Uetendorf,0,4,81,24,0,0,0,7,1,2
Unterlangenegg,0,5,10,1,0,0,0,2,2,2
Wachseldorn,0,2,2,0,0,0,0,0,0,2
Forst-Längenbühl,2,1,6,2,0,2,0,0,0,2
Affoltern im Emmental,1,7,22,2,0,0,0,1,2,2
Dürrenroth,0,5,13,2,0,0,0,0,0,2
Eriswil,0,10,15,0,0,0,0,0,3,2
Huttwil,0,20,72,28,1,0,0,25,1,2
Lützelflüh,1,16,72,8,0,1,0,4,3,2
Rüegsau,0,9,32,7,0,0,0,0,3,2
Sumiswald,1,21,55,5,0,0,1,23,4,2
Trachselwald,0,3,12,0,0,0,0,0,1,2
Walterswil (BE),0,2,2,0,0,0,0,0,0,2
Wyssachen,0,3,24,1,0,1,0,0,0,2
Attiswil,0,4,51,11,0,0,0,0,0,2
Berken,0,0,0,0,0,0,0,0,0,2
Bettenhausen,0,5,10,2,0,2,0,0,0,2
Farnern,0,6,10,1,0,0,0,0,4,2
Graben,0,4,5,2,1,0,0,0,1,2
Heimenhausen,0,5,25,3,0,0,0,0,0,2
Herzogenbuchsee,0,5,106,33,0,60,0,0,7,2
Inkwil,0,1,24,4,1,0,0,0,2,2
Niederbipp,0,8,83,17,0,4,1,0,3,2
Niederönz,0,2,29,8,0,10,0,0,1,2
Oberbipp,0,4,20,10,0,0,0,0,1,2
Ochlenberg,0,5,6,1,0,0,0,0,1,2
Rumisberg,0,3,25,5,0,0,0,0,5,2
Seeberg,0,8,21,5,1,0,0,0,1,2
Thörigen,0,2,21,2,0,7,0,0,0,2
Walliswil bei Niederbipp,0,1,5,0,0,0,0,0,0,2
Walliswil bei Wangen,0,3,17,4,0,0,0,0,2,2
Wangen an der Aare,1,6,59,17,0,0,0,2,0,2
Wiedlisbach,0,0,63,18,0,1,0,2,2,2
Doppleschwand,0,3,5,0,0,0,0,0,0,3
Entlebuch,0,21,35,10,1,0,0,2,7,3
Flühli,0,34,115,22,0,0,0,1,54,3
Hasle (LU),0,9,20,6,0,0,0,4,3,3
Romoos,0,6,3,2,0,0,0,1,1,3
Schüpfheim,0,14,51,13,0,1,0,5,0,3
Werthenstein,0,4,18,7,0,0,0,2,0,3
Escholzmatt-Marbach,1,28,28,8,0,0,0,14,1,3
Aesch (LU),0,7,12,8,0,0,0,4,4,3
Ballwil,0,6,12,0,0,0,0,4,0,3
Emmen,0,9,206,36,0,21,0,18,2,3
Ermensee,0,1,9,0,0,0,0,0,0,3
Eschenbach (LU),0,2,37,8,0,0,0,4,0,3
Hitzkirch,0,13,55,17,0,0,1,3,18,3
Hochdorf,0,10,95,46,1,8,0,0,1,3
Hohenrain,0,9,15,1,1,0,0,0,0,3
