,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Hüntwangen,0,0,5,32,0,0,0,0,0,1
Kloten,0,0,71,17,0,0,0,0,0,1
Lufingen,0,0,3,89,0,0,0,0,0,1
Nürensdorf,0,4,13,55,0,0,0,0,0,1
Oberembrach,0,6,3,8,0,0,0,0,0,1
Opfikon,0,0,2,33,0,37,0,0,0,1
Rafz,0,1,11,33,0,0,0,30,2,1
Rorbas,0,0,5,6,0,0,0,0,7,1
Wallisellen,0,3,10,22,0,38,2,7,1,1
Wasterkingen,0,0,0,6,0,0,0,0,0,1
Wil (ZH),0,1,2,8,0,0,0,0,0,1
Winkel,0,0,6,46,0,0,0,0,0,1
Bachs,0,1,0,0,0,0,0,0,0,1
Boppelsen,0,2,2,27,0,0,0,0,1,1
Buchs (ZH),0,0,6,28,0,83,0,0,2,1
Dällikon,0,0,0,27,0,3,0,1,0,1
Dänikon,0,0,7,12,0,0,0,0,0,1
Dielsdorf,0,0,16,26,0,0,0,0,0,1
Hüttikon,0,0,6,5,0,0,0,0,0,1
Neerach,0,0,26,27,0,0,0,0,0,1
Niederglatt,1,1,20,47,0,4,0,0,0,1
Niederhasli,0,1,63,18,4,0,0,0,0,1
Niederweningen,0,0,8,26,0,0,0,0,0,1
Oberglatt,0,1,68,38,0,0,0,0,2,1
Oberweningen,0,0,13,33,0,0,0,0,0,1
Otelfingen,0,2,28,14,0,0,0,0,1,1
Regensberg,0,0,0,2,0,0,0,0,0,1
Regensdorf,0,4,20,63,0,51,0,0,0,1
Rümlang,0,1,1,12,0,12,0,14,0,1
Schleinikon,0,0,12,1,0,0,0,0,0,1
Schöfflisdorf,0,0,1,20,0,0,0,0,3,1
Stadel,0,0,10,15,0,0,0,0,0,1
Steinmaur,0,0,9,51,0,1,0,0,0,1
Weiach,0,1,2,5,0,0,0,4,0,1
Bäretswil,0,4,18,25,0,0,0,0,2,1
Bubikon,0,2,3,43,0,65,0,0,3,1
Dürnten,0,1,3,32,1,28,1,0,0,1
Fischenthal,1,0,6,3,0,0,0,0,1,1
Gossau (ZH),0,4,24,65,0,2,0,0,0,1
Grüningen,0,1,8,8,0,0,0,0,2,1
Hinwil,0,3,20,27,0,99,0,5,0,1
Rüti (ZH),0,2,1,37,0,55,0,0,14,1
Seegräben,0,0,0,1,0,1,0,0,1,1
Wald (ZH),0,6,14,54,2,0,0,1,0,1
Wetzikon (ZH),3,6,17,128,0,181,0,0,4,1
Adliswil,0,1,10,28,0,17,1,1,0,1
Kilchberg (ZH),0,1,2,13,0,22,0,0,0,1
Langnau am Albis,0,2,2,62,0,17,2,0,1,1
Oberrieden,0,0,1,22,0,32,0,0,0,1
Richterswil,0,0,7,32,0,192,0,16,3,1
Rüschlikon,0,0,0,20,1,23,0,0,8,1
Thalwil,0,2,4,37,0,54,0,2,0,1
Erlenbach (ZH),0,0,4,32,0,70,0,0,0,1
Herrliberg,1,2,16,7,0,36,0,0,3,1
Hombrechtikon,0,18,17,119,0,0,0,1,0,1
Küsnacht (ZH),0,4,16,37,0,67,0,1,0,1
Männedorf,0,4,0,84,0,131,0,0,1,1
Meilen,0,4,24,43,0,54,0,1,0,1
Oetwil am See,0,3,25,25,0,0,0,0,0,1
Stäfa,0,4,26,88,3,86,0,0,3,1
Uetikon am See,0,0,4,43,0,19,0,0,0,1
Zumikon,1,5,20,41,0,0,1,0,0,1
Zollikon,0,0,11,37,0,41,0,0,0,1
Fehraltorf,0,2,28,25,0,7,0,0,1,1
Hittnau,0,4,19,55,0,0,0,0,3,1
Lindau,0,1,12,58,0,0,0,2,1,1
Pfäffikon,0,16,29,29,0,0,1,26,1,1
Russikon,0,2,4,36,0,0,0,0,0,1
Weisslingen,0,3,45,45,0,0,0,0,0,1
Wila,0,0,1,11,0,0,0,4,0,1
Wildberg,0,3,1,3,0,0,0,0,0,1
Dübendorf,0,3,5,29,0,106,2,11,0,1
Egg,0,0,82,21,3,0,0,1,1,1
Fällanden,0,0,0,35,0,57,0,0,0,1
Greifensee,0,0,1,17,0,0,0,0,1,1
Maur,0,3,55,47,0,6,0,0,3,1
Mönchaltorf,0,1,5,28,0,0,0,0,1,1
Schwerzenbach,0,0,4,4,0,5,0,0,0,1
Uster,1,5,12,78,0,248,0,1,0,1
Volketswil,0,1,9,53,0,111,0,0,0,1
Wangen-Brüttisellen,1,0,8,41,2,48,0,8,1,1
Altikon,0,1,7,4,0,0,0,0,0,1
Brütten,0,0,4,16,0,1,0,0,0,1
Dägerlen,0,0,2,33,0,0,0,0,0,1
Dättlikon,0,0,7,4,0,0,0,13,1,1
Dinhard,0,0,11,20,0,0,0,0,0,1
Ellikon an der Thur,0,0,9,11,0,0,0,0,0,1
Elsau,0,4,1,44,0,0,0,0,0,1
Hagenbuch,0,0,0,12,0,0,0,0,0,1
Hettlingen,0,18,14,43,0,0,0,4,0,1
Neftenbach,0,4,10,45,0,1,0,1,0,1
Pfungen,0,0,18,13,0,13,0,0,0,1
Rickenbach (ZH),0,1,27,41,0,0,0,0,0,1
Schlatt (ZH),0,0,0,15,0,0,0,0,0,1
Seuzach,0,2,12,40,0,0,0,0,5,1
Turbenthal,0,0,11,3,0,0,0,0,0,1
Winterthur,0,5,20,244,0,121,0,150,1,1
Zell (ZH),0,4,10,36,0,0,0,0,0,1
Aesch (ZH),0,4,0,11,0,0,0,0,0,1
Birmensdorf (ZH),0,0,7,23,4,0,0,0,0,1
Dietikon,0,0,23,50,0,41,0,2,0,1
Geroldswil,0,0,0,21,0,5,0,0,0,1
Oberengstringen,1,0,2,11,0,15,0,0,0,1
Oetwil an der Limmat,0,2,0,8,0,0,0,0,0,1
Schlieren,0,1,9,2,0,29,0,1,0,1
Uitikon,0,0,16,23,3,0,0,0,0,1
Unterengstringen,0,0,2,10,0,4,0,3,0,1
Urdorf,0,1,7,8,0,4,0,0,0,1
Weiningen (ZH),0,0,4,6,0,1,0,0,0,1
Zürich,0,4,12,63,42,262,0,336,0,1
Andelfingen,0,1,9,25,0,0,0,1,0,1
Stammheim,0,7,4,17,0,1,0,7,0,1
Wädenswil,0,2,4,102,3,63,0,1,0,1
Elgg,0,2,2,22,0,0,0,15,0,1
Horgen,0,0,12,77,0,68,0,40,2,1
Illnau-Effretikon,0,10,26,126,0,6,0,1,0,1
Bauma,0,4,1,12,1,0,0,0,1,1
Wiesendangen,0,19,6,52,0,29,0,0,0,1
Aarberg,0,0,10,16,0,6,0,0,3,2
Bargen (BE),0,0,9,2,0,0,0,0,0,2
Grossaffoltern,0,4,9,10,3,0,0,0,1,2
Kallnach,0,2,20,10,0,0,0,0,0,2
Kappelen,0,2,9,16,0,0,0,0,0,2
Lyss,0,2,10,37,2,84,0,5,22,2
Meikirch,0,6,2,3,0,0,0,0,1,2
Radelfingen,0,2,2,6,1,0,0,0,1,2
Rapperswil (BE),0,4,40,23,0,0,0,1,0,2
Schüpfen,0,2,16,9,0,2,0,1,1,2
Seedorf (BE),0,5,17,6,0,0,0,0,3,2
Aarwangen,0,1,19,29,0,2,0,1,1,2
Auswil,0,0,1,2,0,0,0,0,0,2
Bannwil,0,2,1,6,0,0,0,0,0,2
Bleienbach,0,0,5,2,0,0,0,0,0,2
Busswil bei Melchnau,0,0,1,3,0,0,0,0,0,2
Gondiswil,0,1,1,6,0,0,0,0,1,2
Langenthal,0,2,4,15,0,82,0,0,2,2
Lotzwil,0,0,1,4,0,31,0,0,0,2
Madiswil,0,2,11,17,0,7,0,0,0,2
Melchnau,0,0,5,5,0,0,0,2,0,2
Oeschenbach,0,1,1,0,0,0,0,0,0,2
Reisiswil,0,0,0,0,0,0,0,0,0,2
Roggwil (BE),1,3,20,31,0,0,0,2,0,2
Rohrbach,0,1,7,6,0,0,0,0,0,2
Rohrbachgraben,0,1,1,1,0,0,0,0,0,2
Rütschelen,0,2,2,1,0,0,0,0,0,2
Schwarzhäusern,0,0,1,5,0,0,0,0,0,2
Thunstetten,1,1,3,15,0,0,0,0,0,2
Ursenbach,0,2,4,2,0,0,0,0,0,2
Wynau,0,0,6,3,0,0,0,0,0,2
Bern,0,33,22,56,0,51,0,13,0,2
Bolligen,0,2,10,49,0,0,0,45,0,2
Bremgarten bei Bern,0,1,10,15,1,0,0,2,1,2
Kirchlindach,0,0,1,1,0,2,0,0,0,2
Köniz,1,3,69,102,0,41,0,9,1,2
Muri bei Bern,0,0,3,3,0,46,0,4,0,2
Oberbalm,0,4,3,3,0,0,0,0,0,2
Stettlen,0,0,49,26,0,0,0,0,5,2
Vechigen,0,1,40,27,4,0,0,0,10,2
Wohlen bei Bern,0,0,26,64,3,0,0,4,3,2
Zollikofen,0,3,9,16,2,35,0,2,0,2
Ittigen,0,1,10,11,0,11,0,0,2,2
Ostermundigen,0,1,2,2,0,16,0,1,4,2
Biel/Bienne,1,5,2,20,0,123,0,2,0,2
Evilard,0,1,2,9,0,6,0,0,4,2
Arch,0,2,5,0,0,2,0,0,0,2
Büetigen,0,0,7,9,0,1,0,1,1,2
Büren an der Aare,0,0,12,10,0,18,0,1,5,2
Diessbach bei Büren,0,1,4,4,0,0,0,0,0,2
Dotzigen,0,0,6,7,0,0,0,1,2,2
Lengnau (BE),0,0,1,11,0,31,0,0,0,2
Leuzigen,0,1,13,4,0,0,0,0,0,2
Meienried,0,0,0,0,0,0,0,0,0,2
Meinisberg,0,1,14,10,1,0,0,0,3,2
Oberwil bei Büren,0,0,7,4,0,0,0,0,0,2
Pieterlen,0,1,16,15,0,1,0,0,0,2
Rüti bei Büren,0,0,2,3,0,0,0,0,0,2
Wengi,1,2,2,9,0,1,0,1,0,2
Aefligen,0,0,1,3,0,4,0,0,0,2
Alchenstorf,0,2,0,0,0,0,0,1,0,2
Bäriswil,0,0,9,12,1,0,0,0,0,2
Burgdorf,2,4,3,43,0,119,0,1,0,2
Ersigen,0,5,8,10,0,1,0,0,5,2
Hasle bei Burgdorf,0,12,7,6,0,0,0,1,3,2
Heimiswil,1,8,7,8,0,1,0,0,4,2
Hellsau,0,0,1,2,0,0,0,0,0,2
Hindelbank,0,0,23,18,0,0,0,0,0,2
Höchstetten,0,0,0,3,0,0,0,0,0,2
Kernenried,0,0,1,1,0,0,0,0,0,2
Kirchberg (BE),0,1,15,22,0,63,0,4,5,2
Koppigen,0,1,18,20,0,0,0,0,1,2
Krauchthal,0,0,6,23,0,0,0,0,1,2
Lyssach,1,0,0,4,0,8,0,3,1,2
Oberburg,0,4,0,2,0,17,0,0,0,2
Rüdtligen-Alchenflüh,0,0,3,8,0,7,0,0,1,2
Rumendingen,0,0,0,0,0,0,0,0,0,2
Rüti bei Lyssach,0,0,1,0,0,0,0,0,0,2
Willadingen,0,1,1,2,0,0,0,0,0,2
Wynigen,0,7,4,8,0,0,0,0,0,2
Corgémont,0,2,8,4,0,0,0,0,0,2
Cormoret,0,0,1,0,0,0,0,0,0,2
Cortébert,0,0,4,4,0,0,0,0,0,2
Courtelary,0,1,4,17,2,0,0,0,0,2
La Ferrière,0,3,3,1,0,1,0,0,1,2
Mont-Tramelan,0,0,0,0,0,0,0,0,0,2
Orvin,0,0,12,5,0,0,0,0,0,2
Renan (BE),0,2,3,3,0,0,0,4,0,2
Romont (BE),0,1,2,0,0,0,0,0,0,2
Saint-Imier,0,0,4,3,0,13,0,0,2,2
Sonceboz-Sombeval,0,0,13,8,0,0,0,0,0,2
Sonvilier,0,0,3,0,0,0,0,0,0,2
Tramelan,0,5,17,17,0,3,0,0,0,2
Villeret,0,1,0,0,0,7,0,0,0,2
Sauge,0,1,4,1,0,0,0,0,0,2
Péry-La Heutte,0,0,14,6,1,1,0,0,2,2
Brüttelen,0,0,1,1,0,0,0,0,0,2
Erlach,0,1,4,9,0,0,0,0,1,2
Finsterhennen,0,0,2,3,0,0,0,0,2,2
Gals,0,0,13,9,0,0,0,0,0,2
Gampelen,0,2,3,2,0,3,3,0,6,2
Ins,0,1,13,20,0,9,0,0,0,2
Lüscherz,0,2,3,6,0,4,0,0,2,2
Müntschemier,0,1,10,13,0,0,0,0,1,2
Siselen,0,0,0,2,0,0,0,0,0,2
Treiten,0,1,2,4,0,0,0,0,0,2
Tschugg,0,0,2,0,0,0,0,0,0,2
Vinelz,0,2,10,6,0,1,0,2,4,2
Bätterkinden,0,1,3,9,0,30,0,0,2,2
Deisswil bei Münchenbuchsee,0,0,0,0,0,0,0,0,0,2
Fraubrunnen,0,3,44,36,1,3,0,1,7,2
Jegenstorf,0,4,15,28,0,6,0,31,0,2
Iffwil,0,0,1,1,0,0,0,0,0,2
Mattstetten,0,1,4,1,0,0,0,0,0,2
Moosseedorf,0,0,2,3,0,40,0,0,0,2
Münchenbuchsee,0,2,69,24,0,0,0,15,0,2
Urtenen-Schönbühl,0,3,2,7,0,49,0,4,0,2
Utzenstorf,0,0,6,24,0,42,0,0,2,2
Wiggiswil,0,1,1,0,0,0,0,0,0,2
Wiler bei Utzenstorf,0,1,4,5,0,0,0,0,0,2
Zielebach,0,0,0,0,0,0,0,0,0,2
Zuzwil (BE),0,2,5,2,0,0,0,0,0,2
Adelboden,0,16,23,0,0,0,0,0,1,2
Aeschi bei Spiez,0,5,14,6,0,0,0,0,0,2
Frutigen,0,16,44,5,0,0,1,0,0,2
Kandergrund,0,0,3,0,0,0,0,0,0,2
Kandersteg,0,1,16,6,0,0,0,2,0,2
Krattigen,0,7,6,5,0,1,0,0,0,2
Reichenbach im Kandertal,0,2,7,1,0,0,0,0,1,2
Beatenberg,0,4,11,5,0,0,0,0,0,2
Bönigen,0,3,17,12,0,3,0,0,3,2
Brienz (BE),0,3,22,3,0,0,0,0,1,2
Brienzwiler,0,1,4,0,0,0,0,0,0,2
Därligen,0,1,0,0,0,0,0,0,0,2
Grindelwald,1,5,58,3,1,0,0,2,1,2
Gsteigwiler,0,1,0,0,0,0,0,0,0,2
Gündlischwand,0,3,0,0,0,0,0,0,0,2
Habkern,0,0,0,0,0,0,0,0,0,2
Hofstetten bei Brienz,0,2,4,1,0,0,0,0,0,2
Interlaken,0,0,5,4,0,2,0,4,3,2
Iseltwald,0,2,0,2,0,0,0,0,0,2
Lauterbrunnen,1,6,20,1,0,0,0,0,0,2
Leissigen,0,1,14,13,0,0,0,0,3,2
Lütschental,0,0,0,0,0,0,0,0,0,2
Matten bei Interlaken,0,0,9,5,0,0,0,2,1,2
Niederried bei Interlaken,0,0,3,3,0,0,0,0,0,2
Oberried am Brienzersee,0,1,0,5,0,0,0,0,0,2
Ringgenberg (BE),0,2,17,11,0,1,0,0,0,2
Saxeten,0,2,0,0,0,0,0,0,1,2
Schwanden bei Brienz,0,5,5,0,0,0,0,0,1,2
Unterseen,0,0,15,16,0,46,0,1,2,2
Wilderswil,0,5,35,12,0,0,0,0,0,2
Arni (BE),0,5,6,0,0,0,0,0,0,2
Biglen,0,1,3,4,0,0,0,0,0,2
Bowil,0,3,13,3,0,0,0,0,0,2
Brenzikofen,0,1,5,4,0,0,0,0,0,2
Freimettigen,0,1,0,0,0,0,0,0,0,2
Grosshöchstetten,0,0,17,11,0,8,0,0,1,2
Häutligen,0,2,1,2,0,0,2,0,0,2
Herbligen,0,0,2,2,0,0,0,0,1,2
Kiesen,0,1,4,2,0,0,0,0,0,2
Konolfingen,0,4,22,15,0,0,0,0,3,2
Landiswil,0,1,0,0,0,0,0,0,0,2
Linden,0,3,4,5,0,0,0,0,0,2
Mirchel,0,2,5,2,0,0,0,0,0,2
Münsingen,0,0,13,68,0,0,0,3,1,2
Niederhünigen,0,1,2,1,0,0,0,0,0,2
Oberdiessbach,0,3,12,7,0,0,0,0,0,2
Oberthal,0,4,0,0,0,0,0,0,0,2
Oppligen,1,3,7,8,0,0,0,0,1,2
Rubigen,0,0,4,2,1,0,0,9,0,2
Walkringen,0,2,7,3,0,0,0,1,0,2
Worb,0,3,31,96,1,0,0,33,0,2
Zäziwil,0,3,7,4,0,0,0,0,0,2
Oberhünigen,0,4,3,1,0,0,0,0,0,2
Allmendingen,0,1,3,2,0,0,0,0,0,2
Wichtrach,0,2,32,33,0,0,0,0,1,2
Ferenbalm,0,0,6,7,1,0,0,0,0,2
Frauenkappelen,0,1,1,3,0,0,0,0,0,2
Gurbrü,0,0,1,2,0,0,0,0,0,2
Kriechenwil,0,1,0,1,0,0,0,0,0,2
Laupen,0,1,5,5,4,0,0,0,0,2
Mühleberg,0,0,10,5,0,0,0,0,2,2
Münchenwiler,0,0,2,2,0,0,0,0,0,2
Neuenegg,0,2,52,41,2,0,1,0,0,2
Wileroltigen,0,0,11,8,0,0,0,0,0,2
Belprahon,0,0,1,1,0,0,0,0,0,2
Champoz,0,0,1,0,0,0,0,0,0,2
Corcelles (BE),0,0,1,5,0,0,0,0,0,2
Court,0,2,6,5,0,0,0,0,0,2
Crémines,0,0,3,0,0,0,0,0,0,2
Eschert,0,0,5,0,0,0,0,0,0,2
Grandval,0,1,2,1,0,0,0,0,0,2
Loveresse,0,0,1,2,0,0,0,0,0,2
Perrefitte,0,0,6,2,0,1,0,0,0,2
Reconvilier,0,0,7,3,0,0,0,0,0,2
Roches (BE),0,0,2,0,0,0,0,0,0,2
Saicourt,0,1,2,3,0,0,0,0,0,2
Saules (BE),0,0,0,0,0,0,0,0,0,2
Schelten,0,0,0,0,0,0,0,0,0,2
Seehof,0,0,0,0,0,0,0,0,0,2
Sorvilier,0,0,1,0,0,0,0,0,0,2
Tavannes,0,1,16,14,0,0,0,0,0,2
Rebévelier,0,0,0,0,0,0,0,0,0,2
Petit-Val,0,1,0,0,0,0,0,1,0,2
Valbirse,0,1,26,15,0,0,0,0,0,2
La Neuveville,0,4,31,8,0,0,0,0,0,2
Nods,0,6,5,4,0,0,0,0,0,2
Plateau de Diesse,0,1,10,12,0,1,0,0,0,2
Aegerten,0,1,13,4,0,0,0,0,0,2
Bellmund,0,2,29,4,0,0,0,0,0,2
Brügg,1,6,3,3,0,0,0,0,1,2
Bühl,0,0,6,6,0,0,0,0,0,2
Epsach,0,0,3,8,1,0,0,0,0,2
Hagneck,0,0,6,11,0,0,0,0,0,2
Hermrigen,0,1,2,1,0,0,0,0,0,2
Jens,0,1,12,8,0,0,0,0,1,2
Ipsach,0,1,37,11,0,41,0,0,2,2
Ligerz,0,1,3,6,0,0,0,0,0,2
Merzligen,0,1,3,3,0,0,0,0,0,2
Mörigen,0,0,14,6,0,0,0,0,0,2
Nidau,0,1,0,7,0,10,0,1,0,2
Orpund,0,1,4,2,0,6,0,0,5,2
Port,0,1,9,7,0,20,0,19,0,2
Safnern,0,0,8,6,0,9,0,1,0,2
Scheuren,0,1,4,1,0,0,0,0,0,2
Schwadernau,0,0,4,0,0,0,0,0,0,2
Studen (BE),0,1,19,29,0,1,0,0,0,2
Sutz-Lattrigen,0,1,21,11,1,0,0,2,3,2
Täuffelen,0,1,14,18,1,0,0,0,3,2
Walperswil,0,1,5,11,0,0,0,0,1,2
Worben,0,1,17,16,0,3,0,0,0,2
Twann-Tüscherz,0,0,4,4,3,2,0,0,1,2
Därstetten,0,4,3,2,0,0,0,0,0,2
Diemtigen,0,10,8,3,0,1,0,0,0,2
Erlenbach im Simmental,0,2,3,4,0,0,0,6,0,2
Oberwil im Simmental,0,5,4,0,0,0,0,0,0,2
Reutigen,4,3,3,1,0,0,0,3,1,2
Spiez,0,25,62,49,6,6,0,0,2,2
Wimmis,0,4,5,2,0,1,0,2,1,2
Stocken-Höfen,0,0,5,1,0,0,0,0,0,2
Guttannen,0,1,0,0,0,0,0,0,0,2
Hasliberg,0,4,12,4,0,0,0,0,0,2
Innertkirchen,0,3,2,1,0,0,1,0,3,2
Meiringen,0,6,16,9,0,1,0,11,0,2
Schattenhalb,0,1,2,1,0,0,0,0,0,2
Boltigen,0,0,0,1,0,0,0,0,0,2
Lenk,0,10,34,15,1,1,0,0,5,2
St. Stephan,0,6,1,1,0,0,1,1,0,2
Zweisimmen,0,5,4,2,0,0,0,2,0,2
Gsteig,1,1,6,1,0,0,0,0,0,2
Lauenen,0,1,6,0,0,0,0,0,0,2
Saanen,0,13,62,2,0,5,1,1,0,2
Guggisberg,0,2,4,0,0,0,0,1,1,2
Rüschegg,0,0,1,5,0,1,0,1,0,2
Schwarzenburg,0,14,13,40,1,0,0,10,0,2
Belp,0,18,79,25,1,4,0,20,1,2
Burgistein,0,1,16,0,0,0,0,0,0,2
Gerzensee,0,1,14,12,0,0,0,1,1,2
Gurzelen,0,6,3,4,0,0,0,0,0,2
Jaberg,0,0,9,0,0,0,0,0,0,2
Kaufdorf,0,0,38,4,0,0,0,0,1,2
Kehrsatz,0,7,2,5,0,0,0,0,0,2
Kirchdorf (BE),0,3,15,14,0,0,0,1,0,2
Niedermuhlern,0,1,0,0,0,0,0,0,0,2
Riggisberg,0,3,27,8,2,0,0,0,0,2
Rüeggisberg,0,4,8,6,0,1,0,0,0,2
Seftigen,0,1,9,14,0,0,0,0,1,2
Toffen,0,4,45,17,0,0,0,0,0,2
Uttigen,0,1,29,30,0,0,0,0,0,2
Wattenwil,0,1,14,5,0,0,0,1,0,2
Wald (BE),0,2,1,4,0,0,0,1,0,2
Thurnen,0,5,7,21,0,0,0,0,0,2
Eggiwil,1,11,11,3,0,0,0,0,0,2
Langnau im Emmental,0,21,17,36,1,1,0,0,0,2
Lauperswil,0,8,7,6,3,0,0,0,1,2
Röthenbach im Emmental,0,4,0,0,0,0,0,0,1,2
Rüderswil,0,16,7,4,0,0,0,0,0,2
Schangnau,0,2,2,0,0,0,0,1,0,2
Signau,0,5,7,2,0,0,0,1,0,2
Trub,0,3,1,0,0,0,0,0,0,2
Trubschachen,0,3,0,0,0,0,0,0,0,2
Amsoldingen,0,3,10,2,0,0,0,0,0,2
Blumenstein,0,8,6,2,0,0,0,0,0,2
Buchholterberg,0,10,7,2,0,0,0,0,0,2
Eriz,0,1,0,0,0,0,0,0,0,2
Fahrni,0,4,0,1,2,0,0,0,0,2
Heiligenschwendi,0,0,1,3,0,0,0,0,0,2
Heimberg,0,0,41,29,0,0,0,0,0,2
Hilterfingen,4,1,8,14,3,45,0,0,3,2
Homberg,0,0,2,1,0,0,0,0,0,2
Horrenbach-Buchen,0,0,0,0,0,0,0,0,0,2
Oberhofen am Thunersee,0,0,2,6,1,6,0,0,0,2
Oberlangenegg,0,1,3,3,0,0,0,0,0,2
Pohlern,0,0,1,2,0,0,0,1,0,2
Sigriswil,0,4,20,22,3,0,0,1,0,2
Steffisburg,0,3,44,23,2,99,0,88,0,2
Teuffenthal (BE),0,0,3,0,0,0,0,1,1,2
Thierachern,0,4,32,13,0,0,0,3,0,2
Thun,0,3,22,27,1,280,0,1,1,2
Uebeschi,0,2,3,1,0,0,0,0,0,2
Uetendorf,0,2,17,45,0,0,0,11,1,2
Unterlangenegg,0,0,2,2,0,0,0,0,0,2
Wachseldorn,0,0,0,0,0,0,0,0,0,2
Forst-Längenbühl,0,2,6,2,0,1,0,0,0,2
Affoltern im Emmental,0,3,5,2,0,0,0,0,0,2
Dürrenroth,0,2,1,2,0,0,0,0,0,2
Eriswil,0,2,4,0,0,0,0,0,3,2
Huttwil,0,4,5,22,1,0,0,0,0,2
Lützelflüh,0,10,15,15,0,0,0,7,0,2
Rüegsau,0,3,24,4,0,0,0,1,0,2
Sumiswald,0,16,11,7,0,0,0,4,1,2
Trachselwald,0,6,0,1,0,0,0,0,0,2
Walterswil (BE),0,4,1,1,0,0,0,0,0,2
Wyssachen,0,1,1,1,1,0,0,2,0,2
Attiswil,0,1,6,7,0,0,0,0,0,2
Berken,0,0,0,0,0,0,0,0,0,2
Bettenhausen,0,1,0,2,0,13,0,0,0,2
Farnern,0,0,2,1,0,0,0,0,0,2
Graben,0,0,0,2,0,0,0,0,0,2
Heimenhausen,0,1,3,5,0,0,0,0,0,2
Herzogenbuchsee,1,1,2,33,0,47,0,0,0,2
Inkwil,0,2,3,7,0,0,0,0,0,2
Niederbipp,0,4,24,16,0,3,0,0,0,2
Niederönz,0,0,0,1,0,10,0,0,1,2
Oberbipp,0,2,34,16,0,1,0,0,1,2
Ochlenberg,0,1,0,1,0,0,0,0,0,2
Rumisberg,0,0,3,3,0,0,0,0,0,2
Seeberg,0,1,3,7,0,0,0,1,6,2
Thörigen,0,0,1,4,0,9,0,0,6,2
Walliswil bei Niederbipp,0,0,0,1,0,0,0,0,0,2
Walliswil bei Wangen,0,0,1,7,0,1,0,0,0,2
Wangen an der Aare,0,1,13,17,1,0,0,0,0,2
Wiedlisbach,0,4,5,12,0,0,0,0,0,2
Doppleschwand,0,2,1,9,0,0,0,0,4,3
Entlebuch,0,7,7,2,0,0,0,16,0,3
Flühli,1,2,3,3,0,0,0,1,3,3
Hasle (LU),0,7,1,9,0,0,0,0,4,3
Romoos,0,9,1,0,0,0,0,0,0,3
Schüpfheim,0,12,3,20,0,0,0,2,0,3
Werthenstein,0,5,4,4,0,0,0,14,0,3
Escholzmatt-Marbach,0,23,12,9,0,1,0,3,1,3
Aesch (LU),0,0,1,4,0,1,0,0,0,3
Ballwil,0,3,22,15,0,0,0,0,0,3
Emmen,0,0,23,33,0,45,0,3,1,3
Ermensee,0,2,7,15,0,4,0,0,0,3
Eschenbach (LU),0,1,17,28,0,0,0,34,1,3
Hitzkirch,0,8,14,64,0,0,0,2,0,3
Hochdorf,0,2,44,46,6,20,0,1,0,3
Hohenrain,0,6,10,21,1,0,0,0,0,3
