,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Birmensdorf (ZH),0,1,80,27,1,1,0,0,11,1
Dietikon,0,3,207,44,5,128,0,42,6,1
Geroldswil,0,4,43,7,0,1,0,0,4,1
Oberengstringen,0,1,154,26,6,48,0,2,8,1
Oetwil an der Limmat,0,0,33,3,0,0,0,0,0,1
Schlieren,0,2,141,15,4,74,0,3,3,1
Uitikon,0,4,126,20,1,0,0,0,3,1
Unterengstringen,0,0,43,2,0,2,0,0,1,1
Urdorf,0,4,106,51,6,15,0,0,2,1
Weiningen (ZH),0,4,72,21,0,8,0,0,2,1
Zürich,1,52,2369,444,4,2308,0,1711,0,1
Andelfingen,0,8,26,14,0,0,0,2,10,1
Stammheim,0,13,18,2,0,0,0,13,0,1
Wädenswil,0,9,106,21,1,83,0,0,14,1
Elgg,0,10,64,35,0,0,0,6,8,1
Horgen,0,6,226,70,8,50,1,24,8,1
Illnau-Effretikon,0,8,158,57,0,24,0,0,11,1
Bauma,1,13,51,8,1,0,0,0,5,1
Wiesendangen,0,12,76,48,0,1,0,1,11,1
Aarberg,0,5,61,25,0,6,0,0,1,2
Bargen (BE),0,2,10,2,0,0,0,0,0,2
Grossaffoltern,0,7,53,19,0,0,0,0,1,2
Kallnach,0,16,33,10,1,0,1,0,1,2
Kappelen,0,8,17,3,0,0,0,0,1,2
Lyss,2,13,186,30,2,20,0,1,9,2
Meikirch,0,10,18,7,0,0,0,0,2,2
Radelfingen,0,5,17,1,0,1,0,0,1,2
Rapperswil (BE),0,9,34,9,0,0,0,5,0,2
Schüpfen,0,6,31,4,0,0,0,18,5,2
Seedorf (BE),0,20,46,5,0,0,0,1,0,2
Aarwangen,0,13,100,11,0,3,0,0,6,2
Auswil,0,4,5,2,0,1,0,0,0,2
Bannwil,0,2,7,5,0,0,0,0,8,2
Bleienbach,0,3,18,2,0,0,0,0,0,2
Busswil bei Melchnau,0,2,3,0,0,0,0,0,0,2
Gondiswil,0,4,13,1,0,0,0,0,1,2
Langenthal,3,20,170,44,2,261,0,7,8,2
Lotzwil,0,9,36,7,0,60,0,0,2,2
Madiswil,0,20,54,19,0,0,0,2,1,2
Melchnau,0,10,28,5,0,0,0,8,1,2
Oeschenbach,0,3,1,0,0,0,0,1,0,2
Reisiswil,0,0,1,0,0,0,0,0,0,2
Roggwil (BE),0,11,121,27,0,0,0,0,5,2
Rohrbach,1,12,50,10,0,0,0,0,2,2
Rohrbachgraben,0,5,3,0,0,0,0,0,1,2
Rütschelen,0,3,8,3,1,0,0,1,1,2
Schwarzhäusern,0,4,11,7,0,0,0,0,0,2
Thunstetten,0,9,49,16,0,12,0,0,4,2
Ursenbach,0,8,11,3,0,0,0,0,2,2
Wynau,0,12,68,8,0,1,0,0,3,2
Bern,5,39,1597,229,0,910,0,143,42,2
Bolligen,0,17,110,39,0,0,0,1,9,2
Bremgarten bei Bern,1,6,156,35,0,1,0,0,8,2
Kirchlindach,0,9,26,3,1,0,0,47,2,2
Köniz,1,68,781,372,1,111,1,7,54,2
Muri bei Bern,1,3,244,36,0,116,0,0,20,2
Oberbalm,0,14,9,0,0,0,0,1,0,2
Stettlen,0,1,40,13,0,0,0,0,7,2
Vechigen,0,26,80,19,1,0,0,0,0,2
Wohlen bei Bern,0,22,58,18,1,3,1,4,5,2
Zollikofen,2,5,207,59,0,51,0,18,16,2
Ittigen,0,9,168,19,1,14,0,1,6,2
Ostermundigen,0,12,248,20,0,56,0,3,4,2
Biel/Bienne,2,15,657,61,1,619,1,62,15,2
Evilard,0,8,58,7,0,47,0,0,5,2
Arch,1,1,46,2,0,7,0,0,1,2
Büetigen,0,3,7,0,0,0,0,3,0,2
Büren an der Aare,0,6,67,13,0,9,0,1,3,2
Diessbach bei Büren,0,3,18,4,1,0,0,0,1,2
Dotzigen,0,1,33,3,0,0,0,0,0,2
Lengnau (BE),0,5,127,26,0,61,0,15,6,2
Leuzigen,0,3,23,7,0,4,0,0,1,2
Meienried,0,1,0,0,0,0,0,0,0,2
Meinisberg,0,3,28,4,0,0,0,0,0,2
Oberwil bei Büren,0,2,9,1,1,0,0,1,0,2
Pieterlen,0,6,93,22,0,0,0,15,4,2
Rüti bei Büren,0,5,11,3,0,0,0,0,0,2
Wengi,0,7,6,2,0,0,0,0,0,2
Aefligen,0,1,20,3,0,9,0,0,1,2
Alchenstorf,0,4,8,6,0,0,0,3,0,2
Bäriswil,0,0,6,1,0,0,0,1,1,2
Burgdorf,2,13,250,49,1,122,0,4,3,2
Ersigen,0,11,26,11,0,2,0,0,4,2
Hasle bei Burgdorf,0,18,30,4,0,1,0,1,7,2
Heimiswil,0,13,8,1,0,0,0,0,2,2
Hellsau,0,1,3,0,0,0,0,0,0,2
Hindelbank,0,6,35,4,0,0,0,0,4,2
Höchstetten,0,2,6,0,0,0,0,1,0,2
Kernenried,0,1,10,0,0,0,0,1,0,2
Kirchberg (BE),0,10,54,14,0,25,0,5,3,2
Koppigen,0,5,42,10,1,0,0,3,4,2
Krauchthal,0,10,21,2,0,0,0,2,4,2
Lyssach,0,1,23,5,0,5,0,0,0,2
Oberburg,0,9,34,11,0,12,0,0,2,2
Rüdtligen-Alchenflüh,0,4,32,3,0,14,0,0,2,2
Rumendingen,0,2,0,0,0,0,0,0,0,2
Rüti bei Lyssach,0,0,0,0,0,0,0,0,0,2
Willadingen,0,4,4,2,0,0,0,0,0,2
Wynigen,0,18,20,2,0,0,0,0,4,2
Corgémont,0,7,48,2,0,0,0,3,2,2
Cormoret,0,4,18,3,0,0,0,0,0,2
Cortébert,0,6,27,5,0,0,0,0,1,2
Courtelary,0,6,59,2,0,0,1,4,1,2
La Ferrière,0,3,7,0,0,0,0,0,1,2
Mont-Tramelan,0,0,2,0,0,0,0,0,0,2
Orvin,0,48,42,6,2,1,0,2,18,2
Renan (BE),0,6,13,1,0,0,0,6,0,2
Romont (BE),0,1,5,0,0,0,0,0,0,2
Saint-Imier,0,12,101,4,0,44,0,1,6,2
Sonceboz-Sombeval,0,4,60,1,0,0,0,0,3,2
Sonvilier,0,15,31,0,0,2,0,0,2,2
Tramelan,0,13,157,27,0,0,0,0,0,2
Villeret,0,7,20,0,0,0,0,0,1,2
Sauge,1,22,17,1,0,1,0,0,2,2
Péry-La Heutte,0,7,70,6,0,0,0,3,4,2
Brüttelen,0,2,12,2,0,0,1,0,1,2
Erlach,1,0,32,6,0,0,0,0,4,2
Finsterhennen,0,0,15,1,0,0,0,0,0,2
Gals,0,0,10,3,0,0,0,2,1,2
Gampelen,0,5,24,6,0,0,1,3,0,2
Ins,0,12,53,15,0,7,0,0,2,2
Lüscherz,0,7,10,4,0,0,1,0,7,2
Müntschemier,0,1,36,9,1,0,0,0,0,2
Siselen,0,1,14,6,0,0,0,0,0,2
Treiten,0,2,12,0,0,0,0,0,2,2
Tschugg,0,0,7,1,0,0,0,0,0,2
Vinelz,0,5,13,5,0,0,4,1,6,2
Bätterkinden,0,11,54,9,0,14,0,0,3,2
Deisswil bei Münchenbuchsee,0,0,0,0,0,0,0,0,0,2
Fraubrunnen,0,19,54,17,0,0,0,2,3,2
Jegenstorf,0,6,38,10,0,1,0,3,0,2
Iffwil,0,1,2,0,0,0,0,0,0,2
Mattstetten,0,2,3,0,0,0,0,1,0,2
Moosseedorf,0,0,16,3,0,5,0,0,1,2
Münchenbuchsee,0,7,107,9,0,4,0,3,0,2
Urtenen-Schönbühl,0,4,63,11,1,8,0,1,1,2
Utzenstorf,0,10,79,26,0,31,0,0,6,2
Wiggiswil,0,0,1,0,0,0,0,0,1,2
Wiler bei Utzenstorf,0,3,36,5,0,0,0,1,4,2
Zielebach,0,2,6,1,0,0,0,0,0,2
Zuzwil (BE),0,0,0,0,0,0,0,0,0,2
Adelboden,1,39,205,11,2,0,0,1,9,2
Aeschi bei Spiez,0,8,29,0,0,0,0,0,1,2
Frutigen,0,61,133,18,0,0,0,3,21,2
Kandergrund,0,24,22,1,0,0,0,0,1,2
Kandersteg,0,17,41,3,0,0,0,2,8,2
Krattigen,0,6,11,4,0,0,0,0,0,2
Reichenbach im Kandertal,0,221,66,11,1,1,1,0,12,2
Beatenberg,1,32,50,12,1,0,1,2,9,2
Bönigen,0,1,42,18,0,3,0,0,8,2
Brienz (BE),0,55,91,12,0,0,1,1,3,2
Brienzwiler,0,41,10,3,0,0,0,0,0,2
Därligen,0,3,10,2,0,0,1,0,0,2
Grindelwald,1,27,164,24,0,0,0,8,31,2
Gsteigwiler,0,3,7,3,0,0,1,0,2,2
Gündlischwand,0,7,4,0,0,0,0,0,0,2
Habkern,0,10,8,2,0,0,1,0,2,2
Hofstetten bei Brienz,0,8,8,0,0,0,0,0,0,2
Interlaken,1,6,80,11,0,28,0,5,4,2
Iseltwald,0,7,8,0,0,0,0,0,1,2
Lauterbrunnen,0,28,104,6,0,0,0,1,15,2
Leissigen,1,9,17,3,0,0,0,0,4,2
Lütschental,0,1,3,1,0,0,0,0,1,2
Matten bei Interlaken,0,9,66,18,0,11,0,1,2,2
Niederried bei Interlaken,0,8,11,5,0,1,1,0,1,2
Oberried am Brienzersee,0,7,13,4,0,0,0,0,0,2
Ringgenberg (BE),0,18,56,18,0,1,2,1,3,2
Saxeten,0,18,5,0,0,0,0,0,0,2
Schwanden bei Brienz,0,4,13,0,0,0,0,0,0,2
Unterseen,1,18,96,23,0,16,1,3,11,2
Wilderswil,0,12,40,5,1,0,0,1,7,2
Arni (BE),0,5,3,0,0,0,0,0,0,2
Biglen,0,6,38,4,0,0,0,0,1,2
Bowil,1,9,12,2,0,0,0,1,2,2
Brenzikofen,0,1,4,0,0,0,0,0,1,2
Freimettigen,0,1,4,0,0,0,0,0,0,2
Grosshöchstetten,1,9,71,7,0,0,0,0,2,2
Häutligen,0,0,0,0,0,0,0,0,0,2
Herbligen,0,0,6,1,0,0,0,0,1,2
Kiesen,0,1,14,3,0,0,0,0,0,2
Konolfingen,1,11,110,24,0,0,0,0,6,2
Landiswil,0,9,4,0,0,0,0,0,1,2
Linden,0,12,6,2,0,0,0,1,0,2
Mirchel,0,2,4,0,0,0,0,0,0,2
Münsingen,1,20,134,74,0,0,0,6,7,2
Niederhünigen,0,1,6,3,0,0,0,0,0,2
Oberdiessbach,0,4,55,11,0,0,0,0,4,2
Oberthal,0,15,3,0,0,0,0,0,1,2
Oppligen,0,0,9,1,0,0,0,0,0,2
Rubigen,0,3,30,13,0,0,0,1,3,2
Walkringen,0,20,26,7,0,0,0,0,3,2
Worb,0,19,131,41,0,0,0,16,12,2
Zäziwil,0,7,19,5,0,0,0,0,3,2
Oberhünigen,0,1,6,0,0,0,0,0,0,2
Allmendingen,0,0,2,1,0,0,0,0,1,2
Wichtrach,0,8,27,9,0,0,0,0,1,2
Ferenbalm,0,4,17,3,0,0,0,0,1,2
Frauenkappelen,0,4,9,2,0,0,0,0,2,2
Gurbrü,0,2,3,1,0,0,0,0,1,2
Kriechenwil,0,2,7,2,0,0,0,0,2,2
Laupen,0,2,58,9,0,0,0,0,1,2
Mühleberg,0,11,36,4,0,0,0,0,11,2
Münchenwiler,0,0,7,0,0,1,0,0,0,2
Neuenegg,0,25,84,19,0,0,0,1,8,2
Wileroltigen,0,0,2,1,0,0,0,0,0,2
Belprahon,0,2,4,0,0,0,0,0,0,2
Champoz,0,3,1,0,0,0,0,0,0,2
Corcelles (BE),0,1,2,0,0,0,0,0,0,2
Court,0,4,71,6,0,0,0,0,1,2
Crémines,0,2,12,2,0,0,0,0,2,2
Eschert,0,0,14,2,0,0,0,0,1,2
Grandval,1,5,13,1,0,1,0,1,0,2
Loveresse,0,1,5,2,0,0,0,0,1,2
Perrefitte,0,4,9,4,0,0,0,0,0,2
Reconvilier,0,7,73,11,0,0,0,7,5,2
Roches (BE),0,2,8,1,0,0,0,0,0,2
Saicourt,0,3,32,2,0,0,0,0,2,2
Saules (BE),0,3,1,1,0,0,0,0,0,2
Schelten,0,0,0,0,0,0,0,0,0,2
Seehof,0,1,1,0,0,0,0,0,0,2
Sorvilier,0,2,6,0,0,0,0,0,0,2
Tavannes,0,15,117,14,0,0,0,1,0,2
Rebévelier,0,1,1,0,0,0,0,0,0,2
Petit-Val,0,5,4,1,0,0,0,0,0,2
Valbirse,0,11,155,6,1,0,0,0,4,2
La Neuveville,0,5,68,18,1,0,5,0,2,2
Nods,0,2,5,2,0,0,1,0,0,2
Plateau de Diesse,0,29,33,5,0,0,0,0,4,2
Aegerten,0,2,45,12,0,0,0,0,3,2
Bellmund,0,2,20,0,0,0,0,0,1,2
Brügg,0,3,85,21,1,9,0,0,0,2
Bühl,0,1,11,1,0,0,0,0,0,2
Epsach,0,1,8,2,0,0,0,0,1,2
Hagneck,0,0,9,3,0,0,0,0,1,2
Hermrigen,0,1,5,2,0,0,0,0,1,2
Jens,0,0,7,3,0,0,0,0,1,2
Ipsach,0,4,51,15,0,11,1,0,4,2
Ligerz,0,2,10,6,0,0,0,2,1,2
Merzligen,0,0,4,1,0,0,0,0,2,2
Mörigen,0,3,9,4,0,0,0,0,0,2
Nidau,0,5,104,23,0,74,0,6,2,2
Orpund,0,3,54,14,1,4,0,0,3,2
Port,0,10,95,27,0,3,0,2,9,2
Safnern,0,1,35,5,0,3,0,0,2,2
Scheuren,0,2,12,1,0,0,0,0,1,2
Schwadernau,0,1,6,2,0,2,0,0,0,2
Studen (BE),0,4,39,4,0,0,0,0,1,2
Sutz-Lattrigen,0,3,27,11,0,0,0,0,4,2
Täuffelen,0,4,50,14,0,0,2,0,8,2
Walperswil,0,3,18,4,0,0,0,0,1,2
Worben,0,3,15,7,0,0,0,0,0,2
Twann-Tüscherz,0,4,27,6,0,0,4,0,8,2
Därstetten,0,4,9,1,0,0,0,1,0,2
Diemtigen,0,25,21,4,0,0,0,2,1,2
Erlenbach im Simmental,0,9,6,4,0,0,0,5,1,2
Oberwil im Simmental,0,10,7,0,0,0,0,0,2,2
Reutigen,0,5,14,3,0,0,0,2,1,2
Spiez,0,45,301,104,2,1,2,3,54,2
Wimmis,0,9,41,19,0,0,0,17,6,2
Stocken-Höfen,0,3,8,1,0,0,0,0,0,2
Guttannen,0,6,8,0,0,0,0,0,9,2
Hasliberg,0,32,38,5,0,0,1,1,1,2
Innertkirchen,0,38,32,10,0,0,2,1,7,2
Meiringen,0,42,118,20,0,0,0,2,5,2
Schattenhalb,0,7,3,0,0,0,0,0,0,2
Boltigen,2,27,28,1,0,0,0,0,2,2
Lenk,0,22,49,11,0,0,1,0,13,2
St. Stephan,0,12,17,3,0,0,0,1,3,2
Zweisimmen,0,23,37,12,0,1,0,7,4,2
Gsteig,1,9,15,1,0,1,0,0,1,2
Lauenen,0,9,5,0,0,0,0,0,1,2
Saanen,1,44,239,20,1,1,0,12,21,2
Guggisberg,1,40,18,4,0,0,0,4,0,2
Rüschegg,0,46,32,9,0,0,0,3,2,2
Schwarzenburg,1,57,83,31,1,1,0,20,13,2
Belp,0,19,170,25,1,0,0,0,2,2
Burgistein,0,4,15,1,0,0,0,0,0,2
Gerzensee,1,6,15,4,0,0,0,0,1,2
Gurzelen,0,4,14,0,0,1,0,1,0,2
Jaberg,0,1,0,1,0,0,0,0,0,2
Kaufdorf,0,3,14,2,0,0,0,0,1,2
Kehrsatz,1,7,64,12,0,0,0,0,3,2
Kirchdorf (BE),0,3,6,5,0,0,0,1,0,2
Niedermuhlern,0,5,4,1,0,0,0,0,0,2
Riggisberg,2,10,50,5,1,0,0,2,1,2
Rüeggisberg,0,33,19,4,0,0,0,1,1,2
Seftigen,0,9,23,11,0,0,0,1,0,2
Toffen,0,2,24,11,0,0,0,0,2,2
Uttigen,0,4,31,5,0,0,0,0,1,2
Wattenwil,0,24,37,6,0,0,0,3,8,2
Wald (BE),0,11,14,2,0,0,0,1,1,2
Thurnen,0,7,23,9,0,0,0,0,1,2
Eggiwil,0,41,16,2,0,0,0,0,0,2
Langnau im Emmental,0,43,138,28,0,0,0,3,14,2
Lauperswil,0,15,17,4,0,0,0,0,0,2
Röthenbach im Emmental,0,11,9,2,0,0,0,1,0,2
Rüderswil,0,20,18,2,0,0,0,0,2,2
Schangnau,0,29,8,1,0,0,0,0,0,2
Signau,0,23,19,3,0,0,0,0,5,2
Trub,1,24,6,0,0,0,0,0,0,2
Trubschachen,0,21,22,6,0,0,0,1,1,2
Amsoldingen,0,0,11,0,0,0,0,0,2,2
Blumenstein,0,12,18,2,0,0,0,0,0,2
Buchholterberg,0,11,9,3,0,0,0,0,0,2
Eriz,0,8,6,1,0,0,0,0,1,2
Fahrni,0,7,5,0,0,0,0,0,1,2
Heiligenschwendi,1,1,13,4,0,0,0,1,0,2
Heimberg,0,11,107,24,0,4,0,1,6,2
Hilterfingen,0,6,131,32,0,41,1,1,8,2
Homberg,0,3,1,1,0,0,0,0,0,2
Horrenbach-Buchen,0,5,1,0,0,0,0,0,2,2
Oberhofen am Thunersee,1,4,52,17,0,11,1,0,12,2
Oberlangenegg,0,6,7,0,0,1,0,0,0,2
Pohlern,0,1,1,0,0,1,0,0,0,2
Sigriswil,2,35,117,21,14,1,2,2,16,2
Steffisburg,2,19,210,59,0,101,0,3,1,2
Teuffenthal (BE),0,2,3,0,0,0,0,0,1,2
Thierachern,0,14,34,20,0,0,0,0,3,2
Thun,0,35,683,83,1,415,0,16,34,2
Uebeschi,0,2,6,1,0,0,0,0,0,2
Uetendorf,0,15,99,26,0,1,0,4,5,2
Unterlangenegg,0,15,9,0,0,0,0,0,2,2
Wachseldorn,0,4,2,0,0,0,0,0,0,2
Forst-Längenbühl,1,0,3,3,0,0,0,0,0,2
Affoltern im Emmental,0,14,18,1,0,0,0,1,2,2
Dürrenroth,0,8,12,2,0,0,0,0,0,2
Eriswil,0,14,16,6,1,0,0,0,2,2
Huttwil,0,22,74,31,0,0,0,14,3,2
Lützelflüh,1,24,66,9,0,0,0,1,5,2
Rüegsau,0,16,39,4,0,1,0,1,4,2
Sumiswald,0,32,34,10,0,0,0,28,6,2
Trachselwald,0,14,5,3,0,0,0,1,0,2
Walterswil (BE),0,13,2,0,0,0,0,0,0,2
Wyssachen,0,16,19,3,0,0,0,0,2,2
Attiswil,0,4,56,9,0,0,0,0,1,2
Berken,0,2,0,0,0,0,0,0,0,2
Bettenhausen,0,3,7,2,0,3,0,1,0,2
Farnern,0,5,7,0,0,0,0,0,2,2
Graben,0,2,5,0,0,0,0,0,0,2
Heimenhausen,1,4,17,4,1,2,0,0,2,2
Herzogenbuchsee,0,6,113,33,0,90,0,1,7,2
Inkwil,0,4,15,10,1,0,0,0,2,2
Niederbipp,0,8,131,18,0,6,1,3,7,2
Niederönz,0,7,13,10,0,8,0,0,4,2
Oberbipp,0,2,29,12,0,0,0,0,0,2
Ochlenberg,0,7,3,1,0,0,0,0,0,2
Rumisberg,0,0,13,2,0,0,0,0,1,2
Seeberg,0,8,24,6,1,0,0,0,2,2
Thörigen,0,4,11,1,0,0,0,0,0,2
Walliswil bei Niederbipp,0,1,0,3,0,0,0,0,0,2
Walliswil bei Wangen,0,3,16,3,0,0,0,0,0,2
Wangen an der Aare,0,6,67,23,0,0,0,1,9,2
Wiedlisbach,0,4,59,10,0,0,0,0,6,2
Doppleschwand,0,3,2,0,0,0,0,0,0,3
Entlebuch,0,19,45,11,0,0,0,1,2,3
Flühli,0,32,53,5,0,1,0,0,17,3
Hasle (LU),0,11,12,5,0,0,0,3,2,3
Romoos,0,16,3,1,1,0,0,0,0,3
Schüpfheim,0,10,44,14,0,1,0,1,2,3
Werthenstein,1,13,12,5,0,0,0,0,4,3
Escholzmatt-Marbach,0,42,21,7,0,1,0,14,5,3
Aesch (LU),0,7,3,5,0,1,0,1,9,3
Ballwil,0,10,19,8,0,1,0,1,0,3
Emmen,2,9,345,66,0,26,0,10,13,3
Ermensee,0,1,2,1,0,0,0,0,2,3
Eschenbach (LU),0,6,17,7,0,0,0,7,1,3
Hitzkirch,0,13,17,20,0,0,0,1,3,3
Hochdorf,0,8,74,23,0,1,0,0,3,3
Hohenrain,0,7,9,0,1,0,0,1,0,3
