,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Zollikofen,0,0,50,5,0,13,0,1,10,2
Ittigen,0,3,203,35,0,25,0,2,58,2
Ostermundigen,0,0,56,18,0,29,0,1,5,2
Biel/Bienne,0,1,19,6,1,103,0,0,8,2
Evilard,0,0,3,3,0,24,0,2,3,2
Arch,0,5,19,3,0,4,0,0,5,2
Büetigen,0,0,1,4,0,0,0,3,0,2
Büren an der Aare,1,1,20,12,0,4,0,0,8,2
Diessbach bei Büren,0,2,11,1,0,0,0,0,1,2
Dotzigen,0,2,11,14,0,1,0,0,6,2
Lengnau (BE),0,1,5,11,0,12,0,3,13,2
Leuzigen,0,1,5,4,0,1,0,0,3,2
Meienried,0,0,0,0,0,0,0,0,0,2
Meinisberg,0,0,10,3,0,1,0,0,2,2
Oberwil bei Büren,0,4,3,4,1,0,0,0,2,2
Pieterlen,0,1,14,12,0,0,0,0,26,2
Rüti bei Büren,0,0,5,3,0,0,0,0,2,2
Wengi,0,0,0,1,0,0,0,0,0,2
Aefligen,0,1,3,5,0,7,0,0,0,2
Alchenstorf,0,1,3,3,0,0,0,0,0,2
Bäriswil,0,1,16,3,0,0,0,0,1,2
Burgdorf,0,6,12,17,0,118,0,1,1,2
Ersigen,0,3,11,6,0,2,0,0,6,2
Hasle bei Burgdorf,0,3,3,6,0,0,0,0,1,2
Heimiswil,1,2,1,1,0,0,0,0,1,2
Hellsau,0,0,0,0,0,0,0,0,0,2
Hindelbank,0,0,25,8,0,0,0,0,9,2
Höchstetten,0,2,2,0,0,0,0,0,1,2
Kernenried,0,3,12,1,0,0,0,0,1,2
Kirchberg (BE),0,4,38,21,0,28,0,1,11,2
Koppigen,0,3,13,4,0,0,0,1,1,2
Krauchthal,0,7,18,8,0,1,0,0,19,2
Lyssach,0,2,12,20,0,13,0,5,12,2
Oberburg,0,0,0,9,0,13,0,0,1,2
Rüdtligen-Alchenflüh,0,2,28,6,0,6,0,0,5,2
Rumendingen,0,0,0,0,0,0,0,0,0,2
Rüti bei Lyssach,0,0,1,1,0,0,0,0,0,2
Willadingen,0,0,1,1,0,0,0,0,0,2
Wynigen,0,5,2,2,0,0,0,0,4,2
Corgémont,0,4,5,6,0,0,0,0,10,2
Cormoret,0,2,0,0,0,0,0,0,0,2
Cortébert,0,0,2,0,0,0,0,0,2,2
Courtelary,0,2,8,0,0,0,0,0,1,2
La Ferrière,0,1,1,1,0,0,0,0,1,2
Mont-Tramelan,0,0,0,1,0,0,0,0,0,2
Orvin,0,1,2,2,0,1,0,0,3,2
Renan (BE),0,2,2,2,0,0,0,0,1,2
Romont (BE),0,2,0,0,0,0,0,0,1,2
Saint-Imier,0,0,1,0,0,3,0,0,8,2
Sonceboz-Sombeval,0,1,3,3,0,0,0,0,5,2
Sonvilier,0,0,0,0,0,0,0,0,0,2
Tramelan,0,1,7,10,0,0,0,1,4,2
Villeret,0,2,3,2,0,0,0,0,10,2
Sauge,0,2,5,2,0,0,1,0,4,2
Péry-La Heutte,0,0,10,6,0,0,0,0,12,2
Brüttelen,0,1,0,3,0,0,0,0,2,2
Erlach,0,1,9,5,0,1,0,0,7,2
Finsterhennen,0,0,3,1,0,0,0,0,1,2
Gals,0,2,11,6,0,0,0,0,0,2
Gampelen,0,0,2,1,0,0,0,0,1,2
Ins,0,0,15,8,0,1,0,0,3,2
Lüscherz,0,0,4,2,0,0,0,0,1,2
Müntschemier,0,1,3,8,0,0,0,0,3,2
Siselen,1,0,2,2,0,0,0,0,4,2
Treiten,0,0,2,1,0,0,0,0,2,2
Tschugg,0,0,1,2,0,0,0,0,2,2
Vinelz,0,1,3,12,0,0,0,1,18,2
Bätterkinden,0,2,15,15,0,4,0,0,11,2
Deisswil bei Münchenbuchsee,0,0,0,0,0,0,0,0,0,2
Fraubrunnen,0,7,34,28,0,0,0,1,23,2
Jegenstorf,1,2,54,42,0,2,0,3,6,2
Iffwil,0,1,1,0,0,0,0,0,0,2
Mattstetten,0,0,7,4,0,0,0,0,6,2
Moosseedorf,0,0,8,9,0,23,0,1,7,2
Münchenbuchsee,0,8,70,26,0,0,0,15,6,2
Urtenen-Schönbühl,2,5,41,13,0,12,0,36,1,2
Utzenstorf,0,1,4,29,0,7,0,0,10,2
Wiggiswil,0,0,0,0,0,0,0,0,0,2
Wiler bei Utzenstorf,0,1,4,7,0,0,0,0,0,2
Zielebach,0,0,9,2,0,0,0,0,7,2
Zuzwil (BE),0,2,7,1,0,0,0,0,0,2
Adelboden,0,4,19,3,0,0,0,0,8,2
Aeschi bei Spiez,0,3,10,5,0,0,0,0,10,2
Frutigen,0,15,32,11,0,0,0,4,22,2
Kandergrund,0,0,1,2,0,0,0,0,0,2
Kandersteg,0,1,13,0,0,0,0,0,2,2
Krattigen,0,1,10,4,0,0,0,0,10,2
Reichenbach im Kandertal,0,22,20,7,0,0,0,0,18,2
Beatenberg,0,2,11,5,0,0,0,0,6,2
Bönigen,0,3,5,6,1,3,0,0,4,2
Brienz (BE),0,18,23,6,0,0,0,1,14,2
Brienzwiler,0,2,2,3,0,0,0,0,0,2
Därligen,0,1,3,0,0,0,0,0,0,2
Grindelwald,0,10,31,8,1,1,0,5,22,2
Gsteigwiler,0,3,0,0,0,0,0,0,1,2
Gündlischwand,0,0,1,0,0,0,0,0,0,2
Habkern,0,2,3,1,0,0,0,0,4,2
Hofstetten bei Brienz,0,3,7,3,0,0,0,0,0,2
Interlaken,0,1,7,14,0,1,0,2,5,2
Iseltwald,0,3,0,0,0,0,0,0,1,2
Lauterbrunnen,0,1,23,4,0,0,0,0,3,2
Leissigen,0,2,9,2,0,0,0,0,0,2
Lütschental,0,2,0,0,0,0,0,0,1,2
Matten bei Interlaken,0,5,24,3,0,1,0,1,5,2
Niederried bei Interlaken,0,0,6,3,0,0,0,0,1,2
Oberried am Brienzersee,0,0,2,1,0,0,0,0,0,2
Ringgenberg (BE),1,3,19,7,0,0,0,1,0,2
Saxeten,0,0,0,0,0,0,0,0,0,2
Schwanden bei Brienz,0,4,11,2,0,0,0,0,1,2
Unterseen,0,0,35,9,0,7,0,10,7,2
Wilderswil,0,3,18,4,0,0,0,0,5,2
Arni (BE),0,1,1,3,0,0,0,0,2,2
Biglen,0,0,5,4,0,0,0,0,3,2
Bowil,0,2,2,1,0,0,0,0,0,2
Brenzikofen,0,2,7,2,0,0,0,0,10,2
Freimettigen,0,1,0,0,0,0,0,0,0,2
Grosshöchstetten,0,4,12,5,0,0,0,1,23,2
Häutligen,0,1,0,0,0,0,0,0,1,2
Herbligen,0,2,3,3,0,0,0,0,2,2
Kiesen,0,3,12,4,0,0,0,0,2,2
Konolfingen,0,5,13,15,0,0,0,0,6,2
Landiswil,0,2,0,0,0,0,0,0,0,2
Linden,0,5,1,1,0,0,0,2,0,2
Mirchel,0,1,0,2,0,0,0,0,1,2
Münsingen,0,3,93,115,0,0,0,1,6,2
Niederhünigen,0,1,0,1,0,0,0,0,0,2
Oberdiessbach,0,4,18,10,0,0,0,0,4,2
Oberthal,1,2,2,0,0,0,0,0,0,2
Oppligen,0,0,6,3,0,0,0,0,1,2
Rubigen,0,1,20,17,0,0,0,0,8,2
Walkringen,0,1,3,2,0,0,0,0,1,2
Worb,0,4,46,48,0,0,0,9,33,2
Zäziwil,0,6,11,6,0,0,0,0,7,2
Oberhünigen,0,0,0,0,0,0,0,0,0,2
Allmendingen,0,0,6,7,0,0,0,0,12,2
Wichtrach,0,4,18,38,0,0,0,1,20,2
Ferenbalm,0,0,3,5,0,0,0,0,12,2
Frauenkappelen,1,1,4,5,0,0,0,1,1,2
Gurbrü,0,0,2,2,0,0,0,0,0,2
Kriechenwil,0,1,2,1,0,0,0,0,0,2
Laupen,0,1,9,2,0,0,0,0,1,2
Mühleberg,0,1,24,6,0,0,0,0,32,2
Münchenwiler,0,1,7,2,0,0,0,0,5,2
Neuenegg,0,5,25,29,0,0,0,0,51,2
Wileroltigen,0,0,0,0,0,0,0,0,0,2
Belprahon,0,0,6,1,0,0,0,0,2,2
Champoz,0,0,0,0,0,0,0,0,0,2
Corcelles (BE),0,0,1,0,0,0,0,0,0,2
Court,0,2,3,1,0,0,0,0,4,2
Crémines,0,0,5,4,0,0,0,0,0,2
Eschert,0,0,0,0,0,0,0,0,0,2
Grandval,0,1,3,0,0,0,0,0,0,2
Loveresse,0,0,0,0,0,0,0,0,1,2
Perrefitte,0,0,10,1,0,0,0,0,3,2
Reconvilier,0,1,6,2,0,0,0,1,0,2
Roches (BE),0,0,1,0,0,0,0,0,0,2
Saicourt,0,1,1,0,0,0,0,0,2,2
Saules (BE),0,0,1,1,0,0,0,0,1,2
Schelten,0,0,0,0,0,0,0,0,0,2
Seehof,0,1,0,0,0,0,0,0,0,2
Sorvilier,0,0,0,0,0,0,0,0,0,2
Tavannes,0,0,7,3,0,0,0,0,1,2
Rebévelier,0,0,0,0,0,0,0,0,0,2
Petit-Val,0,2,1,0,0,0,0,0,0,2
Valbirse,1,1,14,5,0,0,0,0,13,2
La Neuveville,0,1,13,4,0,0,0,0,1,2
Nods,0,3,3,1,0,0,0,0,1,2
Plateau de Diesse,0,3,19,8,0,0,0,0,7,2
Aegerten,1,1,15,5,0,0,0,0,22,2
Bellmund,0,0,11,6,0,0,0,0,3,2
Brügg,0,1,35,11,1,1,0,1,14,2
Bühl,0,0,0,0,0,0,0,0,2,2
Epsach,0,0,1,1,0,0,0,0,1,2
Hagneck,0,1,4,3,0,0,0,0,2,2
Hermrigen,0,0,1,2,0,0,0,0,2,2
Jens,0,1,11,3,0,0,0,0,4,2
Ipsach,0,0,22,15,0,7,0,0,8,2
Ligerz,0,0,1,4,0,0,0,0,1,2
Merzligen,0,0,2,3,0,0,0,0,0,2
Mörigen,0,1,8,9,0,1,0,0,5,2
Nidau,0,0,1,4,0,25,0,0,1,2
Orpund,0,1,19,18,0,0,0,0,13,2
Port,0,1,10,15,0,2,0,10,15,2
Safnern,0,0,9,6,0,1,0,0,8,2
Scheuren,0,1,7,1,0,0,0,0,0,2
Schwadernau,0,1,2,7,0,0,0,0,18,2
Studen (BE),0,0,9,8,0,0,0,0,19,2
Sutz-Lattrigen,0,0,8,6,0,0,0,1,6,2
Täuffelen,0,0,27,17,0,2,0,0,14,2
Walperswil,0,2,5,1,0,0,0,0,6,2
Worben,0,0,6,21,0,0,0,0,15,2
Twann-Tüscherz,0,1,0,1,0,0,0,0,5,2
Därstetten,0,1,3,2,1,0,0,0,0,2
Diemtigen,0,4,6,6,0,0,0,0,3,2
Erlenbach im Simmental,0,3,6,3,0,0,0,2,6,2
Oberwil im Simmental,0,1,0,1,0,0,0,0,0,2
Reutigen,0,0,3,1,0,0,0,1,1,2
Spiez,1,8,84,45,1,0,0,1,37,2
Wimmis,1,2,9,6,0,0,0,5,5,2
Stocken-Höfen,0,3,1,2,0,0,0,0,2,2
Guttannen,0,3,1,0,0,0,0,0,1,2
Hasliberg,1,3,22,2,1,0,0,0,2,2
Innertkirchen,0,6,6,2,0,0,0,0,1,2
Meiringen,0,10,36,16,0,0,0,0,3,2
Schattenhalb,0,1,5,2,0,0,0,0,0,2
Boltigen,1,1,10,5,0,0,0,1,3,2
Lenk,0,9,21,5,0,1,0,0,25,2
St. Stephan,0,5,9,4,0,0,0,0,5,2
Zweisimmen,0,5,4,5,0,0,0,5,19,2
Gsteig,0,2,6,0,0,0,0,0,1,2
Lauenen,0,3,2,2,0,0,0,0,10,2
Saanen,0,10,48,7,0,2,0,3,18,2
Guggisberg,0,7,1,1,0,0,0,0,1,2
Rüschegg,0,13,7,5,0,0,0,0,11,2
Schwarzenburg,0,8,19,18,0,0,0,22,25,2
Belp,0,3,61,11,0,1,0,0,20,2
Burgistein,0,4,1,3,0,0,0,0,7,2
Gerzensee,0,0,4,3,0,0,0,0,6,2
Gurzelen,0,2,3,0,0,0,0,0,1,2
Jaberg,0,0,0,0,0,0,0,0,0,2
Kaufdorf,0,2,2,4,0,0,0,0,8,2
Kehrsatz,2,0,8,14,0,0,0,0,21,2
Kirchdorf (BE),0,1,4,2,0,0,0,0,5,2
Niedermuhlern,0,0,1,0,0,0,0,0,0,2
Riggisberg,0,7,24,9,1,0,0,0,4,2
Rüeggisberg,0,6,1,1,0,0,0,0,8,2
Seftigen,0,1,12,26,0,0,0,0,5,2
Toffen,0,2,14,3,0,0,0,0,13,2
Uttigen,0,0,13,25,0,0,0,0,4,2
Wattenwil,0,5,21,4,0,0,0,4,4,2
Wald (BE),0,0,3,2,1,1,0,0,5,2
Thurnen,0,7,13,19,0,0,0,0,11,2
Eggiwil,0,10,5,1,0,0,0,0,0,2
Langnau im Emmental,0,13,38,6,0,0,0,0,9,2
Lauperswil,0,3,9,4,0,0,0,1,1,2
Röthenbach im Emmental,0,4,1,0,0,0,0,1,1,2
Rüderswil,2,11,4,8,0,0,0,0,2,2
Schangnau,0,4,1,0,0,0,0,0,0,2
Signau,0,11,12,2,0,0,0,0,3,2
Trub,0,6,3,0,0,0,0,0,0,2
Trubschachen,0,3,1,9,0,0,0,0,7,2
Amsoldingen,0,1,4,2,0,1,0,0,0,2
Blumenstein,0,1,5,3,0,0,0,0,0,2
Buchholterberg,0,5,8,6,0,0,0,0,4,2
Eriz,0,5,5,0,0,0,2,0,1,2
Fahrni,0,2,6,0,0,0,0,0,1,2
Heiligenschwendi,0,2,6,5,0,0,0,1,5,2
Heimberg,0,6,45,12,0,9,0,0,13,2
Hilterfingen,0,0,9,15,0,6,0,0,9,2
Homberg,0,0,1,1,0,0,0,0,4,2
Horrenbach-Buchen,0,3,2,0,0,0,0,0,0,2
Oberhofen am Thunersee,0,4,4,5,0,8,0,0,3,2
Oberlangenegg,0,3,0,0,0,0,0,0,0,2
Pohlern,0,0,2,0,0,0,0,0,0,2
Sigriswil,0,8,52,12,1,0,0,0,3,2
Steffisburg,1,5,83,24,0,34,0,24,27,2
Teuffenthal (BE),0,1,1,0,0,0,0,0,0,2
Thierachern,0,0,4,2,0,0,0,1,2,2
Thun,1,4,83,65,1,153,0,0,31,2
Uebeschi,0,0,6,5,0,0,0,0,2,2
Uetendorf,0,4,44,38,0,0,0,8,21,2
Unterlangenegg,1,3,3,2,0,0,0,0,3,2
Wachseldorn,0,1,0,0,0,0,0,0,0,2
Forst-Längenbühl,0,3,1,0,0,0,0,0,0,2
Affoltern im Emmental,0,5,0,2,0,0,0,0,5,2
Dürrenroth,0,3,2,0,0,0,0,0,1,2
Eriswil,0,9,9,3,0,0,0,0,2,2
Huttwil,0,7,18,24,0,0,0,4,3,2
Lützelflüh,0,6,20,10,0,0,0,1,5,2
Rüegsau,0,6,8,7,0,0,0,0,5,2
Sumiswald,0,7,10,5,0,0,0,23,5,2
Trachselwald,0,1,1,0,0,0,0,0,0,2
Walterswil (BE),0,1,0,0,0,0,0,0,1,2
Wyssachen,0,3,3,1,0,0,0,1,3,2
Attiswil,0,1,11,3,0,0,0,0,0,2
Berken,0,0,0,0,0,0,0,0,0,2
Bettenhausen,0,3,6,7,0,3,0,1,10,2
Farnern,0,1,3,2,0,0,0,0,2,2
Graben,0,1,0,2,0,0,0,0,1,2
Heimenhausen,0,1,2,4,0,0,0,0,14,2
Herzogenbuchsee,0,3,30,15,0,29,0,1,5,2
Inkwil,0,0,3,2,0,0,0,0,3,2
Niederbipp,0,5,27,11,0,0,0,0,5,2
Niederönz,0,5,7,10,0,2,0,0,2,2
Oberbipp,0,2,9,4,0,0,0,0,0,2
Ochlenberg,0,1,1,0,0,0,0,0,0,2
Rumisberg,0,1,5,4,0,0,0,0,0,2
Seeberg,0,6,1,2,0,0,0,0,10,2
Thörigen,0,3,5,5,0,4,0,0,2,2
Walliswil bei Niederbipp,0,0,0,0,0,0,0,0,0,2
Walliswil bei Wangen,0,1,3,0,0,0,0,0,0,2
Wangen an der Aare,0,0,7,10,0,0,0,0,4,2
Wiedlisbach,0,1,25,8,0,0,0,0,5,2
Doppleschwand,0,1,3,5,0,0,0,0,0,3
Entlebuch,0,11,16,6,0,0,0,1,6,3
Flühli,0,7,25,7,0,0,0,2,32,3
Hasle (LU),0,3,2,5,0,0,0,1,14,3
Romoos,0,10,0,3,0,0,0,0,0,3
Schüpfheim,0,18,22,26,0,2,0,1,46,3
Werthenstein,0,5,8,9,0,0,0,1,10,3
Escholzmatt-Marbach,0,15,7,12,0,0,0,2,21,3
Aesch (LU),0,0,3,15,0,0,0,2,4,3
Ballwil,0,7,10,13,0,0,0,1,4,3
Emmen,0,7,95,66,0,19,0,11,39,3
Ermensee,0,6,3,5,0,0,0,0,2,3
Eschenbach (LU),0,2,7,12,0,0,0,0,12,3
Hitzkirch,0,8,14,30,0,0,0,6,18,3
Hochdorf,0,2,42,22,0,1,0,0,11,3
Hohenrain,0,13,5,6,0,0,0,0,17,3
