,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Embrach,0,4,153,29,5,0,0,30,27,1
Freienstein-Teufen,0,0,32,13,0,0,0,0,7,1
Glattfelden,1,0,62,16,0,0,0,0,3,1
Hochfelden,0,1,56,8,0,0,0,3,0,1
Höri,0,1,17,7,0,1,0,0,6,1
Hüntwangen,0,1,15,6,0,0,0,0,1,1
Kloten,0,6,129,39,0,14,0,13,10,1
Lufingen,0,2,44,10,0,0,0,0,3,1
Nürensdorf,0,14,211,47,2,3,0,3,12,1
Oberembrach,0,0,23,26,0,0,0,1,7,1
Opfikon,0,1,132,22,2,21,0,0,0,1
Rafz,1,3,55,30,0,0,0,4,5,1
Rorbas,0,0,41,12,0,0,0,0,1,1
Wallisellen,0,10,122,36,2,75,0,3,23,1
Wasterkingen,0,3,7,1,0,0,0,0,0,1
Wil (ZH),0,0,32,8,0,0,0,0,0,1
Winkel,0,2,64,57,0,0,0,0,33,1
Bachs,0,2,12,0,0,0,0,0,0,1
Boppelsen,0,2,75,15,0,0,0,0,7,1
Buchs (ZH),0,1,45,13,2,3,0,0,3,1
Dällikon,0,1,97,26,2,25,0,0,4,1
Dänikon,0,1,57,9,0,0,0,0,5,1
Dielsdorf,0,0,111,6,0,49,0,1,1,1
Hüttikon,0,0,44,2,0,0,0,0,1,1
Neerach,0,5,112,20,0,0,0,0,18,1
Niederglatt,0,4,86,20,0,0,0,1,5,1
Niederhasli,0,1,258,42,3,4,0,0,32,1
Niederweningen,0,2,45,10,0,0,0,0,12,1
Oberglatt,0,1,109,16,0,0,0,1,5,1
Oberweningen,0,0,33,5,0,0,0,0,5,1
Otelfingen,0,1,53,4,0,0,0,11,2,1
Regensberg,0,6,13,4,0,0,0,0,0,1
Regensdorf,3,5,252,33,12,46,0,16,6,1
Rümlang,0,2,29,12,0,2,0,6,1,1
Schleinikon,0,0,16,1,0,0,0,0,0,1
Schöfflisdorf,0,0,58,14,0,0,0,0,8,1
Stadel,0,12,61,10,0,0,0,0,1,1
Steinmaur,0,5,109,26,2,0,0,0,4,1
Weiach,0,0,27,1,0,0,0,0,1,1
Bäretswil,0,10,116,32,0,0,0,0,28,1
Bubikon,0,19,89,23,1,9,0,1,42,1
Dürnten,0,2,125,70,0,9,0,0,9,1
Fischenthal,0,3,9,3,0,0,0,0,2,1
Gossau (ZH),0,20,208,57,4,19,0,1,43,1
Grüningen,0,4,45,13,0,0,0,1,9,1
Hinwil,0,10,225,70,2,4,0,33,11,1
Rüti (ZH),0,1,136,25,0,14,0,0,8,1
Seegräben,0,2,44,10,0,23,0,3,16,1
Wald (ZH),0,5,89,24,0,0,0,0,6,1
Wetzikon (ZH),0,6,168,53,0,68,0,8,31,1
Adliswil,1,1,208,13,1,49,0,11,2,1
Kilchberg (ZH),0,3,91,1,0,23,0,7,5,1
Langnau am Albis,0,2,219,29,1,61,1,4,17,1
Oberrieden,0,0,32,23,0,26,0,10,2,1
Richterswil,0,0,122,69,3,161,0,0,52,1
Rüschlikon,0,1,71,10,0,15,1,0,0,1
Thalwil,1,1,188,50,6,57,0,11,29,1
Erlenbach (ZH),0,0,47,9,0,10,0,1,1,1
Herrliberg,6,0,101,21,3,18,0,0,7,1
Hombrechtikon,0,2,145,39,2,6,0,4,9,1
Küsnacht (ZH),1,4,144,44,38,73,0,14,5,1
Männedorf,0,0,150,27,2,19,0,0,11,1
Meilen,0,0,193,31,6,24,0,2,7,1
Oetwil am See,2,6,74,32,0,0,0,5,3,1
Stäfa,2,1,208,44,1,61,0,6,36,1
Uetikon am See,0,1,84,16,0,8,0,1,5,1
Zumikon,0,0,158,35,0,1,0,7,6,1
Zollikon,0,5,122,12,0,26,0,1,4,1
Fehraltorf,0,0,47,18,0,0,0,1,7,1
Hittnau,0,2,8,5,0,0,0,0,0,1
Lindau,0,12,128,10,0,0,0,6,10,1
Pfäffikon,2,4,170,38,0,7,0,11,10,1
Russikon,0,7,162,89,0,0,0,1,6,1
Weisslingen,0,8,57,15,0,0,0,0,2,1
Wila,0,6,39,8,0,0,0,2,2,1
Wildberg,0,0,15,2,0,0,0,0,1,1
Dübendorf,0,1,333,80,1,66,0,3,11,1
Egg,0,2,202,55,3,0,0,2,4,1
Fällanden,1,1,79,26,3,88,1,7,29,1
Greifensee,0,3,62,32,9,5,0,10,1,1
Maur,1,7,461,76,1,4,0,6,32,1
Mönchaltorf,0,8,79,64,0,3,0,0,12,1
Schwerzenbach,0,0,58,18,0,1,0,0,1,1
Uster,1,72,252,80,55,195,0,6,36,1
Volketswil,0,3,212,62,2,38,1,13,8,1
Wangen-Brüttisellen,0,0,87,8,0,2,0,0,2,1
Altikon,0,2,2,1,0,0,0,0,0,1
Brütten,0,1,78,20,0,0,0,0,7,1
Dägerlen,0,5,10,3,0,0,0,2,0,1
Dättlikon,0,6,21,5,0,0,0,1,4,1
Dinhard,0,6,99,10,0,0,0,1,11,1
Ellikon an der Thur,0,1,21,3,0,0,0,0,1,1
Elsau,0,1,97,96,0,0,0,2,10,1
Hagenbuch,0,5,18,8,0,0,0,0,9,1
Hettlingen,0,1,50,11,0,0,0,1,39,1
Neftenbach,1,9,107,51,0,0,0,1,2,1
Pfungen,0,1,61,15,0,13,0,0,1,1
Rickenbach (ZH),0,3,50,10,0,0,0,0,1,1
Schlatt (ZH),0,2,11,1,0,0,0,0,0,1
Seuzach,0,4,220,87,0,0,0,7,23,1
Turbenthal,0,7,40,13,0,0,0,2,3,1
Winterthur,0,14,328,120,0,196,0,112,15,1
Zell (ZH),0,5,38,15,0,0,0,1,34,1
Aesch (ZH),0,0,70,33,0,0,0,2,5,1
Birmensdorf (ZH),0,6,194,23,3,3,0,1,4,1
Dietikon,0,5,130,41,1,37,0,32,10,1
Geroldswil,0,0,101,13,6,13,0,8,2,1
Oberengstringen,0,1,87,9,5,9,0,2,4,1
Oetwil an der Limmat,0,1,112,19,0,1,0,0,1,1
Schlieren,0,1,116,1,0,26,0,12,1,1
Uitikon,0,3,121,21,0,0,0,0,3,1
Unterengstringen,0,0,68,12,0,0,0,10,3,1
Urdorf,0,2,99,48,0,9,0,0,4,1
Weiningen (ZH),0,3,75,18,5,10,0,2,0,1
Zürich,0,8,632,84,2,743,2,250,5,1
Andelfingen,1,3,82,14,0,0,0,6,17,1
Stammheim,0,27,52,5,0,0,0,11,3,1
Wädenswil,2,14,255,65,0,149,0,10,58,1
Elgg,0,5,62,40,0,0,0,1,8,1
Horgen,0,6,124,51,0,30,0,136,15,1
Illnau-Effretikon,0,10,297,136,0,54,0,2,21,1
Bauma,0,7,50,12,0,0,0,2,9,1
Wiesendangen,0,1,111,52,0,8,0,0,12,1
Aarberg,0,1,58,23,0,4,0,0,16,2
Bargen (BE),0,1,16,5,0,0,0,0,0,2
Grossaffoltern,0,5,75,24,0,0,0,0,4,2
Kallnach,2,10,39,10,0,0,0,0,4,2
Kappelen,0,7,23,8,0,1,0,0,4,2
Lyss,1,7,222,51,0,10,0,1,20,2
Meikirch,1,6,67,41,0,0,0,2,50,2
Radelfingen,0,4,17,2,0,0,0,0,3,2
Rapperswil (BE),0,6,29,23,0,0,0,2,10,2
Schüpfen,0,2,19,14,0,0,0,14,7,2
Seedorf (BE),0,12,51,18,1,0,0,0,10,2
Aarwangen,0,9,82,12,0,1,0,1,11,2
Auswil,1,5,4,6,0,0,0,0,0,2
Bannwil,0,1,18,5,0,0,0,0,1,2
Bleienbach,0,0,8,4,0,0,0,0,2,2
Busswil bei Melchnau,0,1,2,1,0,0,0,0,1,2
Gondiswil,0,5,8,0,0,0,0,0,3,2
Langenthal,0,13,82,33,0,200,0,1,16,2
Lotzwil,0,0,23,8,0,25,0,0,0,2
Madiswil,0,14,48,15,0,1,0,3,10,2
Melchnau,0,1,22,8,0,1,0,3,3,2
Oeschenbach,0,2,3,0,0,0,0,0,0,2
Reisiswil,0,0,1,2,0,0,0,0,1,2
Roggwil (BE),1,4,63,26,0,0,0,0,1,2
Rohrbach,0,4,21,7,0,0,0,0,6,2
Rohrbachgraben,0,4,6,0,0,0,0,1,0,2
Rütschelen,0,1,7,1,0,0,0,2,3,2
Schwarzhäusern,0,2,8,2,0,0,0,0,2,2
Thunstetten,1,3,64,29,0,13,0,0,13,2
Ursenbach,0,6,9,0,0,0,0,0,3,2
Wynau,0,4,30,6,0,0,0,0,3,2
Bern,0,31,296,24,0,233,0,72,23,2
Bolligen,0,7,152,47,0,0,0,148,23,2
Bremgarten bei Bern,0,4,123,30,0,2,0,1,35,2
Kirchlindach,0,4,105,27,0,0,0,24,30,2
Köniz,0,25,350,143,1,73,0,19,107,2
Muri bei Bern,0,2,279,32,0,54,0,19,59,2
Oberbalm,0,7,11,3,0,0,0,1,3,2
Stettlen,0,6,82,21,0,0,0,1,22,2
Vechigen,0,17,120,66,0,0,0,0,45,2
Wohlen bei Bern,0,16,240,74,2,15,0,17,68,2
Zollikofen,0,2,86,26,0,16,0,7,26,2
Ittigen,1,5,247,37,1,38,0,3,50,2
Ostermundigen,0,3,199,20,0,33,0,4,30,2
Biel/Bienne,0,3,123,5,0,136,0,12,2,2
Evilard,0,1,41,5,0,47,0,0,7,2
Arch,0,3,44,3,0,6,0,0,12,2
Büetigen,0,0,23,2,0,0,0,5,3,2
Büren an der Aare,0,3,45,9,0,4,0,1,5,2
Diessbach bei Büren,0,1,30,4,0,0,0,0,3,2
Dotzigen,1,4,27,4,0,0,0,0,7,2
Lengnau (BE),0,2,85,18,0,15,0,3,10,2
Leuzigen,0,6,24,8,0,2,0,0,0,2
Meienried,0,0,1,1,0,0,0,0,0,2
Meinisberg,0,1,44,8,0,0,0,2,5,2
Oberwil bei Büren,0,3,13,4,0,0,0,0,1,2
Pieterlen,0,1,43,16,0,0,0,6,18,2
Rüti bei Büren,0,1,8,1,1,0,0,0,8,2
Wengi,0,2,7,2,0,0,0,0,0,2
Aefligen,0,2,25,7,0,11,0,0,2,2
Alchenstorf,0,2,16,0,0,0,0,3,1,2
Bäriswil,0,3,30,13,1,0,0,2,8,2
Burgdorf,1,8,115,29,0,97,0,1,5,2
Ersigen,0,8,48,7,0,4,0,0,7,2
Hasle bei Burgdorf,1,5,31,8,0,0,0,0,7,2
Heimiswil,0,13,12,5,0,0,0,0,7,2
Hellsau,0,1,1,1,0,0,0,1,0,2
Hindelbank,0,4,66,15,0,0,0,1,10,2
Höchstetten,0,0,3,0,0,0,0,0,2,2
Kernenried,0,0,2,1,0,0,0,0,2,2
Kirchberg (BE),0,10,108,26,0,15,0,5,8,2
Koppigen,0,5,37,10,0,0,0,1,14,2
Krauchthal,0,10,41,5,0,0,0,0,3,2
Lyssach,0,3,27,1,0,1,0,6,3,2
Oberburg,0,2,30,11,0,12,0,2,2,2
Rüdtligen-Alchenflüh,0,0,53,1,0,7,0,1,2,2
Rumendingen,0,0,1,0,0,0,0,0,0,2
Rüti bei Lyssach,0,1,3,0,0,0,0,0,0,2
Willadingen,0,0,5,2,0,0,0,2,0,2
Wynigen,0,16,10,6,0,0,0,1,4,2
Corgémont,0,5,34,6,0,0,0,0,8,2
Cormoret,0,0,11,2,0,0,0,0,3,2
Cortébert,0,0,6,1,0,0,0,0,1,2
Courtelary,0,5,15,0,0,2,0,2,4,2
La Ferrière,0,2,13,0,0,1,0,0,4,2
Mont-Tramelan,0,1,1,0,0,0,0,0,0,2
Orvin,0,15,36,4,0,0,1,0,12,2
Renan (BE),0,2,4,2,0,1,0,2,0,2
Romont (BE),0,1,3,0,0,0,0,0,0,2
Saint-Imier,0,6,30,2,0,7,0,1,30,2
Sonceboz-Sombeval,0,1,27,3,0,0,0,0,6,2
Sonvilier,0,3,17,1,0,0,0,0,1,2
Tramelan,0,4,37,10,0,0,0,0,6,2
Villeret,0,2,11,1,0,0,0,2,4,2
Sauge,0,19,26,3,1,0,0,0,9,2
Péry-La Heutte,0,1,47,2,0,0,0,0,4,2
Brüttelen,0,1,5,3,0,0,0,0,1,2
Erlach,0,4,15,8,0,0,0,0,9,2
Finsterhennen,0,0,8,2,0,0,0,0,2,2
Gals,0,2,5,2,0,0,0,3,3,2
Gampelen,0,1,12,10,0,1,0,0,5,2
Ins,0,2,43,26,1,3,0,0,5,2
Lüscherz,0,1,11,12,0,0,1,0,21,2
Müntschemier,0,0,23,8,0,0,0,1,0,2
Siselen,0,2,8,4,0,0,0,0,5,2
Treiten,0,0,5,0,0,0,0,0,1,2
Tschugg,0,2,6,5,0,0,0,0,2,2
Vinelz,0,1,16,6,0,0,1,3,6,2
Bätterkinden,0,6,63,30,0,8,0,1,70,2
Deisswil bei Münchenbuchsee,0,1,0,0,0,0,0,0,0,2
Fraubrunnen,0,14,111,46,0,3,0,0,28,2
Jegenstorf,0,11,126,90,0,0,0,31,20,2
Iffwil,0,1,5,0,0,0,0,1,1,2
Mattstetten,0,0,41,8,0,0,0,0,3,2
Moosseedorf,0,3,60,6,0,43,0,0,3,2
Münchenbuchsee,0,13,253,48,1,1,0,28,17,2
Urtenen-Schönbühl,0,6,78,34,0,7,0,53,8,2
Utzenstorf,0,6,63,29,0,2,0,0,9,2
Wiggiswil,0,0,0,0,0,0,0,0,0,2
Wiler bei Utzenstorf,0,4,16,7,0,0,0,1,1,2
Zielebach,0,0,5,1,0,0,0,1,0,2
Zuzwil (BE),1,3,29,6,0,0,0,0,2,2
Adelboden,0,22,122,9,0,0,0,0,5,2
Aeschi bei Spiez,0,7,65,10,0,0,0,1,15,2
Frutigen,1,29,90,22,0,0,0,5,80,2
Kandergrund,0,7,5,3,0,0,0,0,3,2
Kandersteg,0,4,54,5,0,0,0,2,23,2
Krattigen,0,5,50,6,0,0,0,0,8,2
Reichenbach im Kandertal,0,57,53,7,0,1,0,0,26,2
Beatenberg,0,8,39,9,0,0,0,0,15,2
Bönigen,0,5,52,10,0,1,0,2,7,2
Brienz (BE),0,40,79,8,0,0,1,2,15,2
Brienzwiler,0,2,19,1,0,0,0,0,0,2
Därligen,0,5,11,3,0,0,0,0,2,2
Grindelwald,0,22,127,21,0,0,0,15,44,2
Gsteigwiler,0,3,3,0,0,0,0,0,1,2
Gündlischwand,0,6,7,2,0,0,0,0,2,2
Habkern,0,16,18,1,0,0,0,0,10,2
Hofstetten bei Brienz,0,11,18,1,0,0,0,0,1,2
Interlaken,1,3,65,10,2,8,0,3,14,2
Iseltwald,1,10,8,1,0,0,0,0,1,2
Lauterbrunnen,0,14,71,4,0,0,0,1,13,2
Leissigen,0,4,28,9,0,0,0,0,16,2
Lütschental,0,4,3,0,1,0,0,0,1,2
Matten bei Interlaken,0,1,47,6,0,1,0,10,1,2
Niederried bei Interlaken,0,4,18,4,0,0,0,0,1,2
Oberried am Brienzersee,0,3,19,2,0,0,1,0,2,2
Ringgenberg (BE),1,6,72,7,1,2,0,0,5,2
Saxeten,0,6,2,0,0,0,0,0,0,2
Schwanden bei Brienz,0,4,31,3,0,0,0,0,0,2
Unterseen,0,7,99,16,1,8,0,21,8,2
Wilderswil,0,4,43,6,0,0,0,0,6,2
Arni (BE),0,4,5,2,0,0,0,0,0,2
Biglen,0,4,25,2,0,0,0,0,5,2
Bowil,0,5,12,1,0,1,0,1,2,2
Brenzikofen,0,0,8,1,0,0,0,0,3,2
Freimettigen,0,3,9,3,0,0,0,0,1,2
Grosshöchstetten,0,12,91,41,1,0,0,1,50,2
Häutligen,0,2,1,3,0,1,0,0,1,2
Herbligen,0,1,14,8,0,0,0,0,4,2
Kiesen,0,4,16,0,0,0,0,0,12,2
Konolfingen,0,5,86,17,0,0,0,1,11,2
Landiswil,0,8,2,0,0,0,0,0,2,2
Linden,0,9,13,6,0,0,0,7,3,2
Mirchel,0,1,22,9,0,0,0,0,0,2
Münsingen,0,13,302,135,0,0,0,7,17,2
Niederhünigen,0,1,5,0,0,0,0,0,0,2
Oberdiessbach,0,14,69,30,0,0,0,1,13,2
Oberthal,1,12,4,8,0,2,0,0,5,2
Oppligen,0,0,14,3,0,0,0,0,9,2
Rubigen,0,2,75,15,0,1,0,0,38,2
Walkringen,1,13,24,9,0,0,0,0,9,2
Worb,0,13,188,64,0,1,0,53,46,2
Zäziwil,1,2,12,2,0,0,0,0,3,2
Oberhünigen,0,2,1,0,0,0,0,0,1,2
Allmendingen,0,1,18,10,0,0,0,0,10,2
Wichtrach,1,7,93,54,0,0,0,0,29,2
Ferenbalm,0,3,27,9,0,0,0,0,4,2
Frauenkappelen,0,0,21,6,0,0,0,0,3,2
Gurbrü,0,0,3,2,0,0,0,0,0,2
Kriechenwil,0,2,16,2,0,0,0,0,0,2
Laupen,1,2,63,9,0,0,0,7,12,2
Mühleberg,0,10,42,15,0,2,0,0,28,2
Münchenwiler,0,0,16,3,0,0,0,0,1,2
Neuenegg,0,6,72,18,0,0,1,0,19,2
Wileroltigen,1,0,5,0,1,1,0,0,0,2
Belprahon,0,0,14,4,0,0,0,0,7,2
Champoz,0,1,0,0,0,0,0,0,0,2
Corcelles (BE),0,2,7,1,0,0,0,0,1,2
Court,0,3,45,6,0,0,0,0,5,2
Crémines,0,7,21,3,0,0,0,0,5,2
Eschert,0,0,9,1,0,0,0,0,2,2
Grandval,1,1,7,1,0,0,0,0,4,2
Loveresse,0,2,5,1,0,0,0,0,5,2
Perrefitte,0,4,24,2,0,0,0,0,1,2
Reconvilier,0,1,42,4,0,2,0,0,3,2
Roches (BE),0,1,5,2,0,0,0,0,2,2
Saicourt,0,3,11,3,0,0,0,0,0,2
Saules (BE),0,3,4,0,0,0,0,0,1,2
Schelten,1,0,0,0,0,0,0,0,0,2
Seehof,0,0,1,0,0,0,0,0,0,2
Sorvilier,0,3,3,0,0,0,0,0,1,2
Tavannes,0,1,31,4,0,0,0,1,3,2
Rebévelier,0,0,1,0,0,0,0,0,0,2
Petit-Val,0,6,9,0,0,0,0,1,0,2
Valbirse,0,11,98,18,0,0,0,0,8,2
La Neuveville,0,2,69,15,0,0,1,2,9,2
Nods,0,11,24,3,0,5,0,0,7,2
Plateau de Diesse,0,10,46,19,0,0,0,0,15,2
Aegerten,1,0,68,17,0,0,0,0,11,2
Bellmund,1,3,35,9,0,0,0,0,2,2
Brügg,0,2,67,24,0,1,0,0,19,2
Bühl,0,1,12,1,0,0,0,0,4,2
Epsach,0,0,3,0,0,0,0,0,0,2
Hagneck,0,1,9,7,0,0,0,0,5,2
Hermrigen,0,2,3,2,0,0,0,0,0,2
Jens,0,3,22,4,0,0,0,0,3,2
Ipsach,0,2,61,26,0,38,0,0,12,2
Ligerz,0,0,8,6,0,0,0,0,4,2
Merzligen,0,4,13,8,0,0,0,0,8,2
Mörigen,1,4,53,16,0,0,0,0,17,2
Nidau,0,1,38,2,0,45,0,0,1,2
Orpund,0,6,51,24,0,2,0,0,11,2
Port,1,1,71,25,0,12,0,11,7,2
Safnern,0,3,63,10,0,4,0,1,9,2
Scheuren,1,0,13,6,0,0,0,0,0,2
Schwadernau,0,1,18,7,0,1,0,0,5,2
Studen (BE),0,1,64,10,0,0,0,0,8,2
Sutz-Lattrigen,0,1,19,8,0,0,0,0,5,2
Täuffelen,0,2,58,19,0,0,0,0,14,2
Walperswil,0,2,14,3,0,0,0,0,4,2
Worben,0,3,47,21,0,0,0,0,14,2
Twann-Tüscherz,0,2,26,4,0,0,1,0,13,2
Därstetten,0,5,13,1,0,1,0,0,3,2
Diemtigen,0,21,57,11,0,0,0,7,22,2
Erlenbach im Simmental,0,12,31,4,0,0,0,5,7,2
Oberwil im Simmental,0,9,3,1,0,0,0,1,5,2
Reutigen,0,2,22,5,0,0,0,4,6,2
Spiez,0,34,218,82,1,0,0,2,74,2
Wimmis,2,11,21,9,0,0,0,16,29,2
Stocken-Höfen,0,6,18,3,0,0,0,0,2,2
Guttannen,0,7,9,1,0,0,0,0,2,2
Hasliberg,0,21,64,9,0,0,0,1,4,2
Innertkirchen,0,14,12,3,0,0,1,0,1,2
Meiringen,0,22,105,19,0,0,0,8,3,2
Schattenhalb,0,7,7,0,0,0,0,1,0,2
Boltigen,0,19,12,0,0,0,0,0,8,2
Lenk,0,27,126,21,0,0,0,1,111,2
St. Stephan,0,11,22,3,0,0,0,0,21,2
Zweisimmen,1,26,48,21,0,1,0,22,38,2
Gsteig,0,3,27,0,0,1,0,1,2,2
Lauenen,0,5,21,0,1,0,0,0,22,2
Saanen,2,37,201,14,0,6,3,5,65,2
Guggisberg,0,23,28,0,1,0,0,2,11,2
Rüschegg,0,15,23,16,0,0,0,5,32,2
Schwarzenburg,0,20,105,11,0,0,0,22,18,2
Belp,0,8,159,45,0,0,0,3,32,2
Burgistein,0,2,18,3,0,0,0,0,8,2
Gerzensee,1,3,25,9,0,0,0,0,5,2
Gurzelen,0,3,10,6,0,0,0,1,0,2
Jaberg,0,0,7,3,0,0,0,0,3,2
Kaufdorf,0,4,39,6,0,0,0,0,4,2
Kehrsatz,0,0,117,25,0,0,0,0,38,2
Kirchdorf (BE),0,10,35,13,0,0,0,1,10,2
Niedermuhlern,0,1,4,0,0,0,0,0,2,2
Riggisberg,0,16,47,5,1,0,0,1,7,2
Rüeggisberg,0,24,17,3,0,0,0,0,8,2
Seftigen,0,9,39,13,1,0,0,0,10,2
Toffen,0,8,84,32,0,0,0,1,11,2
Uttigen,0,0,40,14,0,0,0,0,3,2
Wattenwil,0,12,25,10,0,0,0,2,6,2
Wald (BE),0,11,31,13,0,0,0,0,11,2
Thurnen,0,4,28,16,0,0,0,0,8,2
Eggiwil,0,33,10,2,0,0,0,0,12,2
Langnau im Emmental,1,33,72,12,0,1,0,3,17,2
Lauperswil,1,13,33,9,0,0,0,1,8,2
Röthenbach im Emmental,0,12,6,1,0,0,0,2,3,2
Rüderswil,1,13,18,8,0,0,0,0,11,2
Schangnau,0,9,8,3,0,0,1,0,3,2
Signau,0,20,14,6,0,0,1,1,2,2
Trub,0,9,6,0,0,0,0,1,0,2
Trubschachen,0,8,11,6,0,0,0,0,4,2
Amsoldingen,1,3,11,5,0,2,0,0,3,2
Blumenstein,0,8,15,2,0,0,0,1,7,2
Buchholterberg,2,8,20,3,0,0,0,0,6,2
Eriz,0,10,6,2,0,0,0,0,6,2
Fahrni,2,1,9,6,0,0,0,0,5,2
Heiligenschwendi,0,3,11,9,0,0,0,2,11,2
Heimberg,0,7,146,26,0,5,0,0,14,2
Hilterfingen,1,5,62,16,0,11,0,0,14,2
Homberg,0,2,6,1,0,0,0,0,2,2
Horrenbach-Buchen,0,4,0,1,0,0,0,0,1,2
Oberhofen am Thunersee,1,5,56,14,1,1,0,0,11,2
Oberlangenegg,0,3,2,0,0,0,0,0,1,2
Pohlern,0,0,2,0,0,0,0,0,1,2
Sigriswil,0,17,89,17,10,1,0,0,20,2
Steffisburg,1,3,181,35,0,55,0,19,26,2
Teuffenthal (BE),0,2,1,0,0,0,0,0,0,2
Thierachern,0,4,39,14,0,0,0,0,4,2
Thun,0,17,463,80,0,141,0,4,50,2
Uebeschi,0,1,13,4,0,0,0,0,2,2
Uetendorf,0,9,193,56,0,4,0,16,21,2
Unterlangenegg,0,7,11,1,0,0,0,0,8,2
Wachseldorn,0,2,4,0,0,0,0,0,1,2
Forst-Längenbühl,0,4,6,0,0,2,0,0,4,2
Affoltern im Emmental,0,9,14,4,0,0,0,1,2,2
Dürrenroth,0,8,10,1,0,0,0,0,3,2
Eriswil,0,3,9,1,0,0,0,0,0,2
Huttwil,0,8,69,28,0,0,0,12,1,2
Lützelflüh,0,14,41,13,0,0,0,3,10,2
Rüegsau,0,10,40,9,0,1,0,0,7,2
Sumiswald,0,16,36,11,0,0,0,35,7,2
Trachselwald,0,4,6,0,0,0,0,0,2,2
Walterswil (BE),0,1,1,1,0,0,0,0,3,2
Wyssachen,0,4,15,0,0,0,0,0,4,2
Attiswil,0,2,45,8,0,0,0,0,5,2
Berken,0,2,1,0,0,0,0,0,0,2
Bettenhausen,0,3,5,4,0,3,0,0,1,2
Farnern,0,2,3,0,0,0,0,0,5,2
Graben,0,2,3,1,0,0,0,0,0,2
Heimenhausen,0,2,16,3,0,0,0,0,0,2
Herzogenbuchsee,1,6,89,33,0,37,0,2,14,2
Inkwil,0,2,15,7,0,0,0,0,2,2
Niederbipp,0,7,112,24,0,3,0,3,14,2
Niederönz,0,4,50,10,0,15,0,0,5,2
Oberbipp,1,1,31,12,0,0,0,0,5,2
Ochlenberg,0,2,4,2,0,0,0,0,0,2
Rumisberg,1,3,13,7,0,0,0,0,6,2
Seeberg,0,8,22,5,0,0,0,1,7,2
Thörigen,0,1,36,4,0,8,0,0,1,2
Walliswil bei Niederbipp,0,0,9,2,0,0,0,0,0,2
Walliswil bei Wangen,1,2,12,3,0,0,0,0,2,2
Wangen an der Aare,0,2,38,14,0,0,0,0,11,2
Wiedlisbach,0,4,62,13,0,1,0,0,4,2
Doppleschwand,0,3,10,6,0,1,0,0,1,3
Entlebuch,0,33,39,15,0,0,1,5,19,3
Flühli,0,20,78,14,0,1,0,0,159,3
Hasle (LU),0,9,15,15,0,0,0,1,3,3
Romoos,0,13,1,0,1,0,0,4,0,3
Schüpfheim,0,22,30,19,0,0,0,5,5,3
Werthenstein,0,12,21,5,0,0,0,0,2,3
Escholzmatt-Marbach,1,37,42,21,0,1,0,12,26,3
Aesch (LU),0,4,13,10,0,0,0,2,0,3
Ballwil,0,6,44,19,0,0,0,3,5,3
Emmen,1,3,208,72,1,13,0,30,27,3
Ermensee,0,1,13,3,1,0,0,1,3,3
Eschenbach (LU),0,5,50,21,0,0,0,14,3,3
Hitzkirch,0,26,52,37,0,0,0,9,35,3
Hochdorf,0,6,99,35,0,5,0,0,10,3
Hohenrain,0,11,28,8,1,0,0,0,10,3
