,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Wald (ZH),0,0,0,66,0,1,0,1,0,1
Wetzikon (ZH),1,5,2,84,0,101,0,31,2,1
Adliswil,0,7,1,31,0,19,0,0,0,1
Kilchberg (ZH),0,1,0,26,0,19,0,0,1,1
Langnau am Albis,0,1,0,28,0,30,0,0,1,1
Oberrieden,0,0,1,23,0,7,0,0,0,1
Richterswil,0,1,1,38,0,74,0,0,2,1
Rüschlikon,0,0,0,17,0,15,0,0,0,1
Thalwil,0,0,4,43,0,33,0,2,1,1
Erlenbach (ZH),0,0,2,26,0,30,0,0,0,1
Herrliberg,1,0,5,41,0,29,0,2,0,1
Hombrechtikon,0,15,6,62,0,0,0,0,0,1
Küsnacht (ZH),3,0,10,56,0,64,0,3,3,1
Männedorf,1,0,0,83,0,38,0,0,1,1
Meilen,0,4,8,83,0,20,0,3,1,1
Oetwil am See,0,10,16,25,0,0,0,0,0,1
Stäfa,0,5,4,76,0,75,0,0,2,1
Uetikon am See,0,1,2,25,0,19,0,0,0,1
Zumikon,1,0,5,31,0,0,0,0,0,1
Zollikon,0,0,1,26,0,22,0,0,0,1
Fehraltorf,0,0,19,23,5,28,0,0,1,1
Hittnau,0,9,2,24,0,0,0,0,0,1
Lindau,0,8,7,98,0,0,0,8,0,1
Pfäffikon,0,10,5,78,0,12,0,3,2,1
Russikon,0,2,4,73,0,0,0,12,0,1
Weisslingen,0,5,0,57,0,0,0,0,0,1
Wila,0,1,0,15,0,0,0,5,0,1
Wildberg,0,3,0,29,0,0,0,0,0,1
Dübendorf,0,6,1,114,0,31,0,3,0,1
Egg,0,0,7,29,0,0,0,0,3,1
Fällanden,0,6,4,22,0,41,0,0,0,1
Greifensee,0,0,1,5,0,4,0,1,1,1
Maur,0,1,5,65,0,1,0,0,0,1
Mönchaltorf,0,0,0,7,0,0,0,15,1,1
Schwerzenbach,0,0,0,13,2,40,0,0,0,1
Uster,0,26,9,80,0,133,0,15,1,1
Volketswil,0,17,10,55,0,77,0,0,2,1
Wangen-Brüttisellen,0,2,2,37,23,22,0,0,0,1
Altikon,0,0,0,6,0,0,0,0,0,1
Brütten,0,0,2,10,0,0,0,0,1,1
Dägerlen,0,1,0,22,1,0,0,0,0,1
Dättlikon,0,0,2,39,0,0,0,22,0,1
Dinhard,0,3,0,15,0,0,0,0,0,1
Ellikon an der Thur,0,0,22,12,0,0,0,0,0,1
Elsau,0,18,3,18,0,0,0,0,0,1
Hagenbuch,0,0,2,12,0,0,0,0,0,1
Hettlingen,0,1,1,23,0,0,0,2,1,1
Neftenbach,0,0,3,178,0,0,0,2,0,1
Pfungen,0,0,1,30,0,16,0,0,0,1
Rickenbach (ZH),0,0,0,19,0,0,0,1,0,1
Schlatt (ZH),0,3,0,12,0,0,0,0,0,1
Seuzach,0,6,4,35,0,0,0,0,3,1
Turbenthal,0,4,1,37,0,0,0,5,0,1
Winterthur,0,19,10,283,0,230,0,118,0,1
Zell (ZH),0,12,9,61,0,0,0,4,0,1
Aesch (ZH),0,3,0,3,0,0,0,0,1,1
Birmensdorf (ZH),0,5,1,29,7,5,0,0,0,1
Dietikon,0,2,1,59,0,42,0,0,0,1
Geroldswil,0,1,0,22,0,0,0,0,0,1
Oberengstringen,0,0,0,3,0,15,0,0,0,1
Oetwil an der Limmat,0,0,1,18,0,0,0,0,0,1
Schlieren,0,0,1,1,0,11,0,164,0,1
Uitikon,0,1,7,24,0,0,0,0,0,1
Unterengstringen,0,0,2,19,1,10,0,2,0,1
Urdorf,0,1,0,17,0,21,0,0,0,1
Weiningen (ZH),0,2,5,31,0,4,0,0,1,1
Zürich,1,65,11,213,5,296,0,217,1,1
Andelfingen,0,12,0,29,0,0,0,6,0,1
Stammheim,0,3,0,27,0,0,0,5,0,1
Wädenswil,0,5,3,65,0,46,0,2,1,1
Elgg,0,3,2,24,0,0,0,10,0,1
Horgen,0,14,5,97,0,18,0,8,0,1
Illnau-Effretikon,0,4,8,92,0,8,0,12,0,1
Bauma,0,2,4,31,0,0,0,0,0,1
Wiesendangen,0,0,11,97,0,28,0,0,1,1
Aarberg,0,1,3,26,0,11,0,0,0,2
Bargen (BE),0,1,0,24,0,5,0,0,0,2
Grossaffoltern,0,1,0,16,2,0,0,1,2,2
Kallnach,0,0,3,36,0,0,0,0,1,2
Kappelen,0,2,0,24,0,0,0,0,0,2
Lyss,1,9,2,74,0,109,0,3,4,2
Meikirch,0,0,1,7,0,0,0,0,0,2
Radelfingen,0,1,0,8,0,0,0,0,3,2
Rapperswil (BE),0,3,17,12,0,0,0,0,2,2
Schüpfen,0,3,5,28,0,0,0,5,0,2
Seedorf (BE),0,4,2,15,0,0,0,0,0,2
Aarwangen,1,3,5,63,0,0,0,0,0,2
Auswil,0,0,0,0,0,0,0,0,0,2
Bannwil,0,0,1,8,0,0,0,0,0,2
Bleienbach,0,0,1,4,0,0,0,0,0,2
Busswil bei Melchnau,0,1,0,1,0,0,0,0,0,2
Gondiswil,0,1,0,3,0,0,0,0,0,2
Langenthal,2,8,1,34,6,63,0,0,7,2
Lotzwil,0,2,0,12,0,5,0,0,0,2
Madiswil,0,4,1,12,0,0,0,0,0,2
Melchnau,1,4,0,14,0,1,0,3,1,2
Oeschenbach,0,0,0,0,0,0,0,0,0,2
Reisiswil,0,0,0,0,0,0,0,0,0,2
Roggwil (BE),0,2,1,43,0,0,0,1,1,2
Rohrbach,0,2,0,9,0,0,0,0,0,2
Rohrbachgraben,0,0,0,2,0,0,0,0,0,2
Rütschelen,0,3,0,7,0,0,0,1,0,2
Schwarzhäusern,0,1,1,13,0,0,0,0,0,2
Thunstetten,0,5,1,30,0,2,0,0,1,2
Ursenbach,0,0,0,2,0,0,0,0,0,2
Wynau,0,2,0,13,0,0,0,0,1,2
Bern,0,35,4,40,0,11,0,49,2,2
Bolligen,0,0,1,16,0,0,0,2,0,2
Bremgarten bei Bern,0,17,1,26,6,0,0,17,0,2
Kirchlindach,0,1,2,16,6,9,0,0,0,2
Köniz,0,39,51,116,0,47,0,39,1,2
Muri bei Bern,0,1,0,15,0,36,0,12,0,2
Oberbalm,0,3,0,4,0,0,0,1,1,2
Stettlen,0,1,3,4,0,0,0,0,8,2
Vechigen,0,0,8,27,0,0,0,2,0,2
Wohlen bei Bern,0,5,1,35,0,1,0,0,6,2
Zollikofen,0,0,8,41,2,16,0,3,0,2
Ittigen,0,15,0,31,0,16,0,0,0,2
Ostermundigen,0,0,3,27,0,81,0,4,2,2
Biel/Bienne,0,16,1,37,0,110,0,2,1,2
Evilard,1,2,1,13,0,8,0,0,0,2
Arch,0,0,4,7,0,3,0,0,0,2
Büetigen,1,1,0,5,0,0,0,0,1,2
Büren an der Aare,0,1,5,23,1,5,0,0,12,2
Diessbach bei Büren,0,0,1,17,0,0,0,0,1,2
Dotzigen,0,1,1,18,0,0,0,0,2,2
Lengnau (BE),0,2,1,21,0,12,0,0,1,2
Leuzigen,0,4,6,11,0,0,0,0,0,2
Meienried,0,0,0,0,0,0,0,0,0,2
Meinisberg,0,1,3,23,0,0,0,0,3,2
Oberwil bei Büren,0,0,1,13,0,0,0,0,0,2
Pieterlen,0,5,1,28,0,1,0,2,4,2
Rüti bei Büren,0,1,0,14,0,0,0,0,2,2
Wengi,0,0,1,7,0,0,0,1,0,2
Aefligen,0,0,0,17,0,9,0,1,1,2
Alchenstorf,0,1,1,6,0,0,0,1,0,2
Bäriswil,0,1,0,8,0,0,0,0,0,2
Burgdorf,2,1,20,41,0,14,0,4,4,2
Ersigen,0,6,7,17,1,0,0,5,11,2
Hasle bei Burgdorf,0,11,4,38,0,0,0,1,7,2
Heimiswil,0,5,0,21,0,0,0,0,0,2
Hellsau,0,0,0,1,0,0,0,2,0,2
Hindelbank,0,0,4,16,0,0,0,2,0,2
Höchstetten,0,0,0,2,0,0,0,0,0,2
Kernenried,0,1,0,2,0,0,0,0,0,2
Kirchberg (BE),0,3,2,32,0,11,0,0,6,2
Koppigen,0,5,0,22,1,0,0,6,0,2
Krauchthal,0,0,2,21,0,1,0,1,1,2
Lyssach,0,3,0,4,0,7,0,5,1,2
Oberburg,0,2,0,7,0,7,0,0,4,2
Rüdtligen-Alchenflüh,0,2,0,18,0,1,0,1,4,2
Rumendingen,0,0,0,0,0,0,0,0,0,2
Rüti bei Lyssach,0,1,0,4,0,0,0,0,1,2
Willadingen,0,0,0,6,0,0,0,0,0,2
Wynigen,0,1,7,5,0,0,0,8,0,2
Corgémont,0,0,2,12,0,0,0,1,0,2
Cormoret,0,1,0,0,0,0,0,0,0,2
Cortébert,0,1,0,4,0,0,0,0,0,2
Courtelary,2,0,0,25,0,0,0,0,0,2
La Ferrière,0,0,2,1,0,0,0,0,0,2
Mont-Tramelan,0,0,0,0,0,0,0,0,0,2
Orvin,0,2,2,10,0,0,0,0,0,2
Renan (BE),0,3,0,7,0,0,0,0,0,2
Romont (BE),0,2,0,2,0,1,0,0,0,2
Saint-Imier,0,3,1,13,0,11,0,1,1,2
Sonceboz-Sombeval,0,1,4,23,0,0,0,0,0,2
Sonvilier,0,5,8,1,0,1,0,0,1,2
Tramelan,0,3,5,33,0,0,0,0,0,2
Villeret,1,0,1,3,0,5,0,0,0,2
Sauge,0,3,0,2,0,0,0,0,0,2
Péry-La Heutte,0,2,2,21,0,0,0,0,2,2
Brüttelen,0,0,0,2,0,0,0,0,0,2
Erlach,0,6,16,13,0,0,0,0,1,2
Finsterhennen,0,0,1,6,0,0,0,0,1,2
Gals,0,2,0,11,0,0,0,0,0,2
Gampelen,0,1,2,8,0,2,0,0,5,2
Ins,0,1,3,55,0,16,0,1,1,2
Lüscherz,0,3,2,9,0,0,0,0,0,2
Müntschemier,1,0,5,16,0,0,0,0,0,2
Siselen,0,0,0,9,0,0,0,0,0,2
Treiten,0,1,0,5,0,0,0,0,0,2
Tschugg,0,1,0,8,0,0,0,0,0,2
Vinelz,0,0,0,13,0,0,1,0,5,2
Bätterkinden,0,2,5,40,1,24,0,0,0,2
Deisswil bei Münchenbuchsee,0,1,0,0,0,0,0,2,0,2
Fraubrunnen,1,1,4,65,0,0,0,4,1,2
Jegenstorf,0,11,0,22,0,65,0,6,0,2
Iffwil,0,0,0,0,0,0,0,0,0,2
Mattstetten,0,0,2,3,0,0,0,1,0,2
Moosseedorf,0,3,2,4,0,22,0,1,0,2
Münchenbuchsee,0,0,18,24,0,0,0,3,0,2
Urtenen-Schönbühl,0,2,0,34,0,16,0,22,0,2
Utzenstorf,0,5,0,26,0,12,0,1,10,2
Wiggiswil,0,0,0,0,1,0,0,0,0,2
Wiler bei Utzenstorf,0,2,0,2,0,0,0,0,2,2
Zielebach,0,0,0,5,0,0,0,0,0,2
Zuzwil (BE),0,0,0,12,0,0,0,9,0,2
Adelboden,0,25,5,3,0,0,0,1,1,2
Aeschi bei Spiez,0,3,1,30,0,0,0,0,1,2
Frutigen,1,6,18,8,0,0,0,5,5,2
Kandergrund,0,2,0,4,0,0,0,0,0,2
Kandersteg,0,4,3,10,0,0,0,2,1,2
Krattigen,0,5,1,10,0,0,0,0,0,2
Reichenbach im Kandertal,0,14,4,35,2,0,0,3,6,2
Beatenberg,1,4,3,2,0,0,0,0,3,2
Bönigen,0,1,3,21,0,7,0,0,1,2
Brienz (BE),0,13,10,17,0,0,0,0,1,2
Brienzwiler,0,4,1,0,0,0,0,0,0,2
Därligen,0,2,0,1,0,0,0,0,0,2
Grindelwald,0,21,37,6,0,0,1,3,1,2
Gsteigwiler,0,0,1,2,0,1,0,0,0,2
Gündlischwand,0,0,0,0,0,0,0,0,0,2
Habkern,0,1,0,1,0,0,0,0,0,2
Hofstetten bei Brienz,0,1,0,3,0,0,0,0,0,2
Interlaken,0,1,1,5,0,7,0,0,2,2
Iseltwald,0,1,2,15,0,0,0,2,0,2
Lauterbrunnen,0,19,15,0,0,0,0,0,2,2
Leissigen,0,1,0,21,0,0,0,0,0,2
Lütschental,0,0,0,0,0,0,0,0,0,2
Matten bei Interlaken,1,2,0,12,0,1,0,11,0,2
Niederried bei Interlaken,0,0,3,4,0,0,0,0,0,2
Oberried am Brienzersee,0,1,0,3,0,0,0,0,0,2
Ringgenberg (BE),0,2,2,21,0,0,0,0,5,2
Saxeten,0,1,0,0,0,0,0,0,0,2
Schwanden bei Brienz,2,0,0,1,0,0,0,0,0,2
Unterseen,0,8,1,20,1,9,0,5,1,2
Wilderswil,0,5,4,25,0,0,0,2,0,2
Arni (BE),0,2,1,1,0,0,0,0,0,2
Biglen,0,0,0,3,0,0,0,0,0,2
Bowil,0,3,1,0,0,0,0,4,0,2
Brenzikofen,0,0,0,5,0,0,0,1,0,2
Freimettigen,0,4,0,0,0,1,0,4,0,2
Grosshöchstetten,0,9,4,21,3,0,0,0,2,2
Häutligen,0,0,0,2,0,0,0,0,0,2
Herbligen,0,7,0,4,0,0,0,0,0,2
Kiesen,0,0,1,35,0,0,0,0,0,2
Konolfingen,0,8,8,28,0,0,0,0,2,2
Landiswil,0,1,0,1,0,0,0,0,0,2
Linden,0,5,0,7,0,0,0,0,0,2
Mirchel,0,2,1,14,0,0,0,0,0,2
Münsingen,0,5,3,48,11,0,0,13,1,2
Niederhünigen,0,0,1,4,0,0,0,0,0,2
Oberdiessbach,0,2,7,15,0,0,0,0,0,2
Oberthal,0,1,0,2,0,0,0,0,1,2
Oppligen,0,1,2,6,0,0,0,1,0,2
Rubigen,0,19,1,20,0,0,0,33,0,2
Walkringen,0,4,1,4,0,0,0,0,0,2
Worb,0,2,0,48,0,0,0,47,0,2
Zäziwil,0,3,2,25,0,0,0,1,0,2
Oberhünigen,0,0,0,0,0,0,0,0,0,2
Allmendingen,0,0,0,1,0,0,0,0,0,2
Wichtrach,0,0,2,23,0,0,0,0,1,2
Ferenbalm,0,0,0,2,0,0,0,0,0,2
Frauenkappelen,0,0,0,4,0,0,0,0,0,2
Gurbrü,0,0,1,0,0,0,0,0,0,2
Kriechenwil,0,0,0,5,0,0,0,1,1,2
Laupen,0,4,6,19,4,0,0,0,0,2
Mühleberg,0,1,1,10,0,0,0,1,1,2
Münchenwiler,0,0,0,21,0,0,0,0,0,2
Neuenegg,0,3,1,48,3,4,0,0,2,2
Wileroltigen,0,0,0,4,0,0,0,0,0,2
Belprahon,0,0,1,2,0,0,0,0,0,2
Champoz,0,0,1,3,0,0,0,0,1,2
Corcelles (BE),0,0,1,2,0,0,0,0,0,2
Court,1,1,4,10,0,0,0,0,0,2
Crémines,0,0,4,1,0,0,0,0,1,2
Eschert,0,0,0,6,1,0,0,0,0,2
Grandval,1,0,0,1,0,0,0,0,0,2
Loveresse,0,0,1,3,0,0,0,1,0,2
Perrefitte,0,1,0,3,0,0,0,0,0,2
Reconvilier,0,1,2,9,0,0,0,0,0,2
Roches (BE),0,0,0,0,0,0,0,0,0,2
Saicourt,0,0,1,5,0,0,0,0,0,2
Saules (BE),0,0,0,0,0,0,0,0,0,2
Schelten,0,0,0,0,0,0,0,0,0,2
Seehof,0,0,0,0,0,0,0,0,0,2
Sorvilier,0,0,2,1,0,1,0,0,0,2
Tavannes,0,3,1,25,0,0,0,0,1,2
Rebévelier,0,0,0,0,0,0,0,0,0,2
Petit-Val,0,2,1,2,0,0,0,0,0,2
Valbirse,0,2,6,31,0,0,0,0,0,2
La Neuveville,0,8,1,21,0,0,0,0,0,2
Nods,0,1,0,13,0,0,0,0,0,2
Plateau de Diesse,1,7,2,20,0,2,0,0,1,2
Aegerten,0,4,0,17,0,0,0,0,0,2
Bellmund,0,0,3,43,0,0,0,0,1,2
Brügg,0,26,1,14,0,0,0,0,0,2
Bühl,0,0,0,4,0,0,0,0,1,2
Epsach,0,0,0,2,0,0,0,0,0,2
Hagneck,0,2,5,3,0,0,0,0,0,2
Hermrigen,0,0,1,4,0,0,0,0,0,2
Jens,0,1,0,10,0,0,0,0,0,2
Ipsach,0,0,0,17,0,7,0,1,1,2
Ligerz,0,1,0,7,0,0,0,0,0,2
Merzligen,0,1,0,2,0,0,0,0,0,2
Mörigen,0,1,3,2,0,0,0,1,0,2
Nidau,0,0,0,2,0,3,0,0,0,2
Orpund,0,0,7,6,0,23,0,0,0,2
Port,1,6,1,9,0,3,0,0,0,2
Safnern,0,6,4,7,0,4,0,1,1,2
Scheuren,0,0,0,4,0,0,0,0,0,2
Schwadernau,0,0,2,12,0,0,0,0,0,2
Studen (BE),0,3,6,23,0,3,1,0,0,2
Sutz-Lattrigen,0,1,8,4,0,0,0,0,15,2
Täuffelen,0,3,0,33,0,0,0,0,1,2
Walperswil,0,0,0,16,0,0,0,0,1,2
Worben,0,1,0,33,0,0,0,0,0,2
Twann-Tüscherz,0,0,1,4,1,0,0,0,0,2
Därstetten,0,2,0,3,0,0,0,0,0,2
Diemtigen,0,17,0,9,0,0,0,4,0,2
Erlenbach im Simmental,0,5,0,4,1,0,0,2,0,2
Oberwil im Simmental,0,0,1,0,1,0,0,0,0,2
Reutigen,1,4,0,6,0,0,0,6,0,2
Spiez,0,7,7,55,0,15,0,3,1,2
Wimmis,0,1,1,21,0,0,0,17,4,2
Stocken-Höfen,0,2,5,15,0,0,0,0,0,2
Guttannen,0,1,0,0,0,0,0,0,0,2
Hasliberg,0,8,5,13,0,0,0,0,1,2
Innertkirchen,0,4,0,1,2,0,0,1,2,2
Meiringen,0,8,4,35,0,0,0,5,0,2
Schattenhalb,0,4,0,1,0,0,0,0,0,2
Boltigen,1,5,0,1,0,0,0,1,1,2
Lenk,1,5,15,19,0,0,1,1,4,2
St. Stephan,0,1,0,3,0,2,1,2,0,2
Zweisimmen,0,5,2,36,0,0,0,5,1,2
Gsteig,0,11,1,5,0,16,0,1,1,2
Lauenen,0,2,9,5,1,0,0,0,2,2
Saanen,0,18,46,18,0,2,0,14,1,2
Guggisberg,0,1,1,0,0,0,0,0,7,2
Rüschegg,0,3,0,3,0,0,0,2,1,2
Schwarzenburg,0,3,0,36,0,0,0,6,0,2
Belp,0,9,20,27,2,28,0,10,0,2
Burgistein,0,1,2,4,0,0,0,0,1,2
Gerzensee,0,1,1,31,0,0,0,0,0,2
Gurzelen,0,3,3,5,0,0,0,0,0,2
Jaberg,0,0,2,0,0,0,0,0,0,2
Kaufdorf,0,1,2,16,0,0,0,0,0,2
Kehrsatz,1,10,3,12,1,0,0,0,0,2
Kirchdorf (BE),0,2,0,12,0,0,0,3,0,2
Niedermuhlern,0,0,0,1,0,0,0,0,0,2
Riggisberg,0,3,4,16,7,0,0,0,3,2
Rüeggisberg,0,14,2,7,0,0,0,2,2,2
Seftigen,0,1,1,32,0,0,0,16,0,2
Toffen,0,1,3,22,0,0,0,2,0,2
Uttigen,0,0,1,29,0,0,0,0,0,2
Wattenwil,1,3,6,6,0,0,0,0,6,2
Wald (BE),0,10,1,24,0,0,0,1,0,2
Thurnen,0,0,0,23,0,0,0,0,3,2
Eggiwil,0,7,5,0,0,0,0,0,2,2
Langnau im Emmental,1,16,3,43,0,0,0,6,0,2
Lauperswil,0,3,2,8,0,0,0,0,3,2
Röthenbach im Emmental,0,3,0,2,0,0,0,2,1,2
Rüderswil,0,7,0,16,1,0,0,0,0,2
Schangnau,0,1,0,1,0,0,0,0,0,2
Signau,0,0,0,7,0,0,0,1,2,2
Trub,0,4,0,2,0,0,0,0,0,2
Trubschachen,0,2,0,2,0,0,0,1,0,2
Amsoldingen,0,0,2,3,0,1,0,0,0,2
Blumenstein,0,3,6,4,0,0,0,0,0,2
Buchholterberg,1,12,1,10,0,0,0,2,0,2
Eriz,0,0,1,1,1,0,0,0,0,2
Fahrni,0,1,0,6,0,0,0,0,0,2
Heiligenschwendi,1,1,1,5,0,1,0,0,0,2
Heimberg,0,0,6,74,1,26,0,10,5,2
Hilterfingen,1,0,2,17,4,20,0,0,4,2
Homberg,0,5,0,4,0,0,0,0,0,2
Horrenbach-Buchen,0,2,0,0,0,0,0,0,0,2
Oberhofen am Thunersee,0,2,0,22,0,13,0,0,0,2
Oberlangenegg,0,0,0,1,0,0,0,0,1,2
Pohlern,0,2,0,4,0,0,0,0,1,2
Sigriswil,0,4,2,29,1,0,0,10,0,2
Steffisburg,1,4,3,21,0,40,0,1,0,2
Teuffenthal (BE),0,1,0,0,0,0,0,0,0,2
Thierachern,0,19,0,24,0,0,0,0,0,2
Thun,2,14,7,119,2,120,0,8,1,2
Uebeschi,0,1,1,1,0,0,0,0,1,2
Uetendorf,0,2,7,44,0,1,0,0,0,2
Unterlangenegg,0,3,0,5,0,0,0,1,0,2
Wachseldorn,0,0,1,1,0,0,0,0,0,2
Forst-Längenbühl,1,2,1,9,0,0,0,1,1,2
Affoltern im Emmental,0,2,1,9,0,0,0,0,0,2
Dürrenroth,0,2,0,6,0,0,0,0,0,2
Eriswil,0,2,0,5,0,0,0,0,0,2
Huttwil,0,6,3,10,0,0,0,0,1,2
Lützelflüh,0,7,1,11,0,0,0,7,0,2
Rüegsau,3,9,12,6,2,0,0,0,0,2
Sumiswald,0,5,2,10,0,0,0,9,0,2
Trachselwald,0,4,0,2,0,0,0,0,1,2
Walterswil (BE),0,2,0,1,0,0,0,0,0,2
Wyssachen,0,0,0,3,0,0,0,0,0,2
Attiswil,0,2,1,10,0,0,0,0,4,2
Berken,0,0,0,0,0,0,0,0,0,2
Bettenhausen,0,0,0,1,0,3,0,0,0,2
Farnern,0,0,0,1,0,0,0,0,0,2
Graben,0,0,1,5,0,0,0,0,0,2
Heimenhausen,0,0,0,14,0,2,0,0,0,2
Herzogenbuchsee,0,1,0,31,1,16,0,0,5,2
Inkwil,1,1,0,7,0,0,0,0,0,2
Niederbipp,1,4,9,44,0,24,0,9,1,2
Niederönz,0,0,0,5,0,11,0,0,0,2
Oberbipp,0,4,5,33,0,0,0,0,0,2
Ochlenberg,0,0,1,3,0,0,0,0,0,2
Rumisberg,0,1,1,4,0,0,0,0,1,2
Seeberg,1,4,0,8,1,0,0,0,4,2
Thörigen,0,0,1,5,0,1,0,1,4,2
Walliswil bei Niederbipp,0,0,0,1,0,0,0,0,0,2
Walliswil bei Wangen,0,0,0,4,0,0,0,0,0,2
Wangen an der Aare,0,1,3,23,0,0,0,0,3,2
Wiedlisbach,0,3,0,9,0,0,1,0,1,2
Doppleschwand,0,2,0,9,0,0,0,0,1,3
Entlebuch,0,5,1,11,0,0,0,5,0,3
Flühli,0,8,3,17,0,0,0,0,5,3
Hasle (LU),0,4,2,7,1,0,0,0,0,3
Romoos,0,2,0,1,0,0,0,2,0,3
Schüpfheim,0,8,3,38,1,0,0,0,0,3
Werthenstein,0,6,0,13,0,0,0,1,0,3
Escholzmatt-Marbach,0,12,4,11,0,1,0,2,0,3
Aesch (LU),0,2,1,18,0,0,0,0,0,3
Ballwil,0,4,1,49,0,2,0,1,0,3
Emmen,0,1,27,58,0,33,0,0,0,3
Ermensee,0,2,2,18,0,0,0,0,0,3
Eschenbach (LU),0,4,3,29,0,0,0,0,0,3
Hitzkirch,0,9,11,74,3,1,0,3,0,3
Hochdorf,0,4,13,94,0,0,0,0,0,3
Hohenrain,0,1,9,12,4,0,0,0,0,3
